txid	geneid	name	chr
rna29402	gene16516	HPS5	NW_020656153.1
rna29407	gene16517	LOC113264914	NW_020656153.1
rna29408	gene16518	LOC113265195	NW_020656154.1
rna29409	gene16519	LOC113265196	NW_020656154.1
rna2824	gene1652	CADPS2	NW_020656122.1
rna29411	gene16520	LOC113265193	NW_020656154.1
rna29413	gene16521	LOC113265197	NW_020656154.1
rna29415	gene16522	LOC113265198	NW_020656154.1
rna29418	gene16523	LOC113265199	NW_020656154.1
rna29420	gene16525	CD300A	NW_020656154.1
rna29423	gene16528	GPRC5C	NW_020656154.1
rna29433	gene16529	GPR142	NW_020656154.1
rna29434	gene16530	BTBD17	NW_020656154.1
rna29435	gene16531	KIF19	NW_020656154.1
rna29436	gene16532	DNAI2	NW_020656154.1
rna29437	gene16533	TTYH2	NW_020656154.1
rna29438	gene16534	RPL38	NW_020656154.1
rna29444	gene16538	SDK2	NW_020656154.1
rna29448	gene16539	LOC113265213	NW_020656154.1
rna29449	gene16540	CDC42EP4	NW_020656154.1
rna29454	gene16542	CPSF4L	NW_020656154.1
rna29455	gene16543	CUNH17orf80	NW_020656154.1
rna29456	gene16544	FAM104A	NW_020656154.1
rna29458	gene16545	COG1	NW_020656154.1
rna29459	gene16546	SLC39A11	NW_020656154.1
rna29468	gene16547	SSTR2	NW_020656154.1
rna29472	gene16550	SOX9	NW_020656154.1
rna29474	gene16553	KCNJ2	NW_020656154.1
rna29475	gene16554	KCNJ16	NW_020656154.1
rna29488	gene16556	MAP2K6	NW_020656154.1
rna29490	gene16558	ABCA5	NW_020656154.1
rna29491	gene16559	LOC113265664	NW_020656154.1
rna2831	gene1656	RNF133	NW_020656122.1
rna29492	gene16560	ABCA6	NW_020656154.1
rna29497	gene16561	ABCA9	NW_020656154.1
rna29503	gene16562	LOC113265233	NW_020656154.1
rna29508	gene16565	FAM20A	NW_020656154.1
rna29510	gene16566	PRKAR1A	NW_020656154.1
rna29521	gene16567	ARSG	NW_020656154.1
rna29526	gene16568	WIPI1	NW_020656154.1
rna29528	gene16569	SLC16A6	NW_020656154.1
rna2832	gene1657	RNF148	NW_020656122.1
rna29530	gene16570	AMZ2	NW_020656154.1
rna29537	gene16572	GNA13	NW_020656154.1
rna29539	gene16574	LOC113265665	NW_020656154.1
rna29540	gene16575	RGS9	NW_020656154.1
rna29543	gene16576	AXIN2	NW_020656154.1
rna29544	gene16577	CEP112	NW_020656154.1
rna2833	gene1658	TAS2R16	NW_020656122.1
rna29552	gene16580	APOH	NW_020656154.1
rna29555	gene16582	PRKCA	NW_020656154.1
rna29557	gene16584	CACNG5	NW_020656154.1
rna29558	gene16585	CACNG4	NW_020656154.1
rna29559	gene16586	CACNG1	NW_020656154.1
rna29561	gene16587	HELZ	NW_020656154.1
rna29565	gene16588	LOC113265666	NW_020656154.1
rna2834	gene1659	SLC13A1	NW_020656122.1
rna29567	gene16590	PSMD12	NW_020656154.1
rna29573	gene16591	PITPNC1	NW_020656154.1
rna29575	gene16592	NOL11	NW_020656154.1
rna29579	gene16594	BPTF	NW_020656154.1
rna29591	gene16595	CUNH17orf58	NW_020656154.1
rna29597	gene16598	KPNA2	NW_020656154.1
rna29599	gene16599	SMURF2	NW_020656154.1
rna341	gene166	ITSN1	NW_020656121.1
rna2835	gene1660	IQUB	NW_020656122.1
rna29601	gene16600	CEP95	NW_020656154.1
rna29603	gene16601	DDX5	NW_020656154.1
rna29605	gene16602	POLG2	NW_020656154.1
rna29606	gene16603	MILR1	NW_020656154.1
rna29610	gene16605	PECAM1	NW_020656154.1
rna29617	gene16606	TEX2	NW_020656154.1
rna2836	gene1661	NDUFA5	NW_020656122.1
rna29622	gene16610	ERN1	NW_020656154.1
rna29624	gene16611	ICAM2	NW_020656154.1
rna29627	gene16612	PRR29	NW_020656154.1
rna29628	gene16613	SCN4A	NW_020656154.1
rna29629	gene16614	CD79B	NW_020656154.1
rna29632	gene16616	LOC113265156	NW_020656154.1
rna29633	gene16617	LOC113265157	NW_020656154.1
rna29634	gene16618	SMARCD2	NW_020656154.1
rna29635	gene16619	PSMC5	NW_020656154.1
rna2837	gene1662	ASB15	NW_020656122.1
rna29637	gene16620	FTSJ3	NW_020656154.1
rna29638	gene16621	DDX42	NW_020656154.1
rna29640	gene16622	CCDC47	NW_020656154.1
rna29643	gene16624	STRADA	NW_020656154.1
rna29649	gene16625	LIMD2	NW_020656154.1
rna29650	gene16626	MAP3K3	NW_020656154.1
rna29652	gene16627	LOC113265291	NW_020656154.1
rna29654	gene16628	DCAF7	NW_020656154.1
rna29657	gene16629	KCNH6	NW_020656154.1
rna2838	gene1663	LMOD2	NW_020656122.1
rna29658	gene16630	ACE	NW_020656154.1
rna29660	gene16631	LOC113265295	NW_020656154.1
rna29665	gene16633	LOC113265298	NW_020656154.1
rna29674	gene16634	TANC2	NW_020656154.1
rna29685	gene16637	MARCH10	NW_020656154.1
rna29688	gene16638	MRC2	NW_020656154.1
rna29689	gene16639	TLK2	NW_020656154.1
rna2839	gene1664	WASL	NW_020656122.1
rna29696	gene16643	METTL2A	NW_020656154.1
rna29697	gene16645	EFCAB3	NW_020656154.1
rna29698	gene16647	EFCAB13	NW_020656154.1
rna29699	gene16648	ITGB3	NW_020656154.1
rna29700	gene16649	MYL4	NW_020656154.1
rna29708	gene16650	CDC27	NW_020656154.1
rna29710	gene16651	KANSL1	NW_020656154.1
rna29720	gene16653	MAPT	NW_020656154.1
rna29727	gene16654	SPPL2C	NW_020656154.1
rna29728	gene16655	CRHR1	NW_020656154.1
rna29729	gene16656	LOC113265314	NW_020656154.1
rna29731	gene16657	NSF	NW_020656154.1
rna29733	gene16658	WNT3	NW_020656154.1
rna29734	gene16659	GOSR2	NW_020656154.1
rna2841	gene1666	HYAL4	NW_020656122.1
rna29736	gene16660	RPRML	NW_020656154.1
rna29738	gene16662	LYZL6	NW_020656154.1
rna29739	gene16663	RDM1	NW_020656154.1
rna29740	gene16664	LOC113265672	NW_020656154.1
rna29741	gene16665	PLEKHM1	NW_020656154.1
rna29746	gene16666	ARHGAP27	NW_020656154.1
rna29751	gene16668	MAP3K14	NW_020656154.1
rna2842	gene1667	LOC113266534	NW_020656122.1
rna29757	gene16670	SPATA32	NW_020656154.1
rna29758	gene16671	LOC113265675	NW_020656154.1
rna29765	gene16672	FMNL1	NW_020656154.1
rna29766	gene16673	HEXIM2	NW_020656154.1
rna29772	gene16674	HEXIM1	NW_020656154.1
rna29776	gene16675	ACBD4	NW_020656154.1
rna29780	gene16676	PLCD3	NW_020656154.1
rna29785	gene16677	NMT1	NW_020656154.1
rna29789	gene16678	DCAKD	NW_020656154.1
rna2843	gene1668	SPAM1	NW_020656122.1
rna29793	gene16680	C1QL1	NW_020656154.1
rna29794	gene16681	KIF18B	NW_020656154.1
rna29795	gene16682	GFAP	NW_020656154.1
rna29797	gene16683	FAM187A	NW_020656154.1
rna29798	gene16684	CCDC103	NW_020656154.1
rna29802	gene16685	EFTUD2	NW_020656154.1
rna29804	gene16687	HIGD1B	NW_020656154.1
rna29805	gene16688	GJC1	NW_020656154.1
rna29811	gene16689	LOC113265162	NW_020656154.1
rna29812	gene16690	ADAM11	NW_020656154.1
rna29814	gene16691	DBF4B	NW_020656154.1
rna29815	gene16692	CCDC43	NW_020656154.1
rna29817	gene16693	MEIOC	NW_020656154.1
rna29820	gene16696	FZD2	NW_020656154.1
rna29821	gene16697	GPATCH8	NW_020656154.1
rna29825	gene16698	ITGA2B	NW_020656154.1
rna29826	gene16699	FAM171A2	NW_020656154.1
rna347	gene167	CRYZL1	NW_020656121.1
rna2844	gene1670	TMEM229A	NW_020656122.1
rna29828	gene16700	GRN	NW_020656154.1
rna29830	gene16701	SLC25A39	NW_020656154.1
rna29838	gene16702	RUNDC3A	NW_020656154.1
rna29845	gene16705	SLC4A1	NW_020656154.1
rna29849	gene16706	UBTF	NW_020656154.1
rna29855	gene16708	ATXN7L3	NW_020656154.1
rna29859	gene16709	TMUB2	NW_020656154.1
rna29862	gene16711	ASB16	NW_020656154.1
rna29863	gene16712	CUNH17orf53	NW_020656154.1
rna29864	gene16713	HDAC5	NW_020656154.1
rna29869	gene16714	G6PC3	NW_020656154.1
rna29871	gene16715	LSM12	NW_020656154.1
rna29872	gene16716	TMEM101	NW_020656154.1
rna29874	gene16717	NAGS	NW_020656154.1
rna29876	gene16719	PYY	NW_020656154.1
rna29878	gene16720	PPY	NW_020656154.1
rna29879	gene16721	LOC113265678	NW_020656154.1
rna29880	gene16722	MPP2	NW_020656154.1
rna29884	gene16723	CD300LG	NW_020656154.1
rna29885	gene16724	MPP3	NW_020656154.1
rna29887	gene16725	CFAP97D1	NW_020656154.1
rna29888	gene16726	DUSP3	NW_020656154.1
rna29890	gene16727	SOST	NW_020656154.1
rna29892	gene16729	MEOX1	NW_020656154.1
rna2848	gene1673	GPR37	NW_020656122.1
rna29895	gene16730	ETV4	NW_020656154.1
rna29896	gene16731	DHX8	NW_020656154.1
rna29897	gene16732	ARL4D	NW_020656154.1
rna29899	gene16734	TMEM106A	NW_020656154.1
rna29902	gene16735	NBR1	NW_020656154.1
rna29907	gene16736	BRCA1	NW_020656154.1
rna29908	gene16737	RND2	NW_020656154.1
rna29910	gene16738	VAT1	NW_020656154.1
rna29912	gene16739	IFI35	NW_020656154.1
rna2849	gene1674	POT1	NW_020656122.1
rna29913	gene16740	RPL27	NW_020656154.1
rna29914	gene16741	RUNDC1	NW_020656154.1
rna29915	gene16742	PTGES3L	NW_020656154.1
rna29919	gene16743	AARSD1	NW_020656154.1
rna29920	gene16744	G6PC	NW_020656154.1
rna29921	gene16745	AOC2	NW_020656154.1
rna29924	gene16747	PSME3	NW_020656154.1
rna29925	gene16748	BECN1	NW_020656154.1
rna29933	gene16749	CNTD1	NW_020656154.1
rna29934	gene16750	LOC113265403	NW_020656154.1
rna29938	gene16751	WNK4	NW_020656154.1
rna29941	gene16752	VPS25	NW_020656154.1
rna29942	gene16753	RAMP2	NW_020656154.1
rna29943	gene16754	EZH1	NW_020656154.1
rna29950	gene16756	CNTNAP1	NW_020656154.1
rna29951	gene16757	CCR10	NW_020656154.1
rna29954	gene16758	PLEKHH3	NW_020656154.1
rna29957	gene16759	LOC113265410	NW_020656154.1
rna29959	gene16760	LOC113265411	NW_020656154.1
rna29960	gene16761	RETREG3	NW_020656154.1
rna29961	gene16762	PSMC3IP	NW_020656154.1
rna29963	gene16763	MLX	NW_020656154.1
rna29968	gene16764	COASY	NW_020656154.1
rna29973	gene16765	HSD17B1	NW_020656154.1
rna29976	gene16766	NAGLU	NW_020656154.1
rna29977	gene16767	ATP6V0A1	NW_020656154.1
rna29981	gene16769	CAVIN1	NW_020656154.1
rna29984	gene16770	STAT3	NW_020656154.1
rna29986	gene16771	STAT5A	NW_020656154.1
rna29988	gene16772	LOC113265424	NW_020656154.1
rna29991	gene16773	GHDC	NW_020656154.1
rna29993	gene16774	HCRT	NW_020656154.1
rna29994	gene16775	KCNH4	NW_020656154.1
rna29995	gene16776	RAB5C	NW_020656154.1
rna29996	gene16777	HSPB9	NW_020656154.1
rna29997	gene16778	KAT2A	NW_020656154.1
rna29999	gene16779	DHX58	NW_020656154.1
rna30000	gene16780	CUNH17orf113	NW_020656154.1
rna30001	gene16781	ZNF385C	NW_020656154.1
rna30002	gene16782	NKIRAS2	NW_020656154.1
rna30003	gene16783	DNAJC7	NW_020656154.1
rna30006	gene16784	CNP	NW_020656154.1
rna30010	gene16785	TTC25	NW_020656154.1
rna30013	gene16787	ACLY	NW_020656154.1
rna30018	gene16788	KLHL11	NW_020656154.1
rna30019	gene16789	KLHL10	NW_020656154.1
rna30020	gene16790	NT5C3B	NW_020656154.1
rna30022	gene16791	FKBP10	NW_020656154.1
rna30023	gene16792	P3H4	NW_020656154.1
rna30024	gene16793	JUP	NW_020656154.1
rna30028	gene16794	HAP1	NW_020656154.1
rna30030	gene16795	GAST	NW_020656154.1
rna30031	gene16796	EIF1	NW_020656154.1
rna30032	gene16797	LOC113265681	NW_020656154.1
rna30033	gene16798	LOC113265172	NW_020656154.1
rna30034	gene16799	LOC113265449	NW_020656154.1
rna353	gene168	DONSON	NW_020656121.1
rna2861	gene1680	LOC113263671	NW_020656122.1
rna30035	gene16800	LOC113265450	NW_020656154.1
rna30036	gene16801	KRT9	NW_020656154.1
rna30037	gene16802	KRT19	NW_020656154.1
rna30038	gene16803	KRT15	NW_020656154.1
rna30039	gene16804	LOC113265174	NW_020656154.1
rna30040	gene16805	KRT36	NW_020656154.1
rna30041	gene16806	KRT35	NW_020656154.1
rna30042	gene16807	KRT32	NW_020656154.1
rna30043	gene16808	KRT38	NW_020656154.1
rna30045	gene16809	LOC113265176	NW_020656154.1
rna30046	gene16810	LOC113265177	NW_020656154.1
rna30048	gene16811	LOC113265458	NW_020656154.1
rna30049	gene16812	LOC113265461	NW_020656154.1
rna30050	gene16813	LOC113265456	NW_020656154.1
rna30051	gene16814	LOC113265459	NW_020656154.1
rna30052	gene16816	LOC113265683	NW_020656154.1
rna30053	gene16817	LOC113265460	NW_020656154.1
rna30054	gene16818	LOC113265684	NW_020656154.1
rna30055	gene16819	LOC113265463	NW_020656154.1
rna2863	gene1682	LOC113266999	NW_020656122.1
rna30056	gene16821	LOC113265462	NW_020656154.1
rna30058	gene16823	KRT40	NW_020656154.1
rna30064	gene16825	KRT39	NW_020656154.1
rna30065	gene16826	KRT23	NW_020656154.1
rna30067	gene16828	KRT20	NW_020656154.1
rna30070	gene16830	KRT12	NW_020656154.1
rna30072	gene16831	KRT10	NW_020656154.1
rna30073	gene16832	KRT28	NW_020656154.1
rna30075	gene16834	LOC113265473	NW_020656154.1
rna30077	gene16836	KRT26	NW_020656154.1
rna30078	gene16837	KRT25	NW_020656154.1
rna30081	gene16839	KRT24	NW_020656154.1
rna30084	gene16841	KRT222	NW_020656154.1
rna30085	gene16842	SMARCE1	NW_020656154.1
rna30086	gene16844	CCR7	NW_020656154.1
rna30088	gene16845	TNS4	NW_020656154.1
rna30089	gene16846	IGFBP4	NW_020656154.1
rna30091	gene16848	TOP2A	NW_020656154.1
rna30092	gene16849	GJD3	NW_020656154.1
rna2865	gene1685	LOC113263666	NW_020656122.1
rna30093	gene16850	RARA	NW_020656154.1
rna30102	gene16852	CDC6	NW_020656154.1
rna30104	gene16853	WIPF2	NW_020656154.1
rna30106	gene16854	RAPGEFL1	NW_020656154.1
rna30107	gene16856	CASC3	NW_020656154.1
rna30109	gene16857	MSL1	NW_020656154.1
rna30110	gene16858	NR1D1	NW_020656154.1
rna30112	gene16859	THRA	NW_020656154.1
rna2867	gene1686	ZNF800	NW_020656122.1
rna30113	gene16860	MED24	NW_020656154.1
rna30117	gene16862	CSF3	NW_020656154.1
rna30118	gene16863	PSMD3	NW_020656154.1
rna30120	gene16865	GSDMA	NW_020656154.1
rna30123	gene16866	LRRC3C	NW_020656154.1
rna30128	gene16867	ORMDL3	NW_020656154.1
rna30132	gene16868	GSDMB	NW_020656154.1
rna30138	gene16869	ZPBP2	NW_020656154.1
rna2869	gene1687	GCC1	NW_020656122.1
rna30140	gene16870	IKZF3	NW_020656154.1
rna30142	gene16872	GRB7	NW_020656154.1
rna30146	gene16873	MIEN1	NW_020656154.1
rna30147	gene16874	ERBB2	NW_020656154.1
rna30150	gene16875	PGAP3	NW_020656154.1
rna30152	gene16876	PNMT	NW_020656154.1
rna30153	gene16877	TCAP	NW_020656154.1
rna30155	gene16878	STARD3	NW_020656154.1
rna30156	gene16879	PPP1R1B	NW_020656154.1
rna2870	gene1688	ARF5	NW_020656122.1
rna30158	gene16880	NEUROD2	NW_020656154.1
rna30178	gene16881	CDK12	NW_020656154.1
rna30180	gene16883	MED1	NW_020656154.1
rna30183	gene16884	FBXL20	NW_020656154.1
rna30192	gene16885	LOC113265522	NW_020656154.1
rna30193	gene16886	STAC2	NW_020656154.1
rna30194	gene16887	RPL19	NW_020656154.1
rna30196	gene16888	CACNB1	NW_020656154.1
rna30200	gene16889	ARL5C	NW_020656154.1
rna2871	gene1689	FSCN3	NW_020656122.1
rna30210	gene16892	PLXDC1	NW_020656154.1
rna30212	gene16893	LOC113265530	NW_020656154.1
rna30214	gene16895	FBXO47	NW_020656154.1
rna30219	gene16897	LASP1	NW_020656154.1
rna354	gene169	SON	NW_020656121.1
rna2872	gene1690	PAX4	NW_020656122.1
rna30223	gene16901	RPL23	NW_020656154.1
rna30225	gene16903	CUNH17orf98	NW_020656154.1
rna30228	gene16905	CWC25	NW_020656154.1
rna30232	gene16906	PIP4K2B	NW_020656154.1
rna30235	gene16907	PSMB3	NW_020656154.1
rna30240	gene16909	PCGF2	NW_020656154.1
rna2873	gene1691	SND1	NW_020656122.1
rna30241	gene16910	CISD3	NW_020656154.1
rna30242	gene16911	MLLT6	NW_020656154.1
rna30243	gene16912	EPOP	NW_020656154.1
rna30245	gene16915	SRCIN1	NW_020656154.1
rna30246	gene16916	ARHGAP23	NW_020656154.1
rna30247	gene16917	SOCS7	NW_020656154.1
rna30250	gene16918	GPR179	NW_020656154.1
rna30251	gene16919	MRPL45	NW_020656154.1
rna2874	gene1692	LRRC4	NW_020656122.1
rna30252	gene16920	NPEPPS	NW_020656154.1
rna30253	gene16924	KPNB1	NW_020656154.1
rna30254	gene16925	TBKBP1	NW_020656154.1
rna30258	gene16926	TBX21	NW_020656154.1
rna30261	gene16927	OSBPL7	NW_020656154.1
rna30264	gene16928	MRPL10	NW_020656154.1
rna30265	gene16929	LRRC46	NW_020656154.1
rna30267	gene16930	SCRN2	NW_020656154.1
rna30269	gene16931	SP6	NW_020656154.1
rna30271	gene16933	SP2	NW_020656154.1
rna30279	gene16935	PNPO	NW_020656154.1
rna30281	gene16936	PRR15L	NW_020656154.1
rna30282	gene16937	CDK5RAP3	NW_020656154.1
rna30284	gene16938	COPZ2	NW_020656154.1
rna30285	gene16939	NFE2L1	NW_020656154.1
rna2878	gene1694	LEP	NW_020656122.1
rna30289	gene16940	CBX1	NW_020656154.1
rna30292	gene16941	SNX11	NW_020656154.1
rna30294	gene16942	SKAP1	NW_020656154.1
rna30295	gene16943	HOXB1	NW_020656154.1
rna30296	gene16944	HOXB2	NW_020656154.1
rna30299	gene16947	HOXB3	NW_020656154.1
rna30301	gene16948	HOXB4	NW_020656154.1
rna30302	gene16949	HOXB5	NW_020656154.1
rna2882	gene1695	RBM28	NW_020656122.1
rna30304	gene16950	HOXB6	NW_020656154.1
rna30309	gene16951	HOXB7	NW_020656154.1
rna30310	gene16952	HOXB8	NW_020656154.1
rna30313	gene16953	HOXB9	NW_020656154.1
rna30314	gene16954	LOC113265584	NW_020656154.1
rna30317	gene16955	LOC113265690	NW_020656154.1
rna30320	gene16958	HOXB13	NW_020656154.1
rna30321	gene16959	TTLL6	NW_020656154.1
rna2884	gene1696	PRRT4	NW_020656122.1
rna30322	gene16960	CALCOCO2	NW_020656154.1
rna30326	gene16963	ATP5MC1	NW_020656154.1
rna30329	gene16964	UBE2Z	NW_020656154.1
rna30330	gene16965	SNF8	NW_020656154.1
rna30331	gene16966	GIP	NW_020656154.1
rna30333	gene16968	IGF2BP1	NW_020656154.1
rna30334	gene16969	B4GALNT2	NW_020656154.1
rna2887	gene1697	IMPDH1	NW_020656122.1
rna30336	gene16971	GNGT2	NW_020656154.1
rna30339	gene16972	ABI3	NW_020656154.1
rna30341	gene16973	PHOSPHO1	NW_020656154.1
rna30356	gene16974	ZNF652	NW_020656154.1
rna30357	gene16975	PHB	NW_020656154.1
rna30358	gene16976	NGFR	NW_020656154.1
rna30359	gene16977	NXPH3	NW_020656154.1
rna30360	gene16978	SPOP	NW_020656154.1
rna30362	gene16979	SLC35B1	NW_020656154.1
rna2893	gene1698	HILPDA	NW_020656122.1
rna30363	gene16980	FAM117A	NW_020656154.1
rna30365	gene16981	KAT7	NW_020656154.1
rna30368	gene16983	DLX4	NW_020656154.1
rna30369	gene16984	DLX3	NW_020656154.1
rna30373	gene16986	ITGA3	NW_020656154.1
rna30377	gene16987	PDK2	NW_020656154.1
rna30378	gene16988	SAMD14	NW_020656154.1
rna30379	gene16989	PPP1R9B	NW_020656154.1
rna2894	gene1699	FAM71F2	NW_020656122.1
rna30380	gene16990	SGCA	NW_020656154.1
rna30382	gene16991	COL1A1	NW_020656154.1
rna30385	gene16994	TMEM92	NW_020656154.1
rna30386	gene16995	XYLT2	NW_020656154.1
rna30387	gene16996	MRPL27	NW_020656154.1
rna30388	gene16997	EME1	NW_020656154.1
rna30390	gene16998	LRRC59	NW_020656154.1
rna30391	gene16999	ACSF2	NW_020656154.1
rna35	gene17	PCBP3	NW_020656121.1
rna359	gene170	GART	NW_020656121.1
rna2895	gene1700	FAM71F1	NW_020656122.1
rna30393	gene17001	CHAD	NW_020656154.1
rna30401	gene17002	RSAD1	NW_020656154.1
rna30406	gene17003	MYCBPAP	NW_020656154.1
rna30407	gene17004	EPN3	NW_020656154.1
rna30410	gene17005	SPATA20	NW_020656154.1
rna30414	gene17006	CACNA1G	NW_020656154.1
rna30417	gene17008	ABCC3	NW_020656154.1
rna30420	gene17009	ANKRD40	NW_020656154.1
rna2896	gene1701	CALU	NW_020656122.1
rna30421	gene17010	LUC7L3	NW_020656154.1
rna30428	gene17012	ANKRD40CL	NW_020656154.1
rna30429	gene17013	WFIKKN2	NW_020656154.1
rna30430	gene17014	TOB1	NW_020656154.1
rna30433	gene17015	SPAG9	NW_020656154.1
rna30439	gene17017	LOC113265643	NW_020656154.1
rna30441	gene17018	NME2	NW_020656154.1
rna30449	gene17019	MBTD1	NW_020656154.1
rna2899	gene1702	OPN1SW	NW_020656122.1
rna30452	gene17020	UTP18	NW_020656154.1
rna30453	gene17021	CA10	NW_020656154.1
rna30460	gene17027	KIF2B	NW_020656154.1
rna30463	gene17030	TOM1L1	NW_020656154.1
rna30464	gene17031	LOC113265650	NW_020656154.1
rna30467	gene17032	STXBP4	NW_020656154.1
rna30473	gene17034	HLF	NW_020656154.1
rna30477	gene17035	MMD	NW_020656154.1
rna30485	gene17036	TMEM100	NW_020656154.1
rna30488	gene17037	PCTP	NW_020656154.1
rna2901	gene1704	CCDC136	NW_020656122.1
rna30490	gene17041	LOC113265736	NW_020656155.1
rna30491	gene17043	LOC113265737	NW_020656155.1
rna30492	gene17044	LOC113265799	NW_020656155.1
rna30493	gene17045	LOC113265738	NW_020656155.1
rna2905	gene1705	FLNC	NW_020656122.1
rna30499	gene17053	IL1RAPL1	NW_020656155.1
rna30503	gene17059	LOC113265802	NW_020656155.1
rna30504	gene17060	MAGEB3	NW_020656155.1
rna30505	gene17062	LOC113265806	NW_020656155.1
rna30506	gene17063	NR0B1	NW_020656155.1
rna30508	gene17066	CUNHXorf21	NW_020656155.1
rna30514	gene17070	GK	NW_020656155.1
rna30521	gene17072	TAB3	NW_020656155.1
rna2909	gene1708	ATP6V1F	NW_020656122.1
rna30531	gene17080	DMD	NW_020656155.1
rna2910	gene1709	ATP6V1FNB	NW_020656122.1
rna30539	gene17091	LOC113265809	NW_020656155.1
rna30541	gene17095	TMEM47	NW_020656155.1
rna361	gene171	DNAJC28	NW_020656121.1
rna2912	gene1710	LOC113263961	NW_020656122.1
rna30545	gene17100	LOC113265843	NW_020656155.1
rna30554	gene17107	LOC113265813	NW_020656155.1
rna30555	gene17108	CFAP47	NW_020656155.1
rna2914	gene1711	KCP	NW_020656122.1
rna30560	gene17116	LOC113265850	NW_020656155.1
rna30561	gene17121	PRRG1	NW_020656155.1
rna30564	gene17126	XK	NW_020656155.1
rna30565	gene17127	LOC113265816	NW_020656155.1
rna30566	gene17129	DYNLT3	NW_020656155.1
rna2916	gene1713	IRF5	NW_020656122.1
rna30568	gene17132	HYPM	NW_020656155.1
rna30569	gene17133	SYTL5	NW_020656155.1
rna30571	gene17134	SRPX	NW_020656155.1
rna30575	gene17135	RPGR	NW_020656155.1
rna30576	gene17136	OTC	NW_020656155.1
rna2919	gene1714	TNPO3	NW_020656122.1
rna30577	gene17140	TSPAN7	NW_020656155.1
rna30578	gene17141	MID1IP1	NW_020656155.1
rna2921	gene1715	TSPAN33	NW_020656122.1
rna30587	gene17150	BCOR	NW_020656155.1
rna30593	gene17151	LOC113265820	NW_020656155.1
rna30596	gene17154	ATP6AP2	NW_020656155.1
rna30597	gene17155	MPC1L	NW_020656155.1
rna30599	gene17156	CUNHXorf38	NW_020656155.1
rna30603	gene17157	MED14	NW_020656155.1
rna2924	gene1716	SMO	NW_020656122.1
rna30610	gene17161	USP9X	NW_020656155.1
rna30619	gene17168	DDX3X	NW_020656155.1
rna30624	gene17172	NYX	NW_020656155.1
rna30628	gene17173	CASK	NW_020656155.1
rna30632	gene17174	GPR34	NW_020656155.1
rna30634	gene17175	GPR82	NW_020656155.1
rna2926	gene1718	AHCYL2	NW_020656122.1
rna30640	gene17183	PPP1R2C	NW_020656155.1
rna30645	gene17190	LOC113265899	NW_020656155.1
rna30646	gene17191	MAOB	NW_020656155.1
rna30650	gene17194	NDP	NW_020656155.1
rna30653	gene17197	EFHC2	NW_020656155.1
rna362	gene172	TMEM50B	NW_020656121.1
rna2932	gene1720	STRIP2	NW_020656122.1
rna30656	gene17203	FUNDC1	NW_020656155.1
rna30658	gene17205	DUSP21	NW_020656155.1
rna30659	gene17206	KDM6A	NW_020656155.1
rna30665	gene17207	DIPK2B	NW_020656155.1
rna30676	gene17216	KRBOX4	NW_020656155.1
rna30682	gene17217	ZNF674	NW_020656155.1
rna30683	gene17218	CHST7	NW_020656155.1
rna30685	gene17219	SLC9A7	NW_020656155.1
rna2935	gene1722	SMKR1	NW_020656122.1
rna30688	gene17221	RP2	NW_020656155.1
rna30695	gene17222	JADE3	NW_020656155.1
rna30697	gene17225	RGN	NW_020656155.1
rna30700	gene17226	NDUFB11	NW_020656155.1
rna30701	gene17227	RBM10	NW_020656155.1
rna30707	gene17228	UBA1	NW_020656155.1
rna30715	gene17229	CDK16	NW_020656155.1
rna2940	gene1723	NRF1	NW_020656122.1
rna30718	gene17230	USP11	NW_020656155.1
rna30719	gene17231	ZNF157	NW_020656155.1
rna30722	gene17233	ZNF41	NW_020656155.1
rna30724	gene17234	LOC113265823	NW_020656155.1
rna30730	gene17235	ZNF81	NW_020656155.1
rna30733	gene17236	ARAF	NW_020656155.1
rna30735	gene17237	SYN1	NW_020656155.1
rna30736	gene17238	TIMP1	NW_020656155.1
rna30737	gene17239	CFP	NW_020656155.1
rna30738	gene17240	ELK1	NW_020656155.1
rna30740	gene17241	UXT	NW_020656155.1
rna30743	gene17244	ZNF182	NW_020656155.1
