Orthogroup	ursAme.longCDS.prots	ursArc.longCDS.prots
OG0003556	transcript_ENSUAMT00000008596	rna14972
OG0003557	transcript_ENSUAMT00000038603, transcript_ENSUAMT00000038604	rna14932
OG0003558	transcript_ENSUAMT00000000560, transcript_ENSUAMT00000002531	rna54099
OG0003559	transcript_ENSUAMT00000003278, transcript_ENSUAMT00000038635	rna14900
OG0003560	transcript_ENSUAMT00000033025	rna14885
OG0003561	transcript_ENSUAMT00000027859	rna53684, rna53687
OG0003562	transcript_ENSUAMT00000029498	rna41575
OG0003563	transcript_ENSUAMT00000029609	rna41548
OG0003564	transcript_ENSUAMT00000007007, transcript_ENSUAMT00000039604	rna41544
OG0003565	transcript_ENSUAMT00000035730, transcript_ENSUAMT00000016272	rna41507
OG0003566	transcript_ENSUAMT00000009462	rna41455
OG0003567	transcript_ENSUAMT00000037610, transcript_ENSUAMT00000032708	rna41414
OG0003568	transcript_ENSUAMT00000023517, transcript_ENSUAMT00000004287	rna41401
OG0003569	transcript_ENSUAMT00000014750	rna41389
OG0003570	transcript_ENSUAMT00000014080	rna41370
OG0003571	transcript_ENSUAMT00000036665	rna41298
OG0003572	transcript_ENSUAMT00000028692	rna41270
OG0003573	transcript_ENSUAMT00000002407	rna41142
OG0003574	transcript_ENSUAMT00000002442	rna41133
OG0003575	transcript_ENSUAMT00000022321	rna41116
OG0003582	transcript_ENSUAMT00000041694	rna14157
OG0003583	transcript_ENSUAMT00000007453, transcript_ENSUAMT00000004016	rna44659
OG0003587	transcript_ENSUAMT00000016517	rna3198
OG0003592	transcript_ENSUAMT00000022863	id581952, id590452
OG0003597	transcript_ENSUAMT00000028412, transcript_ENSUAMT00000005006, transcript_ENSUAMT00000003988, transcript_ENSUAMT00000020897	rna431
OG0003599	transcript_ENSUAMT00000017500	rna23874
OG0003599	transcript_ENSUAMT00000019229	rna23880
OG0003601	transcript_ENSUAMT00000012478, transcript_ENSUAMT00000001592, transcript_ENSUAMT00000016632	rna54334, rna54335
OG0003602	transcript_ENSUAMT00000000561	rna1084
OG0003603	transcript_ENSUAMT00000034538	rna19215
OG0003604	transcript_ENSUAMT00000003396	rna43732
OG0003605	transcript_ENSUAMT00000040149	rna38048
OG0003606	transcript_ENSUAMT00000025854	rna38041
OG0003607	transcript_ENSUAMT00000024770	rna38038
OG0003608	transcript_ENSUAMT00000038363	rna38037
OG0003609	transcript_ENSUAMT00000041199	rna35193
OG0003610	transcript_ENSUAMT00000027336	rna35175
OG0003611	transcript_ENSUAMT00000007817	rna35168
OG0003612	transcript_ENSUAMT00000014537	rna35167
OG0003613	transcript_ENSUAMT00000014538	rna35166
OG0003614	transcript_ENSUAMT00000014546	rna35165
OG0003615	transcript_ENSUAMT00000016306	rna35164
OG0003616	transcript_ENSUAMT00000016313	rna35162
OG0003617	transcript_ENSUAMT00000016318	rna35161
OG0003618	transcript_ENSUAMT00000016319	rna35158
OG0003619	transcript_ENSUAMT00000016349	rna35150
OG0003620	transcript_ENSUAMT00000016362	rna35148
OG0003621	transcript_ENSUAMT00000016383	rna35143
OG0003622	transcript_ENSUAMT00000016389	rna35142
OG0003623	transcript_ENSUAMT00000018739	rna35123
OG0003624	transcript_ENSUAMT00000033289	rna35118
OG0003625	transcript_ENSUAMT00000033291	rna35114
OG0003626	transcript_ENSUAMT00000010908	rna35109
OG0003627	transcript_ENSUAMT00000010974	rna35101
OG0003628	transcript_ENSUAMT00000029410	rna35094
OG0003629	transcript_ENSUAMT00000029401	rna35089
OG0003630	transcript_ENSUAMT00000029307	rna35083
OG0003631	transcript_ENSUAMT00000017970	rna35078
OG0003632	transcript_ENSUAMT00000033787	rna35077
OG0003633	transcript_ENSUAMT00000032633	rna35072
OG0003634	transcript_ENSUAMT00000023254	rna35071
OG0003635	transcript_ENSUAMT00000039658	rna35060
OG0003636	transcript_ENSUAMT00000039659	rna35053
OG0003637	transcript_ENSUAMT00000039718	rna35052
OG0003638	transcript_ENSUAMT00000005153	rna35050
OG0003639	transcript_ENSUAMT00000033998	rna35049
OG0003640	transcript_ENSUAMT00000012253	rna35044
OG0003641	transcript_ENSUAMT00000012249	rna35043
OG0003642	transcript_ENSUAMT00000012246	rna35040
OG0003643	transcript_ENSUAMT00000012242	rna35038
OG0003644	transcript_ENSUAMT00000012232	rna35036
OG0003645	transcript_ENSUAMT00000012231	rna35034
OG0003646	transcript_ENSUAMT00000015774	rna35031
OG0003647	transcript_ENSUAMT00000031689	rna35018
OG0003648	transcript_ENSUAMT00000031680	rna35017
OG0003649	transcript_ENSUAMT00000031255	rna35012
OG0003650	transcript_ENSUAMT00000031257	rna35006
OG0003651	transcript_ENSUAMT00000002195	rna35001
OG0003652	transcript_ENSUAMT00000016408	rna34991
OG0003653	transcript_ENSUAMT00000037573	rna34977
OG0003654	transcript_ENSUAMT00000037579	rna34971
OG0003655	transcript_ENSUAMT00000037582	rna34965
OG0003656	transcript_ENSUAMT00000037586	rna34962
OG0003657	transcript_ENSUAMT00000037604	rna34958
OG0003658	transcript_ENSUAMT00000037606	rna34956
OG0003659	transcript_ENSUAMT00000037608	rna34955
OG0003660	transcript_ENSUAMT00000037617	rna34946
OG0003661	transcript_ENSUAMT00000038391	rna34933
OG0003662	transcript_ENSUAMT00000038383	rna34931
OG0003663	transcript_ENSUAMT00000038379	rna34926
OG0003664	transcript_ENSUAMT00000034478	rna34923
OG0003665	transcript_ENSUAMT00000007600	rna34921
OG0003666	transcript_ENSUAMT00000009560	rna34919
OG0003667	transcript_ENSUAMT00000009552	rna34916
OG0003668	transcript_ENSUAMT00000009449	rna34915
OG0003669	transcript_ENSUAMT00000009437	rna34910
OG0003670	transcript_ENSUAMT00000009420	rna34907
OG0003671	transcript_ENSUAMT00000009271	rna34906
OG0003672	transcript_ENSUAMT00000009267	rna34900
OG0003673	transcript_ENSUAMT00000009262	rna34896
OG0003674	transcript_ENSUAMT00000038416	rna34883
OG0003675	transcript_ENSUAMT00000038419	rna34882
OG0003676	transcript_ENSUAMT00000038421	rna34881
OG0003677	transcript_ENSUAMT00000038422	rna34880
OG0003678	transcript_ENSUAMT00000038425	rna34878
OG0003679	transcript_ENSUAMT00000038427	rna34876
OG0003680	transcript_ENSUAMT00000038429	rna34875
OG0003681	transcript_ENSUAMT00000038431	rna34871
OG0003682	transcript_ENSUAMT00000007671	rna34869
OG0003683	transcript_ENSUAMT00000031526	rna34868
OG0003684	transcript_ENSUAMT00000002952	rna34864
OG0003685	transcript_ENSUAMT00000011836	rna34863
OG0003686	transcript_ENSUAMT00000011839	rna34862
OG0003687	transcript_ENSUAMT00000011885	rna34861
OG0003688	transcript_ENSUAMT00000011888	rna34860
OG0003689	transcript_ENSUAMT00000011890	rna34859
OG0003690	transcript_ENSUAMT00000000643	rna34855
OG0003691	transcript_ENSUAMT00000029119	rna34851
OG0003692	transcript_ENSUAMT00000029117	rna34849
OG0003693	transcript_ENSUAMT00000039746	rna34847
OG0003694	transcript_ENSUAMT00000039747	rna34844
OG0003695	transcript_ENSUAMT00000039743	rna34843
OG0003696	transcript_ENSUAMT00000032088	rna34841
OG0003697	transcript_ENSUAMT00000032085	rna34839
OG0003698	transcript_ENSUAMT00000032083	rna34837
OG0003699	transcript_ENSUAMT00000007121	rna34834
OG0003700	transcript_ENSUAMT00000035955	rna34833
OG0003701	transcript_ENSUAMT00000035938	rna34832
OG0003702	transcript_ENSUAMT00000035942	rna34831
OG0003703	transcript_ENSUAMT00000035946	rna34827
OG0003704	transcript_ENSUAMT00000012033	rna34816
OG0003705	transcript_ENSUAMT00000012030	rna34813
OG0003706	transcript_ENSUAMT00000012023	rna34805
OG0003707	transcript_ENSUAMT00000012020	rna34804
OG0003708	transcript_ENSUAMT00000012017	rna34797
OG0003709	transcript_ENSUAMT00000013721	rna34792
OG0003710	transcript_ENSUAMT00000007902	rna34773
OG0003711	transcript_ENSUAMT00000007912	rna34766
OG0003712	transcript_ENSUAMT00000026028	rna34759
OG0003713	transcript_ENSUAMT00000026027	rna34758
OG0003714	transcript_ENSUAMT00000026026	rna34757
OG0003715	transcript_ENSUAMT00000026018	rna34741
OG0003716	transcript_ENSUAMT00000026015	rna34740
OG0003717	transcript_ENSUAMT00000026012	rna34739
OG0003718	transcript_ENSUAMT00000014619	rna34733
OG0003719	transcript_ENSUAMT00000006253	rna34723
OG0003720	transcript_ENSUAMT00000006249	rna34722
OG0003721	transcript_ENSUAMT00000006243	rna34721
OG0003722	transcript_ENSUAMT00000006228	rna34719
OG0003723	transcript_ENSUAMT00000006176	rna34718
OG0003724	transcript_ENSUAMT00000005733	rna34717
OG0003725	transcript_ENSUAMT00000012610	rna34708
OG0003726	transcript_ENSUAMT00000020303	rna34703
OG0003727	transcript_ENSUAMT00000020148	rna34701
OG0003728	transcript_ENSUAMT00000020146	rna34699
OG0003729	transcript_ENSUAMT00000020144	rna34698
OG0003730	transcript_ENSUAMT00000020134	rna34696
OG0003731	transcript_ENSUAMT00000020126	rna34692
OG0003732	transcript_ENSUAMT00000020111	rna34686
OG0003733	transcript_ENSUAMT00000020109	rna34685
OG0003734	transcript_ENSUAMT00000024660	rna34677
OG0003735	transcript_ENSUAMT00000002941	rna34675
OG0003736	transcript_ENSUAMT00000001554	rna34672
OG0003737	transcript_ENSUAMT00000001536	rna34667
OG0003738	transcript_ENSUAMT00000001444	rna34666
OG0003739	transcript_ENSUAMT00000000364	rna34653
OG0003740	transcript_ENSUAMT00000000355	rna34652
OG0003741	transcript_ENSUAMT00000000306	rna34649
OG0003742	transcript_ENSUAMT00000021499	rna34647
OG0003743	transcript_ENSUAMT00000021543	rna34636
OG0003744	transcript_ENSUAMT00000014781	rna34625
OG0003745	transcript_ENSUAMT00000014784	rna34623
OG0003746	transcript_ENSUAMT00000030267	rna34615
OG0003747	transcript_ENSUAMT00000030264	rna34613
OG0003748	transcript_ENSUAMT00000028197	rna34610
OG0003749	transcript_ENSUAMT00000028196	rna34609
OG0003750	transcript_ENSUAMT00000028195	rna34608
OG0003751	transcript_ENSUAMT00000028194	rna34607
OG0003752	transcript_ENSUAMT00000028193	rna34606
OG0003753	transcript_ENSUAMT00000028192	rna34604
OG0003754	transcript_ENSUAMT00000034631	rna34600
OG0003755	transcript_ENSUAMT00000014193	rna34586
OG0003756	transcript_ENSUAMT00000002896	rna34582
OG0003757	transcript_ENSUAMT00000001431	rna34574
OG0003758	transcript_ENSUAMT00000001453	rna34572
OG0003759	transcript_ENSUAMT00000001471	rna34569
OG0003760	transcript_ENSUAMT00000017957	rna34566
OG0003761	transcript_ENSUAMT00000017954	rna34564
OG0003762	transcript_ENSUAMT00000004941	rna34553
OG0003763	transcript_ENSUAMT00000004947	rna34551
OG0003764	transcript_ENSUAMT00000011053	rna34548
OG0003765	transcript_ENSUAMT00000034525	rna34547
OG0003766	transcript_ENSUAMT00000022182	rna34543
OG0003767	transcript_ENSUAMT00000022185	rna34536
OG0003768	transcript_ENSUAMT00000029135	rna34532
OG0003769	transcript_ENSUAMT00000029130	rna34528
OG0003770	transcript_ENSUAMT00000029128	rna34519
OG0003771	transcript_ENSUAMT00000019896	rna34515
OG0003772	transcript_ENSUAMT00000019906	rna34513
OG0003773	transcript_ENSUAMT00000019908	rna34510
OG0003774	transcript_ENSUAMT00000019915	rna34509
OG0003775	transcript_ENSUAMT00000019919	rna34508
OG0003776	transcript_ENSUAMT00000019923	rna34507
OG0003777	transcript_ENSUAMT00000019931	rna34503
OG0003778	transcript_ENSUAMT00000019939	rna34501
OG0003779	transcript_ENSUAMT00000007980	rna34498
OG0003780	transcript_ENSUAMT00000004860	rna34497
OG0003781	transcript_ENSUAMT00000007957	rna34495
OG0003782	transcript_ENSUAMT00000007953	rna34492
OG0003783	transcript_ENSUAMT00000007935	rna34489
OG0003784	transcript_ENSUAMT00000027133	rna34481
OG0003786	transcript_ENSUAMT00000027124	rna34479
OG0003787	transcript_ENSUAMT00000025914	rna34478
OG0003788	transcript_ENSUAMT00000016017	rna34477
OG0003789	transcript_ENSUAMT00000000293	rna34448
OG0003790	transcript_ENSUAMT00000000278	rna34447
OG0003791	transcript_ENSUAMT00000000624	rna34435
OG0003792	transcript_ENSUAMT00000000652	rna34434
OG0003793	transcript_ENSUAMT00000000659	rna34433
OG0003794	transcript_ENSUAMT00000009757	rna34425
OG0003795	transcript_ENSUAMT00000040377	rna34424
OG0003796	transcript_ENSUAMT00000040376	rna34422
OG0003797	transcript_ENSUAMT00000040369	rna34417
OG0003798	transcript_ENSUAMT00000035411	rna34413
OG0003799	transcript_ENSUAMT00000035409	rna34406
OG0003800	transcript_ENSUAMT00000006022	rna13276
OG0003801	transcript_ENSUAMT00000006013	rna13272
OG0003802	transcript_ENSUAMT00000033957	rna13262
OG0003803	transcript_ENSUAMT00000033958	rna13258
OG0003804	transcript_ENSUAMT00000033962	rna13257
OG0003805	transcript_ENSUAMT00000033965	rna13254
OG0003806	transcript_ENSUAMT00000037882	rna13251
OG0003807	transcript_ENSUAMT00000037883	rna13249
OG0003808	transcript_ENSUAMT00000037887	rna13247
OG0003809	transcript_ENSUAMT00000011256	rna13246
OG0003810	transcript_ENSUAMT00000011251	rna13245
OG0003811	transcript_ENSUAMT00000011249	rna13241
OG0003812	transcript_ENSUAMT00000021899	rna13239
OG0003813	transcript_ENSUAMT00000000540	rna13234
OG0003814	transcript_ENSUAMT00000000527	rna13232
OG0003815	transcript_ENSUAMT00000000508	rna13229
OG0003816	transcript_ENSUAMT00000000462	rna13226
OG0003817	transcript_ENSUAMT00000000441	rna13225
OG0003818	transcript_ENSUAMT00000000360	rna13224
OG0003819	transcript_ENSUAMT00000036533	rna13214
OG0003820	transcript_ENSUAMT00000035157	rna13213
OG0003821	transcript_ENSUAMT00000001567	rna13207
OG0003822	transcript_ENSUAMT00000001555	rna13204
OG0003823	transcript_ENSUAMT00000001493	rna13200
OG0003824	transcript_ENSUAMT00000001124	rna13199
OG0003825	transcript_ENSUAMT00000000993	rna13198
OG0003826	transcript_ENSUAMT00000000986	rna13196
OG0003827	transcript_ENSUAMT00000000957	rna13195
OG0003828	transcript_ENSUAMT00000040283	rna13191
OG0003829	transcript_ENSUAMT00000010342	rna13184
OG0003830	transcript_ENSUAMT00000038762	rna13178
OG0003831	transcript_ENSUAMT00000038763	rna13174
OG0003832	transcript_ENSUAMT00000038764	rna13171
OG0003833	transcript_ENSUAMT00000038766	rna13168
OG0003834	transcript_ENSUAMT00000038769	rna13166
OG0003835	transcript_ENSUAMT00000039203	rna13162
OG0003836	transcript_ENSUAMT00000011499	rna13160
OG0003837	transcript_ENSUAMT00000011504	rna13158
OG0003838	transcript_ENSUAMT00000011511	rna13154
OG0003839	transcript_ENSUAMT00000016276	rna13146
OG0003840	transcript_ENSUAMT00000016273	rna13142
OG0003841	transcript_ENSUAMT00000027728	rna13141
OG0003842	transcript_ENSUAMT00000027725	rna13139
OG0003843	transcript_ENSUAMT00000027710	rna13131
OG0003844	transcript_ENSUAMT00000003888	rna13129
OG0003845	transcript_ENSUAMT00000025323	rna13128
OG0003846	transcript_ENSUAMT00000025319	rna13121
OG0003847	transcript_ENSUAMT00000025314	rna13115
OG0003848	transcript_ENSUAMT00000023793	rna13114
OG0003849	transcript_ENSUAMT00000023806	rna13111
OG0003850	transcript_ENSUAMT00000025229	rna13109
OG0003851	transcript_ENSUAMT00000025228	rna13102
OG0003852	transcript_ENSUAMT00000025217	rna13101
OG0003853	transcript_ENSUAMT00000016648	rna13097
OG0003854	transcript_ENSUAMT00000016661	rna13095
OG0003855	transcript_ENSUAMT00000011278	rna13091
OG0003856	transcript_ENSUAMT00000011255	rna13088
OG0003857	transcript_ENSUAMT00000011250	rna13087
OG0003858	transcript_ENSUAMT00000039926	rna13086
OG0003859	transcript_ENSUAMT00000039927	rna13085
OG0003860	transcript_ENSUAMT00000039928	rna13084
OG0003861	transcript_ENSUAMT00000016497	rna13068
OG0003862	transcript_ENSUAMT00000016538	rna13067
OG0003863	transcript_ENSUAMT00000016505	rna13064
OG0003864	transcript_ENSUAMT00000004695	rna13055
OG0003865	transcript_ENSUAMT00000004716	rna13051
OG0003866	transcript_ENSUAMT00000004741	rna13040
OG0003867	transcript_ENSUAMT00000005186	rna13039
OG0003868	transcript_ENSUAMT00000006834	rna13037
OG0003869	transcript_ENSUAMT00000038148	rna53915
OG0003870	transcript_ENSUAMT00000038172	rna13034
OG0003871	transcript_ENSUAMT00000038171	rna13032
OG0003872	transcript_ENSUAMT00000011759	rna13027
OG0003873	transcript_ENSUAMT00000041263	rna13023
OG0003874	transcript_ENSUAMT00000041264	rna13021
OG0003875	transcript_ENSUAMT00000027764	rna13006
OG0003876	transcript_ENSUAMT00000023583	rna12999
OG0003877	transcript_ENSUAMT00000028441	rna12991
OG0003878	transcript_ENSUAMT00000039612	rna12990
OG0003879	transcript_ENSUAMT00000039610	rna12989
OG0003880	transcript_ENSUAMT00000039608	rna12985
OG0003881	transcript_ENSUAMT00000039566	rna12982
OG0003882	transcript_ENSUAMT00000024810	rna12975
OG0003883	transcript_ENSUAMT00000038696	rna12973
OG0003884	transcript_ENSUAMT00000038693	rna12970
OG0003885	transcript_ENSUAMT00000000549	rna12964
OG0003886	transcript_ENSUAMT00000000592	rna12960
OG0003887	transcript_ENSUAMT00000000704	rna12954
OG0003888	transcript_ENSUAMT00000000711	rna12953
OG0003889	transcript_ENSUAMT00000003060	rna12943
OG0003890	transcript_ENSUAMT00000003348	rna12938
OG0003891	transcript_ENSUAMT00000003353	rna12937
OG0003892	transcript_ENSUAMT00000003359	rna12936
OG0003893	transcript_ENSUAMT00000026192	rna12934
OG0003894	transcript_ENSUAMT00000023861	rna12929
OG0003895	transcript_ENSUAMT00000022918	rna12921
OG0003896	transcript_ENSUAMT00000013527	rna12918
OG0003897	transcript_ENSUAMT00000013528	rna12915
OG0003898	transcript_ENSUAMT00000013533	rna12911
OG0003899	transcript_ENSUAMT00000023078	rna12910
OG0003900	transcript_ENSUAMT00000023285	rna12905
OG0003901	transcript_ENSUAMT00000006624	rna12901
OG0003902	transcript_ENSUAMT00000024060	rna12895
OG0003903	transcript_ENSUAMT00000024066	rna12894
OG0003904	transcript_ENSUAMT00000027882	rna12888
OG0003905	transcript_ENSUAMT00000027879	rna12884
OG0003906	transcript_ENSUAMT00000018593	rna12879
OG0003907	transcript_ENSUAMT00000018590	rna12877
OG0003908	transcript_ENSUAMT00000018574	rna12863
OG0003909	transcript_ENSUAMT00000015337	rna12860
OG0003910	transcript_ENSUAMT00000015343	rna12859
OG0003911	transcript_ENSUAMT00000015353	rna12858
OG0003912	transcript_ENSUAMT00000025526	rna12852
OG0003913	transcript_ENSUAMT00000025541	rna12851
OG0003914	transcript_ENSUAMT00000011364	rna12847
OG0003915	transcript_ENSUAMT00000000028	rna12843
OG0003916	transcript_ENSUAMT00000015181	rna12842
OG0003917	transcript_ENSUAMT00000015194	rna12841
OG0003918	transcript_ENSUAMT00000010089	rna12836
OG0003919	transcript_ENSUAMT00000010148	rna12833
OG0003920	transcript_ENSUAMT00000010152	rna12830
OG0003921	transcript_ENSUAMT00000012828	rna12821
OG0003922	transcript_ENSUAMT00000015524	rna12809
OG0003923	transcript_ENSUAMT00000015530	rna12808
OG0003924	transcript_ENSUAMT00000039288	rna12789
OG0003925	transcript_ENSUAMT00000039386	rna12786
OG0003926	transcript_ENSUAMT00000002871	rna12784
OG0003927	transcript_ENSUAMT00000029780	rna12781
OG0003928	transcript_ENSUAMT00000029785	rna12780
OG0003929	transcript_ENSUAMT00000032421	rna12779
OG0003930	transcript_ENSUAMT00000021971	rna12770
OG0003931	transcript_ENSUAMT00000010128	rna12766
OG0003932	transcript_ENSUAMT00000023308	rna12760
OG0003933	transcript_ENSUAMT00000012635	rna12752
OG0003934	transcript_ENSUAMT00000025005	rna12745
OG0003935	transcript_ENSUAMT00000010664	rna12743
OG0003936	transcript_ENSUAMT00000012924	rna12742
OG0003937	transcript_ENSUAMT00000030965	rna12726
OG0003938	transcript_ENSUAMT00000030959	rna12724
OG0003939	transcript_ENSUAMT00000030956	rna12713
OG0003940	transcript_ENSUAMT00000029351	rna12697
OG0003941	transcript_ENSUAMT00000029350	rna12689
OG0003942	transcript_ENSUAMT00000029348	rna12682
OG0003943	transcript_ENSUAMT00000029362	rna12673
OG0003944	transcript_ENSUAMT00000029359	rna12672
OG0003945	transcript_ENSUAMT00000029358	rna12671
OG0003946	transcript_ENSUAMT00000029354	rna12670
OG0003947	transcript_ENSUAMT00000030842	rna12669
