Orthogroup	ursAme.longCDS.prots	homSap.longCDS.prots
OG0003047	transcript_ENSUAMT00000017133	ENST00000301886.3, ENST00000246747.8
OG0003048	transcript_ENSUAMT00000017147	ENST00000531072.1
OG0003049	transcript_ENSUAMT00000029957	ENST00000312397.9
OG0003050	transcript_ENSUAMT00000029933	ENST00000312175.6
OG0003051	transcript_ENSUAMT00000039549, transcript_ENSUAMT00000039546	ENST00000425825.6
OG0003052	transcript_ENSUAMT00000021017	ENST00000320740.11
OG0003053	transcript_ENSUAMT00000021008	ENST00000419755.3, ENST00000318312.11
OG0003054	transcript_ENSUAMT00000020860	ENST00000310325.9
OG0003055	transcript_ENSUAMT00000007583	ENST00000308127.8
OG0003056	transcript_ENSUAMT00000007579	ENST00000543494.1, ENST00000312419.7
OG0003057	transcript_ENSUAMT00000013570	ENST00000322776.10
OG0003058	transcript_ENSUAMT00000014187, transcript_ENSUAMT00000027800	ENST00000313468.9
OG0003059	transcript_ENSUAMT00000036286	ENST00000265643.3
OG0003060	transcript_ENSUAMT00000036275	ENST00000255078.7
OG0003061	transcript_ENSUAMT00000029723, transcript_ENSUAMT00000036241	ENST00000538554.6
OG0003062	transcript_ENSUAMT00000036246	ENST00000334134.2
OG0003063	transcript_ENSUAMT00000030098	ENST00000397262.5, ENST00000356578.8
OG0003064	transcript_ENSUAMT00000036114	ENST00000454838.6
OG0003065	transcript_ENSUAMT00000036112	ENST00000409531.5
OG0003066	transcript_ENSUAMT00000031876	ENST00000336615.8
OG0003067	transcript_ENSUAMT00000001082	ENST00000257248.2
OG0003068	transcript_ENSUAMT00000032121	ENST00000329451.7
OG0003069	transcript_ENSUAMT00000040418	ENST00000534797.5
OG0003070	transcript_ENSUAMT00000040417	ENST00000308020.5
OG0003071	transcript_ENSUAMT00000040277	ENST00000332826.6
OG0003072	transcript_ENSUAMT00000019545	ENST00000595228.3, ENST00000342878.2
OG0003073	transcript_ENSUAMT00000029482	ENST00000308275.7
OG0003074	transcript_ENSUAMT00000011037	ENST00000264020.6
OG0003075	transcript_ENSUAMT00000036039	ENST00000394635.7
OG0003076	transcript_ENSUAMT00000003133	ENST00000521776.2, ENST00000394422.7
OG0003077	transcript_ENSUAMT00000021306	ENST00000419761.5
OG0003078	transcript_ENSUAMT00000037730	ENST00000011292.7
OG0003079	transcript_ENSUAMT00000039375	ENST00000394077.7
OG0003080	transcript_ENSUAMT00000010028	ENST00000313766.5
OG0003081	transcript_ENSUAMT00000010001	ENST00000354513.9
OG0003082	transcript_ENSUAMT00000017274	ENST00000405266.5
OG0003083	transcript_ENSUAMT00000026040, transcript_ENSUAMT00000002102	ENST00000265854.11
OG0003084	transcript_ENSUAMT00000000764	ENST00000476665.5
OG0003085	transcript_ENSUAMT00000000647	ENST00000340611.8
OG0003086	transcript_ENSUAMT00000000125	ENST00000312371.8
OG0003087	transcript_ENSUAMT00000003402	ENST00000433425.3, ENST00000417443.2
OG0003088	transcript_ENSUAMT00000026898	ENST00000403107.5, ENST00000337579.4
OG0003089	transcript_ENSUAMT00000026894	ENST00000316731.12, ENST00000325974.8
OG0003090	transcript_ENSUAMT00000010904	ENST00000638617.1, ENST00000262942.9
OG0003091	transcript_ENSUAMT00000010925	ENST00000413834.5, ENST00000292478.8
OG0003092	transcript_ENSUAMT00000010505	ENST00000292377.3
OG0003093	transcript_ENSUAMT00000041482, transcript_ENSUAMT00000041480	ENST00000310300.10
OG0003094	transcript_ENSUAMT00000022966	ENST00000422177.5
OG0003095	transcript_ENSUAMT00000015801	ENST00000262940.11, ENST00000465829.5
OG0003096	transcript_ENSUAMT00000017885	ENST00000447222.5
OG0003097	transcript_ENSUAMT00000023553	ENST00000434423.4, ENST00000607367.5
OG0003098	transcript_ENSUAMT00000011738, transcript_ENSUAMT00000011743	ENST00000573035.5
OG0003099	transcript_ENSUAMT00000011741	ENST00000451013.6, ENST00000472837.5
OG0003100	transcript_ENSUAMT00000011732	ENST00000616305.1, ENST00000454084.5
OG0003101	transcript_ENSUAMT00000001630	ENST00000620995.4, ENST00000359626.9
OG0003102	transcript_ENSUAMT00000006145	ENST00000380828.6, ENST00000437078.6
OG0003103	transcript_ENSUAMT00000003694	ENST00000285298.8, ENST00000426595.1
OG0003104	transcript_ENSUAMT00000019723	ENST00000394863.7
OG0003105	transcript_ENSUAMT00000011655	ENST00000322122.7
OG0003106	transcript_ENSUAMT00000011661	ENST00000302964.3, ENST00000247470.9
OG0003107	transcript_ENSUAMT00000011666	ENST00000568685.1
OG0003108	transcript_ENSUAMT00000011942	ENST00000529564.1, ENST00000394975.2
OG0003109	transcript_ENSUAMT00000035303	ENST00000380361.7, ENST00000262518.8
OG0003110	transcript_ENSUAMT00000032043, transcript_ENSUAMT00000006174	ENST00000380412.6
OG0003111	transcript_ENSUAMT00000040251	ENST00000395384.8, ENST00000449759.1
OG0003112	transcript_ENSUAMT00000005862	ENST00000609618.2, ENST00000567659.3
OG0003113	transcript_ENSUAMT00000008539	ENST00000320330.7, ENST00000562285.1
OG0003114	transcript_ENSUAMT00000004884	ENST00000395353.5
OG0003115	transcript_ENSUAMT00000027737, transcript_ENSUAMT00000035103	ENST00000308768.9
OG0003116	transcript_ENSUAMT00000014135	ENST00000330181.9, ENST00000251303.10
OG0003117	transcript_ENSUAMT00000014104	ENST00000635887.1, ENST00000636147.1
OG0003118	transcript_ENSUAMT00000001714	ENST00000398944.7, ENST00000566501.5
OG0003119	transcript_ENSUAMT00000022315, transcript_ENSUAMT00000022316	ENST00000320805.8
OG0003120	transcript_ENSUAMT00000024836, transcript_ENSUAMT00000022783	ENST00000399069.7
OG0003121	transcript_ENSUAMT00000030435	ENST00000256797.8
OG0003122	transcript_ENSUAMT00000005737	ENST00000300087.6
OG0003123	transcript_ENSUAMT00000006529	ENST00000543948.5
OG0003124	transcript_ENSUAMT00000025253	ENST00000261377.10
OG0003125	transcript_ENSUAMT00000007461, transcript_ENSUAMT00000007460	ENST00000636554.1
OG0003126	transcript_ENSUAMT00000017053, transcript_ENSUAMT00000013350	ENST00000311895.7
OG0003127	transcript_ENSUAMT00000021574, transcript_ENSUAMT00000025784	ENST00000356957.7
OG0003128	transcript_ENSUAMT00000009589	ENST00000575135.5
OG0003129	transcript_ENSUAMT00000023314	ENST00000219478.10
OG0003130	transcript_ENSUAMT00000007312	ENST00000572467.5, ENST00000251166.8
OG0003131	transcript_ENSUAMT00000010733, transcript_ENSUAMT00000010730	ENST00000576985.5
OG0003132	transcript_ENSUAMT00000010755	ENST00000396925.1
OG0003133	transcript_ENSUAMT00000010790	ENST00000572006.1
OG0003134	transcript_ENSUAMT00000018387	ENST00000564543.1, ENST00000293970.9
OG0003135	transcript_ENSUAMT00000018391	ENST00000293973.1
OG0003136	transcript_ENSUAMT00000005563, transcript_ENSUAMT00000022726	ENST00000326181.10
OG0003137	transcript_ENSUAMT00000020325, transcript_ENSUAMT00000027664	ENST00000399753.2
OG0003138	transcript_ENSUAMT00000018785	ENST00000382666.5
OG0003139	transcript_ENSUAMT00000018755	ENST00000454337.1, ENST00000397412.7
OG0003140	transcript_ENSUAMT00000018652, transcript_ENSUAMT00000018658	ENST00000402301.5
OG0003141	transcript_ENSUAMT00000022272, transcript_ENSUAMT00000039884	ENST00000444498.5
OG0003142	transcript_ENSUAMT00000003022	ENST00000399932.7, ENST00000600536.1
OG0003143	transcript_ENSUAMT00000018601	ENST00000369562.8, ENST00000507897.5
OG0003144	transcript_ENSUAMT00000035577	ENST00000308807.11, ENST00000369329.7
OG0003145	transcript_ENSUAMT00000025390, transcript_ENSUAMT00000004322	ENST00000410073.1
OG0003146	transcript_ENSUAMT00000032337	ENST00000369278.4
OG0003147	transcript_ENSUAMT00000024617	ENST00000317357.9
OG0003148	transcript_ENSUAMT00000005595, transcript_ENSUAMT00000024618	ENST00000193322.7
OG0003149	transcript_ENSUAMT00000020302, transcript_ENSUAMT00000021373	ENST00000368662.9
OG0003150	transcript_ENSUAMT00000018136	ENST00000606080.1
OG0003151	transcript_ENSUAMT00000018154	ENST00000319550.8
OG0003152	transcript_ENSUAMT00000018165	ENST00000243222.8
OG0003153	transcript_ENSUAMT00000036132	ENST00000420283.2
OG0003154	transcript_ENSUAMT00000036129	ENST00000452085.7
OG0003155	transcript_ENSUAMT00000021147	ENST00000368602.3
OG0003156	transcript_ENSUAMT00000021149	ENST00000368599.3
OG0003157	transcript_ENSUAMT00000021146	ENST00000368596.3
OG0003158	transcript_ENSUAMT00000017789	ENST00000466444.6
OG0003159	transcript_ENSUAMT00000017760	ENST00000368576.7
OG0003160	transcript_ENSUAMT00000017696	ENST00000368557.5
OG0003161	transcript_ENSUAMT00000017694	ENST00000310357.7
OG0003162	transcript_ENSUAMT00000006096	ENST00000467125.1, ENST00000368498.6
OG0003163	transcript_ENSUAMT00000008911	ENST00000368468.3
OG0003164	transcript_ENSUAMT00000011928, transcript_ENSUAMT00000024347	ENST00000275162.9
OG0003165	transcript_ENSUAMT00000036123	ENST00000525778.5, ENST00000481848.6
OG0003166	transcript_ENSUAMT00000025645	ENST00000296978.3
OG0003167	transcript_ENSUAMT00000025248	ENST00000230050.3
OG0003168	transcript_ENSUAMT00000040044	ENST00000440869.6, ENST00000545614.1
OG0003169	transcript_ENSUAMT00000040053	ENST00000454207.2, ENST00000367576.5
OG0003170	transcript_ENSUAMT00000031713, transcript_ENSUAMT00000038950	ENST00000355585.8
OG0003171	transcript_ENSUAMT00000008022	ENST00000308192.13, ENST00000316300.9
OG0003172	transcript_ENSUAMT00000018292, transcript_ENSUAMT00000007752	ENST00000366898.5
OG0003173	transcript_ENSUAMT00000024589	ENST00000326446.9
OG0003174	transcript_ENSUAMT00000032809, transcript_ENSUAMT00000012873	ENST00000361731.3
OG0003175	transcript_ENSUAMT00000012877	ENST00000360961.10
OG0003176	transcript_ENSUAMT00000013111	ENST00000620173.4, ENST00000507747.1
OG0003177	transcript_ENSUAMT00000032216	ENST00000230256.7
OG0003178	transcript_ENSUAMT00000025532	ENST00000400822.7
OG0003179	transcript_ENSUAMT00000023496	ENST00000283309.10
OG0003180	transcript_ENSUAMT00000004174, transcript_ENSUAMT00000008151	ENST00000541970.5
OG0003182	transcript_ENSUAMT00000021704	ENST00000377263.5
OG0003183	transcript_ENSUAMT00000033077	ENST00000396020.7
OG0003184	transcript_ENSUAMT00000034653	ENST00000296658.3
OG0003185	transcript_ENSUAMT00000037300	ENST00000368033.7
OG0003186	transcript_ENSUAMT00000020656	ENST00000371989.7
OG0003187	transcript_ENSUAMT00000037725	ENST00000222481.8
OG0003188	transcript_ENSUAMT00000013388	ENST00000264313.10
OG0003189	transcript_ENSUAMT00000023394	ENST00000260227.4, ENST00000380390.5
OG0003190	transcript_ENSUAMT00000018700	ENST00000302259.4, ENST00000480945.5
OG0003191	transcript_ENSUAMT00000011916	ENST00000616540.4, ENST00000622211.4
OG0003192	transcript_ENSUAMT00000026509	ENST00000527616.1, ENST00000304298.3
OG0003193	transcript_ENSUAMT00000036823, transcript_ENSUAMT00000004104	ENST00000280362.7
OG0003194	transcript_ENSUAMT00000032145	ENST00000615285.4
OG0003195	transcript_ENSUAMT00000025711	ENST00000200135.7
OG0003196	transcript_ENSUAMT00000023632	ENST00000355556.6
OG0003197	transcript_ENSUAMT00000014556	ENST00000335953.8
OG0003198	transcript_ENSUAMT00000027285	ENST00000544347.1, ENST00000375490.9
OG0003199	transcript_ENSUAMT00000027300	ENST00000611665.4
OG0003200	transcript_ENSUAMT00000004519	ENST00000292079.6, ENST00000614497.5
OG0003201	transcript_ENSUAMT00000004516	ENST00000529335.6
OG0003202	transcript_ENSUAMT00000011090	ENST00000264029.8
OG0003203	transcript_ENSUAMT00000020469	ENST00000336702.7
OG0003204	transcript_ENSUAMT00000004751, transcript_ENSUAMT00000027993	ENST00000531945.1
OG0003206	transcript_ENSUAMT00000031465	ENST00000278927.9
OG0003207	transcript_ENSUAMT00000025325	ENST00000529051.5
OG0003208	transcript_ENSUAMT00000019815, transcript_ENSUAMT00000018005	ENST00000278742.5
OG0003209	transcript_ENSUAMT00000038078	ENST00000433060.2
OG0003210	transcript_ENSUAMT00000039068, transcript_ENSUAMT00000024283	ENST00000243673.6
OG0003211	transcript_ENSUAMT00000039404	ENST00000639724.1, ENST00000638767.1
OG0003212	transcript_ENSUAMT00000001938	ENST00000400588.5, ENST00000361507.4
OG0003213	transcript_ENSUAMT00000034079, transcript_ENSUAMT00000034074	ENST00000281030.2
OG0003214	transcript_ENSUAMT00000030803, transcript_ENSUAMT00000002686	ENST00000260045.7
OG0003215	transcript_ENSUAMT00000025169	ENST00000310473.7
OG0003216	transcript_ENSUAMT00000023432	ENST00000616714.4
OG0003217	transcript_ENSUAMT00000026626	ENST00000450052.3, ENST00000312614.4
OG0003220	transcript_ENSUAMT00000036583	ENST00000640959.1, ENST00000254616.10
OG0003221	transcript_ENSUAMT00000011057	ENST00000338569.2, ENST00000307401.5
OG0003222	transcript_ENSUAMT00000017367	ENST00000299459.2
OG0003223	transcript_ENSUAMT00000024841	ENST00000305253.8
OG0003224	transcript_ENSUAMT00000041809	ENST00000272134.5, ENST00000366820.9
OG0003225	transcript_ENSUAMT00000013150	ENST00000366542.5
OG0003226	transcript_ENSUAMT00000022412	ENST00000536534.6
OG0003227	transcript_ENSUAMT00000008355	ENST00000419583.2
OG0003228	transcript_ENSUAMT00000008349	ENST00000366548.7
OG0003229	transcript_ENSUAMT00000027569	ENST00000366559.8
OG0003230	transcript_ENSUAMT00000027567	ENST00000366560.3
OG0003231	transcript_ENSUAMT00000021267	ENST00000318160.4
OG0003232	transcript_ENSUAMT00000032109	ENST00000367874.4
OG0003233	transcript_ENSUAMT00000035374	ENST00000367818.3, ENST00000367819.2
OG0003234	transcript_ENSUAMT00000003033, transcript_ENSUAMT00000003208	ENST00000367808.7
OG0003235	transcript_ENSUAMT00000030230	ENST00000367511.3
OG0003236	transcript_ENSUAMT00000010114	ENST00000367001.4
OG0003237	transcript_ENSUAMT00000021402	ENST00000322875.8
OG0003238	transcript_ENSUAMT00000006167	ENST00000622580.4
OG0003239	transcript_ENSUAMT00000036494	ENST00000391959.5
OG0003240	transcript_ENSUAMT00000036495	ENST00000367267.5
OG0003242	transcript_ENSUAMT00000036452	ENST00000308302.3
OG0003243	transcript_ENSUAMT00000022598, transcript_ENSUAMT00000036555	ENST00000367187.7
OG0003244	transcript_ENSUAMT00000025955, transcript_ENSUAMT00000021389	ENST00000421743.6
OG0003245	transcript_ENSUAMT00000016533	ENST00000531221.5, ENST00000367969.8
OG0003246	transcript_ENSUAMT00000028281, transcript_ENSUAMT00000037277	ENST00000368003.5
OG0003247	transcript_ENSUAMT00000037294	ENST00000368020.5
OG0003248	transcript_ENSUAMT00000016997	ENST00000536779.5, ENST00000368099.8
OG0003249	transcript_ENSUAMT00000016990	ENST00000368102.5, ENST00000368100.1
OG0003250	transcript_ENSUAMT00000020549	ENST00000368194.7
OG0003251	transcript_ENSUAMT00000018928	ENST00000368206.5
OG0003252	transcript_ENSUAMT00000019383	ENST00000368276.8, ENST00000368273.8
OG0003253	transcript_ENSUAMT00000019492	ENST00000368339.9, ENST00000368331.5
OG0003254	transcript_ENSUAMT00000029555	ENST00000368352.9
OG0003255	transcript_ENSUAMT00000008647, transcript_ENSUAMT00000028421	ENST00000271857.6
OG0003256	transcript_ENSUAMT00000040403	ENST00000338591.7
OG0003257	transcript_ENSUAMT00000025510, transcript_ENSUAMT00000025509	ENST00000453464.2
OG0003258	transcript_ENSUAMT00000031849	ENST00000360001.10
OG0003259	transcript_ENSUAMT00000018021, transcript_ENSUAMT00000018019	ENST00000400809.7
OG0003260	transcript_ENSUAMT00000018024, transcript_ENSUAMT00000041776	ENST00000482352.1
OG0003261	transcript_ENSUAMT00000034903	ENST00000407249.7, ENST00000378633.5
OG0003262	transcript_ENSUAMT00000034901	ENST00000617444.4, ENST00000246421.4
OG0003263	transcript_ENSUAMT00000025752	ENST00000638771.1
OG0003264	transcript_ENSUAMT00000017040	ENST00000303635.11
OG0003265	transcript_ENSUAMT00000035053	ENST00000400906.1, ENST00000377424.8
OG0003266	transcript_ENSUAMT00000021181	ENST00000302692.6
OG0003267	transcript_ENSUAMT00000003383, transcript_ENSUAMT00000041768	ENST00000343090.10
OG0003268	transcript_ENSUAMT00000017289	ENST00000240185.7, ENST00000614757.4
OG0003269	transcript_ENSUAMT00000028432	ENST00000375949.4
OG0003270	transcript_ENSUAMT00000021174	ENST00000331433.4, ENST00000375679.8
OG0003271	transcript_ENSUAMT00000004214	ENST00000375592.7
OG0003272	transcript_ENSUAMT00000034391	ENST00000375541.9
OG0003273	transcript_ENSUAMT00000035851	ENST00000265164.6
OG0003274	transcript_ENSUAMT00000003222	ENST00000296424.8
OG0003275	transcript_ENSUAMT00000035844	ENST00000336904.7
OG0003276	transcript_ENSUAMT00000001339, transcript_ENSUAMT00000037748	ENST00000302174.8
OG0003277	transcript_ENSUAMT00000038926, transcript_ENSUAMT00000015858	ENST00000273920.7
OG0003278	transcript_ENSUAMT00000017904, transcript_ENSUAMT00000025060	ENST00000311638.7
OG0003279	transcript_ENSUAMT00000002154	ENST00000226524.3, ENST00000296029.3
OG0003280	transcript_ENSUAMT00000012268	ENST00000254801.8
OG0003282	transcript_ENSUAMT00000021125	ENST00000257290.9, ENST00000507166.5
OG0003283	transcript_ENSUAMT00000013053	ENST00000226382.3
OG0003284	transcript_ENSUAMT00000000096	ENST00000316423.10
OG0003285	transcript_ENSUAMT00000024649, transcript_ENSUAMT00000034661	ENST00000381897.5
OG0003286	transcript_ENSUAMT00000036142	ENST00000381967.8
OG0003287	transcript_ENSUAMT00000001700	ENST00000264864.7, ENST00000512921.4
OG0003288	transcript_ENSUAMT00000000661, transcript_ENSUAMT00000008018	ENST00000330852.9
OG0003289	transcript_ENSUAMT00000020197	ENST00000420658.5
OG0003290	transcript_ENSUAMT00000029184, transcript_ENSUAMT00000029473	ENST00000344733.9
OG0003291	transcript_ENSUAMT00000030745	ENST00000290902.9
OG0003292	transcript_ENSUAMT00000017349	ENST00000297145.8
OG0003294	transcript_ENSUAMT00000011690	ENST00000361611.10
OG0003295	transcript_ENSUAMT00000038366	ENST00000263245.9
OG0003296	transcript_ENSUAMT00000035691	ENST00000310677.8
OG0003297	transcript_ENSUAMT00000020505, transcript_ENSUAMT00000031951	ENST00000380534.8
OG0003298	transcript_ENSUAMT00000000714	ENST00000404796.2, ENST00000580900.5
OG0003299	transcript_ENSUAMT00000000767, transcript_ENSUAMT00000029984	ENST00000360538.6
OG0003300	transcript_ENSUAMT00000037506	ENST00000561882.1, ENST00000297988.5
OG0003301	transcript_ENSUAMT00000024997	ENST00000556278.1, ENST00000555003.5
OG0003302	transcript_ENSUAMT00000000914, transcript_ENSUAMT00000000896	ENST00000603640.6
OG0003303	transcript_ENSUAMT00000035385, transcript_ENSUAMT00000038600	ENST00000377960.8
OG0003304	transcript_ENSUAMT00000038605	ENST00000464497.5
OG0003305	transcript_ENSUAMT00000006373	ENST00000269205.5, ENST00000377716.6
OG0003306	transcript_ENSUAMT00000006383	ENST00000540557.1, ENST00000377707.3
OG0003307	transcript_ENSUAMT00000019355	ENST00000262457.6
OG0003308	transcript_ENSUAMT00000019078	ENST00000374879.4, ENST00000502978.1
OG0003309	transcript_ENSUAMT00000030216	ENST00000361820.3
OG0003310	transcript_ENSUAMT00000012453, transcript_ENSUAMT00000012461	ENST00000286398.11
OG0003311	transcript_ENSUAMT00000007050	ENST00000374530.7, ENST00000434623.6
OG0003312	transcript_ENSUAMT00000032669	ENST00000374428.1
OG0003313	transcript_ENSUAMT00000033765	ENST00000313525.3, ENST00000374294.3
OG0003314	transcript_ENSUAMT00000016963	ENST00000356083.7
OG0003315	transcript_ENSUAMT00000026242	ENST00000307564.8
OG0003316	transcript_ENSUAMT00000005232, transcript_ENSUAMT00000004156	ENST00000373371.7
OG0003317	transcript_ENSUAMT00000005229	ENST00000342483.5, ENST00000619044.1
OG0003318	transcript_ENSUAMT00000034813, transcript_ENSUAMT00000003829	ENST00000419060.5
OG0003319	transcript_ENSUAMT00000003835, transcript_ENSUAMT00000034811	ENST00000373289.3
OG0003320	transcript_ENSUAMT00000029152, transcript_ENSUAMT00000029148	ENST00000421699.6
OG0003321	transcript_ENSUAMT00000023138, transcript_ENSUAMT00000041441	ENST00000308941.9
OG0003322	transcript_ENSUAMT00000038793	ENST00000482796.1
OG0003323	transcript_ENSUAMT00000041359	ENST00000372398.5
