hgnc_symbol	refseq_mrna	ensembl_gene_id
MRPS11	NM_022839	ENSG00000181991
ACTR8	NM_022899	ENSG00000113812
SLC30A5	NM_022902	ENSG00000145740
CCDC71	NM_022903	ENSG00000177352
GPBP1	NM_022913	ENSG00000062194
MRPL44	NM_022915	ENSG00000135900
VPS33A	NM_022916	ENSG00000139719
NOL6	NM_022917	ENSG00000165271
JMJD4	NM_023007	ENSG00000081692
UPF3B	NM_023010	ENSG00000125351
RSRC2	NM_023012	ENSG00000111011
INTS3	NM_023015	ENSG00000262826
INTS3	NM_023015	ENSG00000143624
ZNF649	NM_023074	ENSG00000198093
MPPE1	NM_023075	ENSG00000154889
COA7	NM_023077	ENSG00000162377
UBE2Z	NM_023079	ENSG00000159202
C8orf33	NM_023080	ENSG00000182307
PHACTR4	NM_023923	ENSG00000204138
BRD9	NM_023924	ENSG00000028310
ZBTB10	NM_023929	ENSG00000205189
ANTKMT	NM_023933	ENSG00000103254
FUNDC2	NM_023934	ENSG00000165775
DDRGK1	NM_023935	ENSG00000198171
MRPS34	NM_023936	ENSG00000074071
CHID1	NM_023947	ENSG00000177830
MRPL57	NM_024026	ENSG00000173141
PRR14	NM_024031	ENSG00000156858
CYREN	NM_024033	ENSG00000122783
TRIR	NM_024038	ENSG00000123144
MIS12	NM_024039	ENSG00000167842
CUEDC2	NM_024040	ENSG00000107874
SCNM1	NM_024041	ENSG00000163156
METRN	NM_024042	ENSG00000103260
NUDT9	NM_024047	ENSG00000170502
DDA1	NM_024050	ENSG00000130311
C7orf25	NM_024054	ENSG00000136197
TMEM106C	NM_024056	ENSG00000134291
SPATA5L1	NM_024063	ENSG00000171763
ERI3	NM_024066	ENSG00000117419
C7orf26	NM_024067	ENSG00000146576
NABP2	NM_024068	ENSG00000139579
KXD1	NM_024069	ENSG00000105700
DDX54	NM_024072	ENSG00000123064
TSEN34	NM_024075	ENSG00000274672
TSEN34	NM_024075	ENSG00000275165
TSEN34	NM_024075	ENSG00000273896
TSEN34	NM_024075	ENSG00000274078
TSEN34	NM_024075	ENSG00000274796
TSEN34	NM_024075	ENSG00000278622
TSEN34	NM_024075	ENSG00000278712
TSEN34	NM_024075	ENSG00000278605
TSEN34	NM_024075	ENSG00000274129
TSEN34	NM_024075	ENSG00000170892
SECISBP2	NM_024077	ENSG00000187742
ALG8	NM_024079	ENSG00000159063
ASPSCR1	NM_024083	ENSG00000169696
METTL16	NM_024086	ENSG00000127804
C2orf49	NM_024093	ENSG00000135974
ASB8	NM_024095	ENSG00000177981
DCTPP1	NM_024096	ENSG00000179958
C1orf50	NM_024097	ENSG00000164008
CCDC86	NM_024098	ENSG00000110104
WDR18	NM_024100	ENSG00000065268
WDR77	NM_024102	ENSG00000116455
TMUB2	NM_024107	ENSG00000168591
C9orf16	NM_024112	ENSG00000171159
TAF1D	NM_024116	ENSG00000166012
MAPKAP1	NM_024117	ENSG00000119487
TMEM185B	NM_024121	ENSG00000226479
UBL5	NM_024292	ENSG00000198258
RETREG2	NM_024293	ENSG00000144567
DERL1	NM_024295	ENSG00000136986
PHF23	NM_024297	ENSG00000040633
CHCHD7	NM_024300	ENSG00000170791
FKRP	NM_024301	ENSG00000181027
MFSD11	NM_024311	ENSG00000092931
NOL12	NM_024313	ENSG00000273899
LENG1	NM_024316	ENSG00000275935
LENG1	NM_024316	ENSG00000278426
LENG1	NM_024316	ENSG00000277457
LENG1	NM_024316	ENSG00000276628
LENG1	NM_024316	ENSG00000276774
LENG1	NM_024316	ENSG00000278257
LENG1	NM_024316	ENSG00000277808
LENG1	NM_024316	ENSG00000278516
LENG1	NM_024316	ENSG00000276959
LENG1	NM_024316	ENSG00000105617
RBM42	NM_024321	ENSG00000126254
ZNF343	NM_024325	ENSG00000088876
FBXL15	NM_024326	ENSG00000107872
ZNF576	NM_024327	ENSG00000124444
THTPA	NM_024328	ENSG00000259431
DCAF10	NM_024345	ENSG00000122741
NDUFS7	NM_024407	ENSG00000115286
IRF2BPL	NM_024496	ENSG00000119669
LRFN3	NM_024509	ENSG00000126243
HAUS3	NM_024511	ENSG00000214367
WDR25	NM_024515	ENSG00000176473
PAGR1	NM_024516	ENSG00000280789
MAIP1	NM_024520	ENSG00000162972
GCC1	NM_024523	ENSG00000179562
ABHD8	NM_024527	ENSG00000127220
NKAP	NM_024528	ENSG00000101882
CARS2	NM_024537	ENSG00000134905
MRPL24	NM_024540	ENSG00000143314
ARMH3	NM_024541	ENSG00000120029
MUL1	NM_024544	ENSG00000090432
ADIPOR2	NM_024551	ENSG00000285070
ADIPOR2	NM_024551	ENSG00000006831
FAM118B	NM_024556	ENSG00000197798
TANGO6	NM_024562	ENSG00000103047
SNRNP25	NM_024571	ENSG00000161981
OCEL1	NM_024578	ENSG00000099330
EFL1	NM_024580	ENSG00000140598
SCRN3	NM_024583	ENSG00000144306
ARMC7	NM_024585	ENSG00000125449
OSBPL9	NM_024586	ENSG00000117859
CHMP6	NM_024591	ENSG00000176108
SRD5A3	NM_024592	ENSG00000128039
PANK3	NM_024594	ENSG00000120137
AKIRIN1	NM_024595	ENSG00000174574
USB1	NM_024598	ENSG00000103005
HECTD3	NM_024602	ENSG00000126107
RPAP3	NM_024604	ENSG00000005175
ICE2	NM_024611	ENSG00000128915
RTL10	NM_024627	ENSG00000215012
ZDHHC14	NM_024630	ENSG00000175048
SAP30L	NM_024632	ENSG00000164576
ZNF322	NM_024639	ENSG00000181315
YRDC	NM_024640	ENSG00000196449
OGFOD3	NM_024648	ENSG00000181396
PRKRIP1	NM_024653	ENSG00000128563
CCDC51	NM_024661	ENSG00000164051
NAT10	NM_024662	ENSG00000135372
PPCS	NM_024664	ENSG00000127125
AAGAB	NM_024666	ENSG00000103591
NARS2	NM_024678	ENSG00000137513
TEFM	NM_024683	ENSG00000172171
ZNF419	NM_024691	ENSG00000105136
ZFAND1	NM_024699	ENSG00000104231
DHRS12	NM_024705	ENSG00000102796
ZNF668	NM_024706	ENSG00000167394
GEMIN7	NM_024707	ENSG00000142252
ISOC2	NM_024710	ENSG00000063241
TXNDC15	NM_024715	ENSG00000113621
KLHL36	NM_024731	ENSG00000135686
ALG9	NM_024740	ENSG00000086848
ZNF408	NM_024741	ENSG00000175213
ARMC5	NM_024742	ENSG00000140691
HPS6	NM_024747	ENSG00000166189
SLTM	NM_024755	ENSG00000137776
EHMT1	NM_024757	ENSG00000181090
RBFA	NM_024805	ENSG00000101546
CPSF7	NM_024811	ENSG00000149532
UBA5	NM_024818	ENSG00000081307
DCAKD	NM_024819	ENSG00000172992
MCMBP	NM_024834	ENSG00000197771
GGNBP2	NM_024835	ENSG00000275099
GGNBP2	NM_024835	ENSG00000278311
ZNF672	NM_024836	ENSG00000171161
NUP85	NM_024844	ENSG00000125450
NAA60	NM_024845	ENSG00000122390
ACTR5	NM_024855	ENSG00000101442
MRM1	NM_024864	ENSG00000274853
MRM1	NM_024864	ENSG00000278619
KIAA0319L	NM_024874	ENSG00000142687
COQ8B	NM_024876	ENSG00000123815
SLC35E1	NM_024881	ENSG00000127526
NOL10	NM_024894	ENSG00000115761
STN1	NM_024928	ENSG00000107960
TRAPPC13	NM_024941	ENSG00000113597
C10orf88	NM_024942	ENSG00000119965
RMI1	NM_024945	ENSG00000178966
PSME3IP1	NM_024946	ENSG00000172775
UBTD1	NM_024954	ENSG00000165886
TMEM62	NM_024956	ENSG00000137842
PANK2	NM_024960	ENSG00000125779
GFM1	NM_024996	ENSG00000168827
MZT2B	NM_025029	ENSG00000152082
RPF1	NM_025065	ENSG00000117133
PTGES2	NM_025072	ENSG00000148334
SIKE1	NM_025073	ENSG00000052723
THOC7	NM_025075	ENSG00000163634
UXS1	NM_025076	ENSG00000115652
SLC66A2	NM_025078	ENSG00000122490
CENPT	NM_025082	ENSG00000102901
EDC3	NM_025083	ENSG00000179151
TTI2	NM_025115	ENSG00000129696
TMEM134	NM_025124	ENSG00000172663
RNF34	NM_025126	ENSG00000170633
MUS81	NM_025128	ENSG00000172732
FBXO11	NM_025133	ENSG00000138081
OPA3	NM_025136	ENSG00000125741
SPG11	NM_025137	ENSG00000104133
CCDC92	NM_025140	ENSG00000275035
CCDC92	NM_025140	ENSG00000119242
TM2D3	NM_025141	ENSG00000184277
NAA50	NM_025146	ENSG00000121579
COQ10B	NM_025147	ENSG00000115520
RUFY1	NM_025158	ENSG00000284260
RUFY1	NM_025158	ENSG00000176783
WDR26	NM_025160	ENSG00000162923
FAAP100	NM_025161	ENSG00000185504
CEP63	NM_025180	ENSG00000182923
SLC35F5	NM_025181	ENSG00000115084
EDEM3	NM_025191	ENSG00000116406
ITPKC	NM_025194	ENSG00000086544
GRPEL1	NM_025196	ENSG00000109519
MTERF2	NM_025198	ENSG00000120832
FLAD1	NM_025207	ENSG00000160688
EPC1	NM_025209	ENSG00000120616
DNAJC5	NM_025219	ENSG00000101152
DCAF11	NM_025230	ENSG00000284796
DCAF11	NM_025230	ENSG00000100897
COASY	NM_025233	ENSG00000068120
WDR61	NM_025234	ENSG00000140395
TNKS2	NM_025235	ENSG00000107854
UBXN6	NM_025241	ENSG00000167671
NDFIP1	NM_030571	ENSG00000131507
THAP7	NM_030573	ENSG00000184436
TMEM177	NM_030577	ENSG00000144120
CYB5B	NM_030579	ENSG00000103018
WDR59	NM_030581	ENSG00000103091
DUSP16	NM_030640	ENSG00000280962
DUSP16	NM_030640	ENSG00000111266
SH3BP5L	NM_030645	ENSG00000175137
SETD7	NM_030648	ENSG00000145391
ACAP3	NM_030649	ENSG00000131584
LNPK	NM_030650	ENSG00000144320
MAP2K2	NM_030662	ENSG00000126934
TCP1	NM_030752	ENSG00000120438
TMX1	NM_030755	ENSG00000139921
ILKAP	NM_030768	ENSG00000132323
SLC25A32	NM_030780	ENSG00000164933
CLPTM1L	NM_030782	ENSG00000274811
CLPTM1L	NM_030782	ENSG00000049656
ITFG1	NM_030790	ENSG00000129636
FBXO38	NM_030793	ENSG00000145868
TDRD3	NM_030794	ENSG00000083544
YIPF5	NM_030799	ENSG00000145817
NDEL1	NM_030808	ENSG00000166579
MRPS26	NM_030811	ENSG00000125901
CCDC130	NM_030818	ENSG00000104957
PLA2G12A	NM_030821	ENSG00000123739
CTNNBL1	NM_030877	ENSG00000132792
APOL2	NM_030882	ENSG00000128335
TRIM8	NM_030912	ENSG00000171206
URM1	NM_030914	ENSG00000167118
FIP1L1	NM_030917	ENSG00000145216
ANP32E	NM_030920	ENSG00000143401
NIPA2	NM_030922	ENSG00000140157
TRMT1L	NM_030934	ENSG00000121486
CCNL2	NM_030937	ENSG00000221978
C6orf62	NM_030939	ENSG00000112308
TIGD6	NM_030953	ENSG00000164296
TRIM56	NM_030961	ENSG00000169871
RNF146	NM_030963	ENSG00000118518
TMEM14B	NM_030969	ENSG00000137210
SHARPIN	NM_030974	ENSG00000179526
ARPC5L	NM_030978	ENSG00000136950
RAB1B	NM_030981	ENSG00000174903
FAHD1	NM_031208	ENSG00000180185
QTRT1	NM_031209	ENSG00000213339
SLIRP	NM_031210	ENSG00000119705
SLC25A28	NM_031212	ENSG00000155287
ABHD17A	NM_031213	ENSG00000129968
SEH1L	NM_031216	ENSG00000085415
HDHD3	NM_031219	ENSG00000119431
MRPS15	NM_031280	ENSG00000116898
SF3B5	NM_031287	ENSG00000169976
INO80B	NM_031288	ENSG00000115274
EMC6	NM_031298	ENSG00000127774
DOHH	NM_031304	ENSG00000129932
PUS3	NM_031307	ENSG00000110060
HNRNPDL	NM_031372	ENSG00000152795
HUWE1	NM_031407	ENSG00000086758
MARK4	NM_031417	ENSG00000007047
MRPL9	NM_031420	ENSG00000143436
COG3	NM_031431	ENSG00000136152
UCK1	NM_031432	ENSG00000130717
TMUB1	NM_031434	ENSG00000164897
CCM2	NM_031443	ENSG00000136280
C18orf21	NM_031446	ENSG00000141428
SELENOO	NM_031454	ENSG00000073169
CD99L2	NM_031462	ENSG00000102181
TRAPPC9	NM_031466	ENSG00000167632
TRPT1	NM_031472	ENSG00000149743
RIOK1	NM_031480	ENSG00000124784
ITCH	NM_031483	ENSG00000078747
GRWD1	NM_031485	ENSG00000105447
L3MBTL2	NM_031488	ENSG00000100395
LONP2	NM_031490	ENSG00000102910
GORASP1	NM_031899	ENSG00000114745
MRPS5	NM_031902	ENSG00000144029
MRPL32	NM_031903	ENSG00000106591
ARMC10	NM_031905	ENSG00000282813
ARMC10	NM_031905	ENSG00000170632
REPS1	NM_031922	ENSG00000135597
TMEM120A	NM_031925	ENSG00000189077
TM2D2	NM_031940	ENSG00000169490
MRPS24	NM_032014	ENSG00000062582
RNF26	NM_032015	ENSG00000173456
EIF2A	NM_032025	ENSG00000144895
TM2D1	NM_032027	ENSG00000162604
SPNS1	NM_032038	ENSG00000169682
FAM234A	NM_032039	ENSG00000167930
PCDHGB5	NM_032099	ENSG00000276547
SRSF8	NM_032102	ENSG00000263465
MRPL14	NM_032111	ENSG00000180992
MRPL43	NM_032112	ENSG00000055950
MAGT1	NM_032121	ENSG00000102158
TMEM222	NM_032125	ENSG00000186501
FAM160A2	NM_032127	ENSG00000051009
KBTBD7	NM_032138	ENSG00000120696
NSRP1	NM_032141	ENSG00000126653
ZNF394	NM_032164	ENSG00000160908
WDR75	NM_032168	ENSG00000115368
UTP15	NM_032175	ENSG00000164338
PHAX	NM_032177	ENSG00000164902
ABRAXAS2	NM_032182	ENSG00000165660
KAT8	NM_032188	ENSG00000103510
RNASEH2C	NM_032193	ENSG00000172922
RPF2	NM_032194	ENSG00000197498
SON	NM_032195	ENSG00000159140
ANKRD17	NM_032217	ENSG00000132466
ZCCHC7	NM_032226	ENSG00000147905
CIAO2A	NM_032231	ENSG00000166797
SETD3	NM_032233	ENSG00000183576
POMK	NM_032237	ENSG00000185900
WDR24	NM_032259	ENSG00000127580
TRAF7	NM_032271	ENSG00000131653
TMEM126A	NM_032273	ENSG00000171202
RHBDD1	NM_032276	ENSG00000144468
ZCCHC9	NM_032280	ENSG00000131732
MRI1	NM_032285	ENSG00000037757
MED10	NM_032286	ENSG00000133398
FYTTD1	NM_032288	ENSG00000122068
DCUN1D5	NM_032299	ENSG00000137692
PSMG3	NM_032302	ENSG00000157778
POLR3GL	NM_032305	ENSG00000121851
C9orf64	NM_032307	ENSG00000165118
CHCHD5	NM_032309	ENSG00000125611
CARD19	NM_032310	ENSG00000165233
POLDIP3	NM_032311	ENSG00000100227
YIPF4	NM_032312	ENSG00000119820
NOA1	NM_032313	ENSG00000084092
COQ5	NM_032314	ENSG00000110871
PRADC1	NM_032319	ENSG00000135617
NTPCR	NM_032324	ENSG00000135778
EIF1AD	NM_032325	ENSG00000175376
UTP23	NM_032334	ENSG00000147679
MIEN1	NM_032339	ENSG00000141741
UQCC2	NM_032340	ENSG00000137288
NUDT22	NM_032344	ENSG00000149761
PYM1	NM_032345	ENSG00000170473
C7orf50	NM_032350	ENSG00000146540
MRPL45	NM_032351	ENSG00000277936
MRPL45	NM_032351	ENSG00000278845
VPS25	NM_032353	ENSG00000131475
MON1A	NM_032355	ENSG00000164077
NAA38	NM_032356	ENSG00000183011
ACBD6	NM_032360	ENSG00000230124
DNAJC14	NM_032364	ENSG00000135392
METTL26	NM_032366	ENSG00000130731
ZNF414	NM_032370	ENSG00000133250
PCGF5	NM_032373	ENSG00000180628
AKT1S1	NM_032375	ENSG00000204673
TMEM101	NM_032376	ENSG00000091947
COG8	NM_032382	ENSG00000213380
ARFGAP2	NM_032389	ENSG00000149182
NIFK	NM_032390	ENSG00000155438
BAZ1B	NM_032408	ENSG00000009954
PINK1	NM_032409	ENSG00000158828
SYVN1	NM_032431	ENSG00000162298
CHAMP1	NM_032436	ENSG00000198824
LCOR	NM_032440	ENSG00000196233
FAM120B	NM_032448	ENSG00000275333
FAM120B	NM_032448	ENSG00000112584
CC2D1B	NM_032449	ENSG00000154222
MRPS6	NM_032476	ENSG00000243927
MRPL41	NM_032477	ENSG00000182154
MRPL38	NM_032478	ENSG00000204316
MRPL36	NM_032479	ENSG00000171421
DCTN5	NM_032486	ENSG00000166847
GON7	NM_032490	ENSG00000275619
GON7	NM_032490	ENSG00000170270
JAGN1	NM_032492	ENSG00000171135
AP1M1	NM_032493	ENSG00000072958
MAK16	NM_032509	ENSG00000198042
GNPTG	NM_032520	ENSG00000090581
ZGPAT	NM_032527	ENSG00000197114
SCOC	NM_032547	ENSG00000153130
USP38	NM_032557	ENSG00000170185
MFSD14B	NM_032558	ENSG00000148110
GLYR1	NM_032569	ENSG00000140632
DPY30	NM_032574	ENSG00000162961
ZNF347	NM_032584	ENSG00000197937
HINT2	NM_032593	ENSG00000137133
MCEE	NM_032601	ENSG00000124370
CINP	NM_032630	ENSG00000100865
PAPOLA	NM_032632	ENSG00000090060
TMEM147	NM_032635	ENSG00000105677
PCGF1	NM_032673	ENSG00000115289
MPV17L2	NM_032683	ENSG00000254858
TUBA1C	NM_032704	ENSG00000167553
TXNDC17	NM_032731	ENSG00000129235
PHF5A	NM_032758	ENSG00000100410
CBR4	NM_032783	ENSG00000145439
ZC3H10	NM_032786	ENSG00000135482
ZBTB45	NM_032792	ENSG00000119574
SYAP1	NM_032796	ENSG00000169895
ADO	NM_032804	ENSG00000181915
POMGNT2	NM_032806	ENSG00000144647
FBH1	NM_032807	ENSG00000134452
MIGA2	NM_032809	ENSG00000148343
ATAD1	NM_032810	ENSG00000138138
TBRG1	NM_032811	ENSG00000154144
NFATC2IP	NM_032815	ENSG00000176953
FAM136A	NM_032822	ENSG00000035141
UTP4	NM_032830	ENSG00000262788
UTP4	NM_032830	ENSG00000141076
PPP1R15B	NM_032833	ENSG00000158615
FIZ1	NM_032836	ENSG00000179943
SLC49A4	NM_032839	ENSG00000138463
SPRYD3	NM_032840	ENSG00000167778
C8orf76	NM_032847	ENSG00000189376
RITA1	NM_032848	ENSG00000139405
ZFYVE19	NM_032850	ENSG00000166140
WDR73	NM_032856	ENSG00000177082
LACTB	NM_032857	ENSG00000103642
ABHD13	NM_032859	ENSG00000139826
LTV1	NM_032860	ENSG00000135521
TIGD5	NM_032862	ENSG00000278016
TIGD5	NM_032862	ENSG00000179886
MPND	NM_032868	ENSG00000008382
NUDCD1	NM_032869	ENSG00000120526
LSM10	NM_032881	ENSG00000181817
ATG4D	NM_032885	ENSG00000130734
MFSD5	NM_032889	ENSG00000182544
COX14	NM_032901	ENSG00000178449
RBM17	NM_032905	ENSG00000134453
PYURF	NM_032906	ENSG00000145337
UBL7	NM_032907	ENSG00000288408
UBL7	NM_032907	ENSG00000138629
TMEM128	NM_032927	ENSG00000132406
TMEM141	NM_032928	ENSG00000244187
TMEM60	NM_032936	ENSG00000135211
POLR2C	NM_032940	ENSG00000102978
DEDD	NM_032998	ENSG00000158796
MFSD14A	NM_033055	ENSG00000156875
SARNP	NM_033082	ENSG00000205323
EAF1	NM_033083	ENSG00000144597
ZCCHC3	NM_033089	ENSG00000247315
GTPBP10	NM_033107	ENSG00000105793
PNPT1	NM_033109	ENSG00000138035
RRP36	NM_033112	ENSG00000124541
ZCRB1	NM_033114	ENSG00000139168
NEK9	NM_033116	ENSG00000119638
RBM18	NM_033117	ENSG00000119446
SURF4	NM_033161	ENSG00000280951
SURF4	NM_033161	ENSG00000148248
GPANK1	NM_033177	ENSG00000223932
GPANK1	NM_033177	ENSG00000233210
GPANK1	NM_033177	ENSG00000206408
GPANK1	NM_033177	ENSG00000228605
GPANK1	NM_033177	ENSG00000232312
GPANK1	NM_033177	ENSG00000236011
GPANK1	NM_033177	ENSG00000204438
PIGS	NM_033198	ENSG00000087111
LMF2	NM_033200	ENSG00000100258
PURB	NM_033224	ENSG00000146676
DGCR6L	NM_033257	ENSG00000128185
MRFAP1	NM_033296	ENSG00000179010
SMDT1	NM_033318	ENSG00000274112
SMDT1	NM_033318	ENSG00000272901
SMDT1	NM_033318	ENSG00000272835
SMDT1	NM_033318	ENSG00000183172
MICALL1	NM_033386	ENSG00000100139
TMEM205	NM_033408	ENSG00000105518
ZNF764	NM_033410	ENSG00000169951
ZNF622	NM_033414	ENSG00000173545
ARMC6	NM_033415	ENSG00000105676
IMP4	NM_033416	ENSG00000136718
METTL18	NM_033418	ENSG00000171806
TMEM259	NM_033420	ENSG00000182087
DMAC1	NM_033428	ENSG00000137038
ITPA	NM_033453	ENSG00000125877
TPGS1	NM_033513	ENSG00000141933
MFN1	NM_033540	ENSG00000171109
SYS1	NM_033542	ENSG00000204070
MYL12B	NM_033546	ENSG00000118680
INTS4	NM_033547	ENSG00000149262
TRIM41	NM_033549	ENSG00000146063
TP53RK	NM_033550	ENSG00000172315
CCDC32	NM_052849	ENSG00000128891
GADD45GIP1	NM_052850	ENSG00000179271
ADCK2	NM_052853	ENSG00000133597
ZNF830	NM_052857	ENSG00000198783
RFT1	NM_052859	ENSG00000163933
MGME1	NM_052865	ENSG00000125871
SNX18	NM_052870	ENSG00000178996
VPS26B	NM_052875	ENSG00000151502
NACC1	NM_052876	ENSG00000160877
MED8	NM_052877	ENSG00000159479
LARP4	NM_052879	ENSG00000161813
PWWP2A	NM_052927	ENSG00000170234
LRRC42	NM_052940	ENSG00000116212
DNTTIP1	NM_052951	ENSG00000101457
TSEN15	NM_052965	ENSG00000198860
ZFP91	NM_053023	ENSG00000186660
COMMD7	NM_053041	ENSG00000149600
RBM33	NM_053043	ENSG00000184863
TMEM203	NM_053045	ENSG00000187713
EGLN2	NM_053046	ENSG00000269858
MRPL53	NM_053050	ENSG00000204822
SNAP47	NM_053052	ENSG00000143740
TADA1	NM_053053	ENSG00000152382
ANKH	NM_054027	ENSG00000154122
KLHDC3	NM_057161	ENSG00000124702
NAA15	NM_057175	ENSG00000164134
TSR2	NM_058163	ENSG00000158526
UBE2J2	NM_058167	ENSG00000160087
SMIM11A	NM_058182	ENSG00000205670
PTP4A2	NM_080391	ENSG00000184007
PIGU	NM_080476	ENSG00000101464
ZSWIM1	NM_080603	ENSG00000168612
TJAP1	NM_080604	ENSG00000137221
B3GALT6	NM_080605	ENSG00000176022
TMEM41A	NM_080652	ENSG00000163900
MSANTD3	NM_080655	ENSG00000066697
WDR89	NM_080666	ENSG00000140006
SLC35A4	NM_080670	ENSG00000176087
DYNLL2	NM_080677	ENSG00000264364
UBE2F	NM_080678	ENSG00000184182
ROMO1	NM_080748	ENSG00000125995
FAM210B	NM_080821	ENSG00000124098
OVCA2	NM_080822	ENSG00000262664
SPSB3	NM_080861	ENSG00000162032
SOCS4	NM_080867	ENSG00000180008
UBE3B	NM_130466	ENSG00000151148
PRRC1	NM_130809	ENSG00000164244
LRPPRC	NM_133259	ENSG00000138095
RSPRY1	NM_133368	ENSG00000159579
YTHDC1	NM_133370	ENSG00000275272
YTHDC1	NM_133370	ENSG00000083896
ZNF526	NM_133444	ENSG00000167625
ZNF721	NM_133474	ENSG00000182903
ZNF384	NM_133476	ENSG00000126746
SAT2	NM_133491	ENSG00000141504
SPTSSA	NM_138288	ENSG00000165389
PYGO2	NM_138300	ENSG00000163348
PABIR1	NM_138333	ENSG00000187866
JOSD2	NM_138334	ENSG00000161677
KLC4	NM_138343	ENSG00000137171
KIAA2013	NM_138346	ENSG00000116685
	NM_138352	ENSG00000288488
SAMD1	NM_138352	ENSG00000141858
LRSAM1	NM_138361	ENSG00000148356
FAM104B	NM_138362	ENSG00000182518
BOD1	NM_138369	ENSG00000145919
OXNAD1	NM_138381	ENSG00000154814
TMEM129	NM_138385	ENSG00000168936
HNRNPLL	NM_138394	ENSG00000143889
MARS2	NM_138395	ENSG00000247626
NOM1	NM_138400	ENSG00000146909
GTF3C6	NM_138408	ENSG00000155115
KTI12	NM_138417	ENSG00000198841
GOLM2	NM_138423	ENSG00000166734
C12orf57	NM_138425	ENSG00000111678
SMIM12	NM_138428	ENSG00000163866
MFSD3	NM_138431	ENSG00000167700
SMIM19	NM_138436	ENSG00000176209
CCDC124	NM_138442	ENSG00000007080
MALSU1	NM_138446	ENSG00000156928
FOXP4	NM_138457	ENSG00000137166
GLI4	NM_138465	ENSG00000250571
MDP1	NM_138476	ENSG00000285200
MDP1	NM_138476	ENSG00000213920
ZNF655	NM_138494	ENSG00000197343
CYHR1	NM_138496	ENSG00000187954
TECR	NM_138501	ENSG00000099797
TAF8	NM_138572	ENSG00000137413
PGAM5	NM_138575	ENSG00000247077
MPLKIP	NM_138701	ENSG00000168303
NSMCE3	NM_138704	ENSG00000282130
NSMCE3	NM_138704	ENSG00000185115
RHOT2	NM_138769	ENSG00000140983
SLC25A46	NM_138773	ENSG00000164209
MRRF	NM_138777	ENSG00000148187
DPH7	NM_138778	ENSG00000148399
GINM1	NM_138785	ENSG00000055211
CANT1	NM_138793	ENSG00000171302
ARL8A	NM_138795	ENSG00000143862
MITD1	NM_138798	ENSG00000158411
ZFAND2B	NM_138802	ENSG00000158552
TAMM41	NM_138807	ENSG00000279643
TAMM41	NM_138807	ENSG00000144559
HIGD2A	NM_138820	ENSG00000146066
SPPL3	NM_139015	ENSG00000157837
PPIL4	NM_139126	ENSG00000131013
ALKBH3	NM_139178	ENSG00000166199
DAGLB	NM_139179	ENSG00000164535
MTFMT	NM_139242	ENSG00000103707
TSTD2	NM_139246	ENSG00000136925
MCFD2	NM_139279	ENSG00000180398
ORMDL3	NM_139280	ENSG00000172057
WDR36	NM_139281	ENSG00000134987
ATRN	NM_139321	ENSG00000088812
SLC39A3	NM_144564	ENSG00000141873
PIP4P1	NM_144568	ENSG00000165782
JPT2	NM_144570	ENSG00000206053
WDR20	NM_144574	ENSG00000140153
MAPK1IP1L	NM_144578	ENSG00000168175
TEX261	NM_144582	ENSG00000144043
ZFYVE27	NM_144588	ENSG00000155256
LRRC28	NM_144598	ENSG00000168904
CEP20	NM_144600	ENSG00000276914
CEP20	NM_144600	ENSG00000133393
ZC3H18	NM_144604	ENSG00000158545
FLCN	NM_144606	ENSG00000154803
TBC1D20	NM_144628	ENSG00000125875
CHCHD4	NM_144636	ENSG00000163528
TMEM42	NM_144638	ENSG00000280516
TMEM42	NM_144638	ENSG00000169964
NACC2	NM_144653	ENSG00000148411
SAMD8	NM_144660	ENSG00000156671
ZNF480	NM_144684	ENSG00000198464
LSM14B	NM_144703	ENSG00000149657
CCDC12	NM_144716	ENSG00000160799
ZMAT2	NM_144723	ENSG00000146007
NAXE	NM_144772	ENSG00000163382
MBNL2	NM_144778	ENSG00000139793
U2AF1L4	NM_144987	ENSG00000161265
CCNY	NM_145012	ENSG00000108100
C6orf136	NM_145029	ENSG00000224120
C6orf136	NM_145029	ENSG00000233641
C6orf136	NM_145029	ENSG00000233164
C6orf136	NM_145029	ENSG00000237100
C6orf136	NM_145029	ENSG00000237012
C6orf136	NM_145029	ENSG00000206487
C6orf136	NM_145029	ENSG00000204564
NEIL2	NM_145043	ENSG00000154328
UPRT	NM_145052	ENSG00000094841
C18orf25	NM_145055	ENSG00000152242
FCSK	NM_145059	ENSG00000157353
NSMCE1	NM_145080	ENSG00000169189
FAM200A	NM_145111	ENSG00000221909
CHURC1	NM_145165	ENSG00000258289
CSNK1A1L	NM_145203	ENSG00000180138
VTI1A	NM_145206	ENSG00000151532
MRPL30	NM_145212	ENSG00000185414
FRA10AC1	NM_145246	ENSG00000148690
UBALD1	NM_145253	ENSG00000153443
MRPL10	NM_145255	ENSG00000159111
DNAJC19	NM_145261	ENSG00000205981
CCDC127	NM_145265	ENSG00000164366
NUDCD2	NM_145266	ENSG00000170584
SDHAF4	NM_145267	ENSG00000154079
ZNF688	NM_145271	ENSG00000229809
METTL21A	NM_145280	ENSG00000144401
SLC15A4	NM_145648	ENSG00000139370
ATPAF2	NM_145691	ENSG00000171953
LPIN1	NM_145693	ENSG00000134324
ACBD5	NM_145698	ENSG00000107897
ZSCAN21	NM_145914	ENSG00000166529
SGMS1	NM_147156	ENSG00000198964
