Orthogroup	ursArc.longCDS.prots	ursAme.longCDS.prots
OG0003369	rna52506, rna52446	transcript_ENSUAMT00000018174
OG0003370	rna52507, rna52448	transcript_ENSUAMT00000026165
OG0003371	rna6898	transcript_ENSUAMT00000019682
OG0003372	rna6934	transcript_ENSUAMT00000025762, transcript_ENSUAMT00000023917
OG0003373	rna7034, rna2863	transcript_ENSUAMT00000019907
OG0003374	rna7133	transcript_ENSUAMT00000010683
OG0003375	rna7312	transcript_ENSUAMT00000001642
OG0003376	rna7346	transcript_ENSUAMT00000006715, transcript_ENSUAMT00000034870
OG0003377	rna7393	transcript_ENSUAMT00000024662, transcript_ENSUAMT00000013470
OG0003378	rna7404	transcript_ENSUAMT00000003746
OG0003379	rna7471	transcript_ENSUAMT00000015302
OG0003380	rna7614	transcript_ENSUAMT00000005964
OG0003381	rna7626	transcript_ENSUAMT00000019203, transcript_ENSUAMT00000032092
OG0003382	rna7683	transcript_ENSUAMT00000040517
OG0003383	rna7708	transcript_ENSUAMT00000013006
OG0003384	rna53717, rna53719	transcript_ENSUAMT00000040289
OG0003385	rna51147	transcript_ENSUAMT00000014474
OG0003386	rna51190	transcript_ENSUAMT00000008550
OG0003387	rna53251	transcript_ENSUAMT00000031547
OG0003388	rna53260	transcript_ENSUAMT00000003225
OG0003389	rna52553	transcript_ENSUAMT00000015509
OG0003391	rna48656, rna48655	transcript_ENSUAMT00000032695
OG0003392	rna48676	transcript_ENSUAMT00000011680
OG0003393	rna48691	transcript_ENSUAMT00000008230
OG0003394	rna48721	transcript_ENSUAMT00000035634
OG0003395	rna48748	transcript_ENSUAMT00000000686, transcript_ENSUAMT00000010095
OG0003396	rna48757	transcript_ENSUAMT00000034819
OG0003397	rna48771	transcript_ENSUAMT00000034933
OG0003398	rna48774	transcript_ENSUAMT00000034937
OG0003399	rna48775	transcript_ENSUAMT00000034938
OG0003400	rna48787	transcript_ENSUAMT00000035556
OG0003401	rna48800	transcript_ENSUAMT00000037087, transcript_ENSUAMT00000035571
OG0003402	rna48812	transcript_ENSUAMT00000035696
OG0003403	rna48826	transcript_ENSUAMT00000009315
OG0003404	rna48829	transcript_ENSUAMT00000007904, transcript_ENSUAMT00000008735
OG0003405	rna30906	transcript_ENSUAMT00000003013, transcript_ENSUAMT00000005016
OG0003406	rna30939	transcript_ENSUAMT00000034111
OG0003407	rna30985	transcript_ENSUAMT00000003903, transcript_ENSUAMT00000003021
OG0003408	rna31007	transcript_ENSUAMT00000036417
OG0003409	rna31030	transcript_ENSUAMT00000037175
OG0003410	rna52608, rna52639	transcript_ENSUAMT00000010004
OG0003411	rna791	transcript_ENSUAMT00000009101
OG0003413	rna24766	transcript_ENSUAMT00000014127
OG0003414	rna24763	transcript_ENSUAMT00000023497
OG0003415	rna24762	transcript_ENSUAMT00000023499
OG0003416	rna24846	transcript_ENSUAMT00000008202
OG0003417	rna53127	transcript_ENSUAMT00000030531
OG0003417	rna24853	transcript_ENSUAMT00000007526
OG0003418	rna27549	transcript_ENSUAMT00000036732
OG0003419	rna24745	transcript_ENSUAMT00000015259, transcript_ENSUAMT00000032268
OG0003420	rna24637	transcript_ENSUAMT00000028551, transcript_ENSUAMT00000022725
OG0003421	rna47975	transcript_ENSUAMT00000004442
OG0003422	rna47926	transcript_ENSUAMT00000041137, transcript_ENSUAMT00000022978
OG0003423	rna47913	transcript_ENSUAMT00000012863, transcript_ENSUAMT00000012148
OG0003424	rna24541	transcript_ENSUAMT00000026753, transcript_ENSUAMT00000026750
OG0003425	rna24664	transcript_ENSUAMT00000026130, transcript_ENSUAMT00000039457
OG0003426	rna2238	transcript_ENSUAMT00000008507
OG0003427	rna1	transcript_ENSUAMT00000017504
OG0003428	rna61	transcript_ENSUAMT00000005237, transcript_ENSUAMT00000001398
OG0003429	rna80	transcript_ENSUAMT00000038825
OG0003430	rna119	transcript_ENSUAMT00000027890
OG0003431	rna121	transcript_ENSUAMT00000027888
OG0003432	rna124	transcript_ENSUAMT00000027822
OG0003433	rna146	transcript_ENSUAMT00000024564
OG0003434	rna155	transcript_ENSUAMT00000014154
OG0003435	rna164	transcript_ENSUAMT00000007450, transcript_ENSUAMT00000000819
OG0003436	rna183	transcript_ENSUAMT00000037289
OG0003437	rna255	transcript_ENSUAMT00000005806, transcript_ENSUAMT00000027523
OG0003438	rna328	transcript_ENSUAMT00000021038
OG0003439	rna330	transcript_ENSUAMT00000041318
OG0003440	rna340	transcript_ENSUAMT00000041573
OG0003441	rna368	transcript_ENSUAMT00000041722
OG0003442	rna679	transcript_ENSUAMT00000036622
OG0003443	rna801	transcript_ENSUAMT00000004702, transcript_ENSUAMT00000015915
OG0003444	rna804	transcript_ENSUAMT00000024209
OG0003445	rna934	transcript_ENSUAMT00000003608
OG0003446	rna999	transcript_ENSUAMT00000018144, transcript_ENSUAMT00000012903
OG0003447	rna1032	transcript_ENSUAMT00000023860, transcript_ENSUAMT00000027312
OG0003448	rna1039	transcript_ENSUAMT00000005135, transcript_ENSUAMT00000032874
OG0003449	rna1066	transcript_ENSUAMT00000041358
OG0003450	rna1092	transcript_ENSUAMT00000032015, transcript_ENSUAMT00000040030
OG0003451	rna1166	transcript_ENSUAMT00000041775
OG0003452	rna1186	transcript_ENSUAMT00000010037, transcript_ENSUAMT00000021821
OG0003453	rna1197	transcript_ENSUAMT00000034692
OG0003454	rna45673	transcript_ENSUAMT00000039074
OG0003455	rna1224	transcript_ENSUAMT00000017469
OG0003456	rna1237	transcript_ENSUAMT00000017442, transcript_ENSUAMT00000017436
OG0003457	rna1326	transcript_ENSUAMT00000041427
OG0003458	rna1368	transcript_ENSUAMT00000000327
OG0003459	rna1424	transcript_ENSUAMT00000028813, transcript_ENSUAMT00000005829
OG0003460	rna1458	transcript_ENSUAMT00000014347
OG0003461	rna1497	transcript_ENSUAMT00000005897
OG0003462	rna1548	transcript_ENSUAMT00000015087
OG0003463	rna12105	transcript_ENSUAMT00000039917
OG0003464	rna12092	transcript_ENSUAMT00000002678
OG0003465	rna12073, rna12071	transcript_ENSUAMT00000036135
OG0003466	rna1805	transcript_ENSUAMT00000005949
OG0003467	rna1789	transcript_ENSUAMT00000022160, transcript_ENSUAMT00000005995
OG0003468	rna1746	transcript_ENSUAMT00000031254, transcript_ENSUAMT00000013460
OG0003469	rna1729	transcript_ENSUAMT00000021015
OG0003470	rna1809	transcript_ENSUAMT00000005664
OG0003471	rna1852	transcript_ENSUAMT00000034610
OG0003472	rna1890	transcript_ENSUAMT00000014712
OG0003473	rna1899	transcript_ENSUAMT00000037195
OG0003474	rna2113	transcript_ENSUAMT00000002049
OG0003475	rna2173	transcript_ENSUAMT00000016159
OG0003476	rna2242	transcript_ENSUAMT00000008495
OG0003477	rna2378	transcript_ENSUAMT00000023537
OG0003478	rna2437	transcript_ENSUAMT00000034561
OG0003479	rna2573	transcript_ENSUAMT00000006200, transcript_ENSUAMT00000034483
OG0003480	rna2709	transcript_ENSUAMT00000028706, transcript_ENSUAMT00000000636
OG0003481	rna2799	transcript_ENSUAMT00000009171, transcript_ENSUAMT00000009172
OG0003482	rna2836	transcript_ENSUAMT00000007353, transcript_ENSUAMT00000031034
OG0003483	rna2839	transcript_ENSUAMT00000039898, transcript_ENSUAMT00000031045
OG0003484	rna2884	transcript_ENSUAMT00000009502
OG0003485	rna3243	transcript_ENSUAMT00000031630
OG0003486	rna40895	transcript_ENSUAMT00000033228
OG0003487	rna37051	transcript_ENSUAMT00000019569, transcript_ENSUAMT00000011101
OG0003488	rna41061	transcript_ENSUAMT00000003325
OG0003489	rna41099	transcript_ENSUAMT00000037451, transcript_ENSUAMT00000037448
OG0003490	rna15160	transcript_ENSUAMT00000000985
OG0003491	rna15595	transcript_ENSUAMT00000031434
OG0003492	rna15159	transcript_ENSUAMT00000015227
OG0003493	rna27809	transcript_ENSUAMT00000000098
OG0003494	rna27584	transcript_ENSUAMT00000034072
OG0003495	rna15578	transcript_ENSUAMT00000031412
OG0003496	rna52834	transcript_ENSUAMT00000001983
OG0003497	rna150	transcript_ENSUAMT00000001370
OG0003498	rna50992	transcript_ENSUAMT00000019201
OG0003499	rna50984	transcript_ENSUAMT00000033084, transcript_ENSUAMT00000023370
OG0003500	rna23918	transcript_ENSUAMT00000040004
OG0003501	rna24021	transcript_ENSUAMT00000029501
OG0003502	rna24036	transcript_ENSUAMT00000016666
OG0003503	rna24077	transcript_ENSUAMT00000018102, transcript_ENSUAMT00000028170
OG0003504	rna24174	transcript_ENSUAMT00000038716, transcript_ENSUAMT00000038256
OG0003505	rna24425	transcript_ENSUAMT00000039119
OG0003506	rna24467	transcript_ENSUAMT00000006656
OG0003507	rna24484	transcript_ENSUAMT00000007235, transcript_ENSUAMT00000001730
OG0003508	rna14079	transcript_ENSUAMT00000028562
OG0003509	rna13861	transcript_ENSUAMT00000005471
OG0003510	rna13856	transcript_ENSUAMT00000036425
OG0003511	rna13811	transcript_ENSUAMT00000038049, transcript_ENSUAMT00000038041
OG0003512	rna13630	transcript_ENSUAMT00000004411
OG0003513	rna13541	transcript_ENSUAMT00000005234, transcript_ENSUAMT00000023406
OG0003514	rna13528	transcript_ENSUAMT00000028690
OG0003515	rna13507	transcript_ENSUAMT00000009061, transcript_ENSUAMT00000009059
OG0003516	rna13500	transcript_ENSUAMT00000019167, transcript_ENSUAMT00000019176
OG0003517	rna13480	transcript_ENSUAMT00000019208
OG0003518	rna13300	transcript_ENSUAMT00000000023
OG0003519	rna27883	transcript_ENSUAMT00000006580
OG0003520	rna27851	transcript_ENSUAMT00000020268
OG0003521	rna27801	transcript_ENSUAMT00000028225, transcript_ENSUAMT00000035915
OG0003522	rna27726	transcript_ENSUAMT00000000989
OG0003523	rna27696	transcript_ENSUAMT00000028459, transcript_ENSUAMT00000028460
OG0003524	rna27493	transcript_ENSUAMT00000028088
OG0003525	rna23006	transcript_ENSUAMT00000005758
OG0003526	rna22805	transcript_ENSUAMT00000032566
OG0003527	rna22799	transcript_ENSUAMT00000004382, transcript_ENSUAMT00000032548
OG0003528	rna22785	transcript_ENSUAMT00000003076
OG0003529	rna22779	transcript_ENSUAMT00000018496
OG0003530	rna22601	transcript_ENSUAMT00000021119
OG0003531	rna98	transcript_ENSUAMT00000035859
OG0003532	rna15513	transcript_ENSUAMT00000037519
OG0003533	rna12343	transcript_ENSUAMT00000015745
OG0003534	rna40357	transcript_ENSUAMT00000020682
OG0003535	rna40491	transcript_ENSUAMT00000034988, transcript_ENSUAMT00000022080
OG0003536	rna40876	transcript_ENSUAMT00000002255
OG0003537	rna40765	transcript_ENSUAMT00000015863, transcript_ENSUAMT00000000405
OG0003538	rna40752	transcript_ENSUAMT00000022579
OG0003539	rna40747	transcript_ENSUAMT00000031569
OG0003540	rna52908	transcript_ENSUAMT00000013181
OG0003541	rna52911	transcript_ENSUAMT00000024005, transcript_ENSUAMT00000013190
OG0003542	rna45602	transcript_ENSUAMT00000030855
OG0003543	rna15672	transcript_ENSUAMT00000020705
OG0003544	rna15666	transcript_ENSUAMT00000020478
OG0003545	rna15638	transcript_ENSUAMT00000015100
OG0003546	rna15611	transcript_ENSUAMT00000039187
OG0003547	rna15527	transcript_ENSUAMT00000030195
OG0003548	rna15478	transcript_ENSUAMT00000018490
OG0003549	rna15409	transcript_ENSUAMT00000036901
OG0003550	rna15398	transcript_ENSUAMT00000034208
OG0003551	rna15349	transcript_ENSUAMT00000038747
OG0003552	rna15321	transcript_ENSUAMT00000002299
OG0003554	rna15138	transcript_ENSUAMT00000037137
OG0003555	rna15023	transcript_ENSUAMT00000006876, transcript_ENSUAMT00000004264
OG0003556	rna14972	transcript_ENSUAMT00000008596
OG0003557	rna14932	transcript_ENSUAMT00000038603, transcript_ENSUAMT00000038604
OG0003558	rna54099	transcript_ENSUAMT00000000560, transcript_ENSUAMT00000002531
OG0003559	rna14900	transcript_ENSUAMT00000003278, transcript_ENSUAMT00000038635
OG0003560	rna14885	transcript_ENSUAMT00000033025
OG0003561	rna53684, rna53687	transcript_ENSUAMT00000027859
OG0003562	rna41575	transcript_ENSUAMT00000029498
OG0003563	rna41548	transcript_ENSUAMT00000029609
OG0003564	rna41544	transcript_ENSUAMT00000007007, transcript_ENSUAMT00000039604
OG0003565	rna41507	transcript_ENSUAMT00000035730, transcript_ENSUAMT00000016272
OG0003566	rna41455	transcript_ENSUAMT00000009462
OG0003567	rna41414	transcript_ENSUAMT00000037610, transcript_ENSUAMT00000032708
OG0003568	rna41401	transcript_ENSUAMT00000023517, transcript_ENSUAMT00000004287
OG0003569	rna41389	transcript_ENSUAMT00000014750
OG0003570	rna41370	transcript_ENSUAMT00000014080
OG0003571	rna41298	transcript_ENSUAMT00000036665
OG0003572	rna41270	transcript_ENSUAMT00000028692
OG0003573	rna41142	transcript_ENSUAMT00000002407
OG0003574	rna41133	transcript_ENSUAMT00000002442
OG0003575	rna41116	transcript_ENSUAMT00000022321
OG0003582	rna14157	transcript_ENSUAMT00000041694
OG0003583	rna44659	transcript_ENSUAMT00000007453, transcript_ENSUAMT00000004016
OG0003587	rna3198	transcript_ENSUAMT00000016517
OG0003592	id581952, id590452	transcript_ENSUAMT00000022863
OG0003597	rna431	transcript_ENSUAMT00000028412, transcript_ENSUAMT00000005006, transcript_ENSUAMT00000003988, transcript_ENSUAMT00000020897
OG0003599	rna23874	transcript_ENSUAMT00000017500
OG0003599	rna23880	transcript_ENSUAMT00000019229
OG0003601	rna54334, rna54335	transcript_ENSUAMT00000012478, transcript_ENSUAMT00000001592, transcript_ENSUAMT00000016632
OG0003602	rna1084	transcript_ENSUAMT00000000561
OG0003603	rna19215	transcript_ENSUAMT00000034538
OG0003604	rna43732	transcript_ENSUAMT00000003396
OG0003605	rna38048	transcript_ENSUAMT00000040149
OG0003606	rna38041	transcript_ENSUAMT00000025854
OG0003607	rna38038	transcript_ENSUAMT00000024770
OG0003608	rna38037	transcript_ENSUAMT00000038363
OG0003609	rna35193	transcript_ENSUAMT00000041199
OG0003610	rna35175	transcript_ENSUAMT00000027336
OG0003611	rna35168	transcript_ENSUAMT00000007817
OG0003612	rna35167	transcript_ENSUAMT00000014537
OG0003613	rna35166	transcript_ENSUAMT00000014538
OG0003614	rna35165	transcript_ENSUAMT00000014546
OG0003615	rna35164	transcript_ENSUAMT00000016306
OG0003616	rna35162	transcript_ENSUAMT00000016313
OG0003617	rna35161	transcript_ENSUAMT00000016318
OG0003618	rna35158	transcript_ENSUAMT00000016319
OG0003619	rna35150	transcript_ENSUAMT00000016349
OG0003620	rna35148	transcript_ENSUAMT00000016362
OG0003621	rna35143	transcript_ENSUAMT00000016383
OG0003622	rna35142	transcript_ENSUAMT00000016389
OG0003623	rna35123	transcript_ENSUAMT00000018739
OG0003624	rna35118	transcript_ENSUAMT00000033289
OG0003625	rna35114	transcript_ENSUAMT00000033291
OG0003626	rna35109	transcript_ENSUAMT00000010908
OG0003627	rna35101	transcript_ENSUAMT00000010974
OG0003628	rna35094	transcript_ENSUAMT00000029410
OG0003629	rna35089	transcript_ENSUAMT00000029401
OG0003630	rna35083	transcript_ENSUAMT00000029307
OG0003631	rna35078	transcript_ENSUAMT00000017970
OG0003632	rna35077	transcript_ENSUAMT00000033787
OG0003633	rna35072	transcript_ENSUAMT00000032633
OG0003634	rna35071	transcript_ENSUAMT00000023254
OG0003635	rna35060	transcript_ENSUAMT00000039658
OG0003636	rna35053	transcript_ENSUAMT00000039659
OG0003637	rna35052	transcript_ENSUAMT00000039718
OG0003638	rna35050	transcript_ENSUAMT00000005153
OG0003639	rna35049	transcript_ENSUAMT00000033998
OG0003640	rna35044	transcript_ENSUAMT00000012253
OG0003641	rna35043	transcript_ENSUAMT00000012249
OG0003642	rna35040	transcript_ENSUAMT00000012246
OG0003643	rna35038	transcript_ENSUAMT00000012242
OG0003644	rna35036	transcript_ENSUAMT00000012232
OG0003645	rna35034	transcript_ENSUAMT00000012231
OG0003646	rna35031	transcript_ENSUAMT00000015774
OG0003647	rna35018	transcript_ENSUAMT00000031689
OG0003648	rna35017	transcript_ENSUAMT00000031680
OG0003649	rna35012	transcript_ENSUAMT00000031255
OG0003650	rna35006	transcript_ENSUAMT00000031257
OG0003651	rna35001	transcript_ENSUAMT00000002195
OG0003652	rna34991	transcript_ENSUAMT00000016408
OG0003653	rna34977	transcript_ENSUAMT00000037573
OG0003654	rna34971	transcript_ENSUAMT00000037579
OG0003655	rna34965	transcript_ENSUAMT00000037582
OG0003656	rna34962	transcript_ENSUAMT00000037586
OG0003657	rna34958	transcript_ENSUAMT00000037604
OG0003658	rna34956	transcript_ENSUAMT00000037606
OG0003659	rna34955	transcript_ENSUAMT00000037608
OG0003660	rna34946	transcript_ENSUAMT00000037617
OG0003661	rna34933	transcript_ENSUAMT00000038391
OG0003662	rna34931	transcript_ENSUAMT00000038383
OG0003663	rna34926	transcript_ENSUAMT00000038379
OG0003664	rna34923	transcript_ENSUAMT00000034478
OG0003665	rna34921	transcript_ENSUAMT00000007600
OG0003666	rna34919	transcript_ENSUAMT00000009560
OG0003667	rna34916	transcript_ENSUAMT00000009552
OG0003668	rna34915	transcript_ENSUAMT00000009449
OG0003669	rna34910	transcript_ENSUAMT00000009437
OG0003670	rna34907	transcript_ENSUAMT00000009420
OG0003671	rna34906	transcript_ENSUAMT00000009271
OG0003672	rna34900	transcript_ENSUAMT00000009267
OG0003673	rna34896	transcript_ENSUAMT00000009262
OG0003674	rna34883	transcript_ENSUAMT00000038416
OG0003675	rna34882	transcript_ENSUAMT00000038419
OG0003676	rna34881	transcript_ENSUAMT00000038421
OG0003677	rna34880	transcript_ENSUAMT00000038422
OG0003678	rna34878	transcript_ENSUAMT00000038425
OG0003679	rna34876	transcript_ENSUAMT00000038427
OG0003680	rna34875	transcript_ENSUAMT00000038429
OG0003681	rna34871	transcript_ENSUAMT00000038431
OG0003682	rna34869	transcript_ENSUAMT00000007671
OG0003683	rna34868	transcript_ENSUAMT00000031526
OG0003684	rna34864	transcript_ENSUAMT00000002952
OG0003685	rna34863	transcript_ENSUAMT00000011836
OG0003686	rna34862	transcript_ENSUAMT00000011839
OG0003687	rna34861	transcript_ENSUAMT00000011885
OG0003688	rna34860	transcript_ENSUAMT00000011888
OG0003689	rna34859	transcript_ENSUAMT00000011890
OG0003690	rna34855	transcript_ENSUAMT00000000643
OG0003691	rna34851	transcript_ENSUAMT00000029119
OG0003692	rna34849	transcript_ENSUAMT00000029117
OG0003693	rna34847	transcript_ENSUAMT00000039746
OG0003694	rna34844	transcript_ENSUAMT00000039747
OG0003695	rna34843	transcript_ENSUAMT00000039743
OG0003696	rna34841	transcript_ENSUAMT00000032088
OG0003697	rna34839	transcript_ENSUAMT00000032085
OG0003698	rna34837	transcript_ENSUAMT00000032083
OG0003699	rna34834	transcript_ENSUAMT00000007121
OG0003700	rna34833	transcript_ENSUAMT00000035955
OG0003701	rna34832	transcript_ENSUAMT00000035938
OG0003702	rna34831	transcript_ENSUAMT00000035942
OG0003703	rna34827	transcript_ENSUAMT00000035946
OG0003704	rna34816	transcript_ENSUAMT00000012033
OG0003705	rna34813	transcript_ENSUAMT00000012030
OG0003706	rna34805	transcript_ENSUAMT00000012023
OG0003707	rna34804	transcript_ENSUAMT00000012020
OG0003708	rna34797	transcript_ENSUAMT00000012017
OG0003709	rna34792	transcript_ENSUAMT00000013721
OG0003710	rna34773	transcript_ENSUAMT00000007902
OG0003711	rna34766	transcript_ENSUAMT00000007912
OG0003712	rna34759	transcript_ENSUAMT00000026028
OG0003713	rna34758	transcript_ENSUAMT00000026027
OG0003714	rna34757	transcript_ENSUAMT00000026026
OG0003715	rna34741	transcript_ENSUAMT00000026018
OG0003716	rna34740	transcript_ENSUAMT00000026015
OG0003717	rna34739	transcript_ENSUAMT00000026012
OG0003718	rna34733	transcript_ENSUAMT00000014619
OG0003719	rna34723	transcript_ENSUAMT00000006253
OG0003720	rna34722	transcript_ENSUAMT00000006249
OG0003721	rna34721	transcript_ENSUAMT00000006243
OG0003722	rna34719	transcript_ENSUAMT00000006228
OG0003723	rna34718	transcript_ENSUAMT00000006176
OG0003724	rna34717	transcript_ENSUAMT00000005733
OG0003725	rna34708	transcript_ENSUAMT00000012610
OG0003726	rna34703	transcript_ENSUAMT00000020303
OG0003727	rna34701	transcript_ENSUAMT00000020148
OG0003728	rna34699	transcript_ENSUAMT00000020146
OG0003729	rna34698	transcript_ENSUAMT00000020144
