Orthogroup	ursArc.longCDS.prots	ailMel.longCDS.prots
OG0001290	rna43250	rna-XM_011236230.2
OG0001291	rna43251	rna-XM_002928368.4
OG0001291	rna54343	rna-XM_002930718.1
OG0001292	rna43415	rna-XM_034657743.1
OG0001293	rna1922	rna-XM_002913634.4
OG0001293	rna16132	rna-XM_011233354.3
OG0001294	rna18312	rna-XM_034645661.1
OG0001295	rna16763	rna-XM_034658730.1
OG0001295	rna40497	rna-XM_002928067.4
OG0001296	rna17018	rna-XM_034658898.1
OG0001296	rna14941	rna-XM_034643617.1
OG0001297	rna4893	rna-XM_011233527.3
OG0001297	rna37492	rna-XM_011224807.3
OG0001298	rna4877	rna-XM_034659041.1
OG0001299	rna42411	rna-XM_002913029.4
OG0001299	rna4789	rna-XM_019793948.2
OG0001300	rna4689	rna-XM_034659141.1
OG0001300	rna33257	rna-XM_034643052.1
OG0001301	rna33031	rna-XM_034643069.1
OG0001301	rna4630	rna-XM_034659175.1
OG0001302	rna18537	rna-XM_019805509.2
OG0001302	rna4485	rna-XM_019809603.2
OG0001303	rna4405	rna-XM_034659304.1
OG0001303	rna17172	rna-XM_034644791.1
OG0001304	rna4287	rna-XM_034659387.1
OG0001304	rna26573	rna-XM_019799963.2
OG0001305	rna4206, rna4207	rna-XM_034657280.1
OG0001306	rna32717	rna-XM_034643029.1
OG0001306	rna3954	rna-XM_034659594.1
OG0001307	rna3909	rna-XM_034659621.1
OG0001307	rna31087	rna-XM_002921994.4
OG0001308	rna3763	rna-XM_034659684.1
OG0001308	rna3771	rna-XM_034659683.1
OG0001309	rna3634	rna-XM_034659777.1
OG0001309	rna19173	rna-XM_034639753.1
OG0001310	rna25813	rna-XM_002916948.4, rna-XM_034651694.1, rna-XM_034650694.1, rna-XM_034650805.1, rna-XM_034650693.1
OG0001311	id585563	id-LOC105235284
OG0001312	rna53344	rna-XM_034652771.1, rna-XM_034652817.1
OG0001312	rna53343	rna-XM_034653396.1, rna-XM_019794037.2
OG0001313	rna27828	rna-XM_002916922.4
OG0001313	rna40954	rna-XM_034651964.1, rna-XM_034651588.1, rna-XM_034639353.1
OG0001314	rna13653	rna-XM_034651224.1, rna-NM_001304935.1, rna-XM_034651124.1
OG0001315	rna54388, rna54399	rna-XM_034643064.1
OG0001316	rna33041	rna-XM_011234825.3
OG0001316	rna34205	rna-XM_011221305.3
OG0001317	rna50290	rna-XM_002925055.4
OG0001318	rna48533	rna-XM_034642182.1
OG0001319	rna10423	rna-XM_019802274.2
OG0001319	rna21888	rna-XM_002916525.4
OG0001320	rna52751, rna52835	rna-XM_034650210.1, rna-XM_034650390.1, rna-XM_034653491.1
OG0001321	rna10655	rna-XM_034652456.1
OG0001321	rna19327	rna-XM_034641793.1
OG0001322	rna17351	rna-XM_011228879.3
OG0001322	rna35719	rna-XM_002912353.3
OG0001323	rna35499	rna-XM_019810086.2
OG0001323	rna35492	rna-XM_002929408.4
OG0001324	rna30477	rna-XM_019806270.2
OG0001324	rna34203	rna-XM_034669751.1
OG0001325	rna38621	rna-XM_034670320.1
OG0001325	rna30386	rna-XM_034640617.1
OG0001326	rna50977	rna-XM_034655762.1
OG0001327	rna29632	rna-XM_019805167.2
OG0001328	rna29597	rna-XM_002924628.4
OG0001329	rna29444	rna-XM_034640716.1
OG0001329	rna34214	rna-XM_034669739.1
OG0001330	rna29415	rna-XM_034650782.1
OG0001330	rna29420	rna-XM_034640436.1
OG0001331	rna29409	rna-XM_011218195.3
OG0001331	rna29411	rna-XM_034641150.1
OG0001332	rna38835	rna-XM_019805250.2
OG0001332	rna46228	rna-XM_034640706.1, rna-XM_011237345.1
OG0001333	rna122	rna-XM_034654889.1
OG0001334	rna39258	rna-XM_034647312.1
OG0001334	rna39254	rna-XM_034647125.1
OG0001335	rna38322	rna-XM_034671172.1
OG0001335	rna39385	rna-XM_034647276.1
OG0001336	rna37627	rna-XM_034646732.1
OG0001337	rna37629	rna-XM_034647241.1
OG0001338	rna49320	rna-XM_034651800.1, rna-XM_002931301.4
OG0001338	rna49315, rna49307	rna-XM_002931044.2
OG0001339	rna13855	rna-XM_034652349.1, rna-XM_034651403.1
OG0001340	rna42358	rna-XM_011237295.3
OG0001340	rna19635	rna-XM_034653450.1
OG0001341	rna31334, rna31335	rna-XM_034652910.1, rna-XM_002930724.4, rna-XM_034663726.1
OG0001342	rna18132	rna-XM_034652681.1, rna-XM_034650202.1, rna-XM_034650716.1, rna-XM_034651665.1, rna-XM_002922260.4
OG0001343	rna17846	rna-XM_034645831.1
OG0001344	rna54373	rna-XM_034645603.1
OG0001345	rna17542	rna-XM_034645489.1
OG0001345	rna29362	rna-XM_034645600.1
OG0001346	rna17472	rna-XM_034644725.1
OG0001346	rna17473	rna-XM_034644778.1
OG0001347	rna17085	rna-XM_011230116.3
OG0001348	rna49536	rna-XM_019809468.2
OG0001348	rna15313	rna-XM_019795719.2
OG0001349	rna15263	rna-XM_002923310.4
OG0001349	rna29372	rna-XM_034646084.1
OG0001350	rna29347	rna-XM_034645910.1
OG0001350	rna15013	rna-XM_034644141.1
OG0001351	rna14896	rna-XM_034643682.1
OG0001351	rna29258	rna-XM_019801154.2
OG0001352	rna54448	rna-XM_002922687.4
OG0001352	rna49400	rna-XM_002922686.4
OG0001353	rna53773	rna-XM_011232551.3
OG0001354	rna50082	rna-XM_011232550.3
OG0001355	rna30920	rna-XM_019803324.2
OG0001355	rna45263	rna-XM_002916633.4
OG0001356	rna53648	rna-XM_034646422.1
OG0001356	rna53667	rna-XM_011226993.3
OG0001357	rna53487	rna-XM_034650665.1
OG0001358	rna49445, rna49444	rna-XM_034650554.1
OG0001359	rna24274	rna-XM_002912911.4, rna-XM_034650559.1, rna-XM_034650560.1
OG0001360	rna33991, rna34005	rna-XM_034669880.1
OG0001361	rna33931	rna-XM_034669532.1
OG0001361	rna33930	rna-XM_034669938.1
OG0001362	rna47757	rna-XM_034651993.1, rna-XM_034670552.1
OG0001363	rna36549	rna-XM_034666172.1
OG0001363	rna20772	rna-XM_002922790.3
OG0001364	rna54360, rna54359	rna-XM_002931201.3, rna-XM_034652763.1, rna-XM_034652764.1, rna-XM_034652676.1
OG0001365	rna5698	rna-XM_002913702.3
OG0001366	rna21557	rna-XM_034665856.1
OG0001366	rna213	rna-XM_034653984.1
OG0001367	rna21353	rna-XM_002928189.2
OG0001367	rna21352	rna-XM_002928188.2
OG0001368	rna21139	rna-XM_034666170.1
OG0001368	rna36563	rna-XM_002927844.4
OG0001369	rna25875	rna-XM_019809196.2
OG0001369	rna25877	rna-XM_034667726.1
OG0001370	rna25763	rna-XM_034667692.1
OG0001370	rna31350	rna-XM_002919994.4
OG0001371	rna25674	rna-XM_034666794.1
OG0001371	rna31664	rna-XM_034663740.1
OG0001372	rna54289	rna-XM_034666943.1
OG0001373	rna31416	rna-XM_002916321.4
OG0001373	rna35297	rna-XM_002914171.4
OG0001374	rna54469, rna54468	rna-XM_034667675.1, rna-XM_002927270.3, rna-XM_002927269.3
OG0001375	rna49755	rna-XM_002927257.4
OG0001375	rna49754	rna-XM_019807955.1
OG0001376	rna1253	rna-XM_019804351.2
OG0001376	rna38539	rna-XM_034671374.1
OG0001377	rna1623	rna-XM_034663037.1
OG0001377	rna38447	rna-XM_019805024.2
OG0001378	rna38071	rna-XM_034671264.1
OG0001378	rna38075	rna-XM_002924018.4
OG0001379	rna23692, rna54348, rna54347, rna23689	rna-XM_002930270.2
OG0001380	rna21977	rna-XM_002929575.2
OG0001380	rna21972	rna-XM_002929572.2
OG0001381	rna7132	rna-XM_002917688.4
OG0001381	rna24510	rna-XM_002912548.3
OG0001382	rna7475	rna-XM_002929391.4
OG0001382	rna24337	rna-XM_011224602.1
OG0001383	rna53420, rna53338	rna-XM_011218341.2, rna-XM_034648547.1
OG0001384	rna48749	rna-XM_034648625.1
OG0001384	rna48750	rna-XM_019801589.2
OG0001385	rna24847	rna-XM_002929477.1
OG0001385	rna24848	rna-XM_002929478.4
OG0001386	rna419	rna-XM_034662066.1
OG0001387	rna1054	rna-XM_034659589.1
OG0001387	rna40802	rna-XM_034643998.1
OG0001388	rna45715	rna-XM_002929437.4
OG0001388	rna45695	rna-XM_034660244.1
OG0001389	rna1265	rna-XM_034671400.1
OG0001389	rna1267	rna-XM_019804350.2
OG0001390	rna44454, rna44455	rna-XM_034642767.1
OG0001391	id35575	id-LOC100478092, id-LOC109490378
OG0001392	rna41059	rna-XM_034649963.1
OG0001393	rna48067, rna53502	rna-XM_034653514.1
OG0001394	rna8612, rna51974	rna-XM_034655707.1
OG0001395	rna23820	rna-XM_011217213.3
OG0001396	rna23699, rna23702, rna23703	rna-XM_011218296.2
OG0001397	rna41496	rna-XM_011218848.3
OG0001397	rna41497	rna-XM_002914583.4
OG0001398	rna54260, rna54261	rna-XM_034643693.1
OG0001406	rna54505, rna54506, rna52223	rna-XM_011233429.2
OG0001407	rna53715	rna-XM_002929861.4
OG0001408	rna46932	rna-XM_002915588.4, rna-XM_034650224.1, rna-XM_034652914.1
OG0001409	rna11389	rna-XM_002923808.4, rna-XM_034650793.1
OG0001410	rna26418	rna-XM_034650819.1, rna-XM_034650898.1, rna-XM_034650896.1, rna-XM_034671619.1
OG0001411	rna35026	rna-XM_034647614.1, rna-XM_034646841.1, rna-XM_034646510.1
OG0001412	rna20054	rna-XM_002913730.4
OG0001413	rna22935	rna-XM_019809389.2
OG0001414	rna13238	rna-XM_034654001.1, rna-XM_034650276.1, rna-XM_034653286.1, rna-XM_034653278.1
OG0001415	rna20276	rna-XM_034651263.1, rna-XM_011223819.3, rna-XM_034643629.1, rna-XM_034651287.1
OG0001416	rna13132	rna-XM_034651931.1, rna-NM_001304920.1, rna-XM_034651940.1, rna-XM_034650302.1
OG0001417	rna12892	rna-XM_034651047.1, rna-XM_034651888.1, rna-XM_034651413.1, rna-XM_019795855.2
OG0001418	rna12638	rna-XM_034653686.1
OG0001419	rna45883	rna-XM_002927476.4
OG0001420	rna45858	rna-XM_034641722.1
OG0001420	rna45855	rna-XM_034654126.1
OG0001421	rna51539	rna-XM_034643221.1
OG0001421	rna25411	rna-XM_034670948.1
OG0001422	rna34086	rna-XM_034654274.1, rna-XM_002924190.4
OG0001423	rna26796	rna-XM_002917571.4
OG0001424	rna26674	rna-XM_034654492.1
OG0001424	rna2315	rna-XM_034668372.1
OG0001425	rna6377	rna-XM_034642341.1, rna-XM_034640667.1
OG0001426	rna6300	rna-XM_034654809.1
OG0001427	rna32590	rna-XM_019793198.2, rna-XM_034644362.1
OG0001428	rna6091	rna-XM_034650985.1, rna-XM_002920027.4, rna-XM_034650570.1, rna-XM_034651195.1
OG0001429	rna5965	rna-XM_002919128.4, rna-XM_034650696.1, rna-XM_034650698.1, rna-XM_034648772.1
OG0001430	rna5508, rna5506	rna-XM_034655302.1
OG0001431	rna5425	rna-XM_034653090.1, rna-XM_034652476.1, rna-XM_034652725.1, rna-XM_002917438.4
OG0001432	rna2391	rna-XM_011219933.3
OG0001432	rna5225	rna-XM_002922475.4
OG0001433	rna48397	rna-XM_034652368.1, rna-XM_034652251.1, rna-XM_034652168.1, rna-XM_011220920.3
OG0001434	rna38618	rna-XM_034652979.1, rna-XM_034652357.1, rna-XM_011226516.3
OG0001435	rna42896	rna-XM_034653203.1, rna-XM_034652123.1, rna-XM_034652074.1, rna-XM_034657380.1
OG0001436	rna50986	rna-XM_034652154.1, rna-XM_034651991.1, rna-XM_034652137.1, rna-XM_034655761.1
OG0001437	rna8783	rna-XM_034637764.1
OG0001438	rna16314	rna-XM_034658398.1, rna-XM_034652422.1, rna-XM_034652648.1, rna-XM_034652321.1
OG0001439	rna54287, rna54288	rna-XM_034672712.1, rna-XM_034637961.1, rna-XM_034637964.1
OG0001440	rna50877	rna-XM_034672605.1, rna-XM_034672595.1
OG0001441	rna54282, rna54281	rna-XM_034650420.1
OG0001441	rna54087, rna54086	rna-XM_034639133.1
OG0001442	rna50584	rna-XM_019808289.2
OG0001442	rna50578	rna-XM_011235175.3
OG0001443	rna54223, rna54217, rna54224	rna-XM_034639155.1
OG0001444	rna50585	rna-XM_034639069.1
OG0001444	rna50587	rna-XM_019808296.2
OG0001445	rna50699	rna-XM_002929775.4
OG0001446	rna43826	rna-XM_034652498.1, rna-XM_034651841.1, rna-XM_034651845.1, rna-NM_001304873.1
OG0001447	rna46351	rna-XM_034640290.1
OG0001447	rna43931	rna-XM_034638768.1
OG0001448	rna44034	rna-XM_034638995.1
OG0001449	rna44309	rna-XM_002923687.4
OG0001449	rna44310	rna-XM_019804276.2
OG0001450	rna44418	rna-XM_011234942.2
OG0001450	rna19332	rna-XM_011225064.3
OG0001451	rna44492, rna44491	rna-XM_019806564.2
OG0001452	rna9096	rna-XM_034672331.1
OG0001453	rna9331	rna-XM_034652546.1, rna-XM_034652543.1, rna-XM_034652160.1, rna-XM_002923649.4
OG0001454	rna9377	rna-XM_034672487.1, rna-XM_019801506.2
OG0001455	rna9544	rna-XM_019798043.2
OG0001456	rna24406	rna-XM_034656091.1
OG0001458	rna52836, rna52752	rna-XM_034651185.1, rna-XM_034650480.1, rna-XM_034653512.1
OG0001459	rna15670	rna-XM_034651583.1, rna-XM_034652774.1, rna-XM_034652768.1, rna-XM_034644153.1
OG0001460	rna49704	rna-XM_034651863.1, rna-XM_034650666.1, rna-XM_034652257.1, rna-XM_034667304.1
OG0001461	rna54326, rna54325, rna39902	rna-XM_034648828.1
OG0001462	rna39892	rna-XM_034650215.1, rna-XM_034648836.1, rna-XM_034650214.1
OG0001463	rna39767, rna52366	rna-XM_034649572.1
OG0001464	rna53467, rna42221	rna-XM_002920148.4
OG0001465	rna7084	rna-XM_034665078.1
OG0001466	rna19558	rna-XM_002925687.4
OG0001467	rna30577	rna-XM_002913471.4, rna-XM_034650960.1, rna-XM_034650407.1
OG0001468	rna38477	rna-XM_034648903.1
OG0001469	rna53098, rna52889	rna-XM_034649018.1
OG0001470	rna48023	rna-XM_034648889.1
OG0001470	rna11966	rna-XM_034664493.1
OG0001471	rna48040	rna-XM_034652792.1, rna-XM_034650919.1, rna-XM_034651135.1, rna-XM_002930577.4
OG0001472	rna50564	rna-XM_034649877.1
OG0001473	rna40544	rna-XM_034648833.1
OG0001474	rna40663	rna-XM_034651145.1, rna-XM_034652619.1, rna-XM_034651144.1, rna-XM_002916083.4
OG0001475	rna40696	rna-XM_002922564.4
OG0001475	rna52123	rna-XM_002930186.4
OG0001476	rna38980	rna-XM_034649048.1
OG0001477	rna39011	rna-XM_002918587.3
OG0001477	rna7063	rna-XM_034665071.1
OG0001478	rna51681	rna-XM_034651148.1, rna-XM_034650242.1, rna-XM_034652765.1, rna-XM_019809773.2
OG0001479	rna16087	rna-XM_034658246.1
OG0001479	rna51679	rna-XM_034649931.1
OG0001480	rna54050, rna54044	rna-XM_034644862.1, rna-XM_034651768.1, rna-XM_034651832.1
OG0001481	rna3304	rna-XM_034651844.1, rna-XM_034651610.1, rna-XM_002929310.4
OG0001482	rna23585	rna-XM_034651057.1, rna-XM_034650739.1, rna-XM_034651154.1, rna-XM_002914483.4
OG0001483	rna27538	rna-NM_001304903.1, rna-XM_034651371.1, rna-XM_034651248.1, rna-XM_034651276.1
OG0001484	rna28388	rna-XM_034652355.1, rna-XM_034639806.1
OG0001485	rna14966	rna-XM_034652670.1, rna-XM_034650830.1, rna-XM_034652675.1, rna-XM_034643679.1
OG0001486	rna28461	rna-XM_002915027.4
OG0001487	rna44870	rna-XM_011232115.3
OG0001488	rna43043	rna-XM_034660745.1
OG0001489	rna36325	rna-XM_034666345.1
OG0001490	rna36695	rna-XM_034650815.1, rna-XM_034660967.1, rna-XM_034651106.1, rna-XM_034651914.1
OG0001491	rna1118	rna-XM_034651485.1, rna-XM_011221732.3, rna-XM_034661025.1, rna-XM_034667512.1
OG0001492	rna37202	rna-XM_034661336.1
OG0001493	rna14789	rna-XM_011234821.2
OG0001493	rna14792	rna-XM_002927279.4
OG0001494	rna24262	rna-XM_019799110.2
OG0001494	rna14776	rna-XM_002916266.4
OG0001495	rna29740	rna-XM_034650463.1
OG0001496	rna17215	rna-XM_011229906.3
OG0001497	rna23732, rna23742	rna-XM_002926909.1
OG0001498	rna25913	rna-XM_002918574.4, rna-XM_034652540.1, rna-XM_034651153.1, rna-XM_034651084.1
OG0001499	rna10050	rna-XM_034668355.1, rna-XM_034650531.1, rna-XM_034650804.1, rna-XM_034650291.1
OG0001500	rna30430	rna-XM_034650589.1, rna-XM_034650588.1, rna-XM_034650495.1, rna-XM_011233309.3
OG0001501	rna14205	rna-XM_034671403.1
OG0001501	rna19731	rna-XM_034662380.1
OG0001502	rna20359	rna-XM_019795472.2
OG0001502	rna26230	rna-XM_034672012.1
OG0001503	rna20384	rna-XM_002915393.4, rna-XM_034650916.1, rna-XM_034651757.1
OG0001504	rna7932	rna-XM_019809144.2
OG0001505	rna53739, rna8386	rna-XM_034663386.1, rna-XM_034650205.1
OG0001506	rna8398	rna-XM_034650909.1, rna-XM_034652076.1, rna-XM_034663392.1
OG0001507	rna9628	rna-XM_034652560.1, rna-XM_034651129.1, rna-XM_034652159.1, rna-XM_034663411.1
OG0001508	rna54172, rna54173, rna54170, rna54174	rna-XM_034650431.1
OG0001509	rna52844	rna-XM_034663761.1
OG0001509	rna52761	rna-XM_034651999.1, rna-XM_034651983.1
OG0001510	rna23927	rna-XM_034651469.1, rna-XM_034651029.1, rna-XM_034655837.1
OG0001511	rna27205	rna-XM_034652255.1, rna-XM_034652645.1, rna-XM_034652775.1, rna-XM_034667872.1
OG0001512	rna34300	rna-XM_002915709.4
OG0001513	rna33104	rna-XM_034652781.1
OG0001514	rna29913	rna-XM_034650645.1, rna-XM_034650644.1, rna-XM_034650646.1, rna-XM_019792857.2
OG0001515	rna39277	rna-XM_034651819.1, rna-XM_034651611.1, rna-XM_034646960.1
OG0001516	rna4330	rna-XM_034651635.1, rna-XM_034651344.1, rna-XM_002914872.4, rna-XM_034651910.1
OG0001517	rna24173	rna-XM_034651460.1, rna-XM_034651402.1, rna-XM_002926711.4, rna-XM_034663829.1
OG0001518	rna46192	rna-XM_034650417.1, rna-XM_034650416.1, rna-XM_034651945.1, rna-XM_034651464.1, rna-XM_034641645.1
OG0001519	rna53263	rna-XM_034667625.1, rna-XM_034651849.1, rna-XM_034663774.1, rna-XM_034652738.1
OG0001520	rna33400	rna-XM_034653434.1, rna-XM_034650515.1, rna-XM_034670230.1, rna-XM_034651514.1
OG0001521	rna43186	rna-XM_034650899.1, rna-XM_034648521.1, rna-XM_034657158.1
OG0001522	rna54193, rna54187	rna-XM_002930488.4, rna-XM_034652547.1
OG0001523	rna37588	rna-XM_034647333.1
OG0001524	rna4928	rna-XM_019800426.2
OG0001525	rna33230	rna-XM_034643313.1
OG0001525	rna4744	rna-XM_034659091.1
OG0001526	rna42575	rna-XM_002927155.4, rna-XM_002918191.4
OG0001527	rna12040	rna-XM_002922433.4
OG0001528	rna21511	rna-XM_034652248.1, rna-XM_034651685.1, rna-XM_002927870.4, rna-XM_034652065.1
OG0001529	rna26082	rna-XM_034667636.1
OG0001529	rna26081	rna-XM_034652435.1
OG0001530	rna7242	rna-XM_034651856.1, rna-XM_034652492.1, rna-XM_034651068.1, rna-XM_002919112.3
OG0001531	rna27599	rna-XM_034650981.1, rna-XM_034651092.1, rna-XM_034652626.1, rna-XM_019801278.2
OG0001532	rna38985	rna-XM_011217398.3
OG0001533	rna51004	rna-XM_034653303.1
OG0001533	rna51003	rna-XM_034653281.1
OG0001534	rna15641	rna-NM_001304932.1
OG0001535	rna38001	rna-XM_002917026.4
OG0001535	rna14722	rna-XM_034667719.1
OG0001536	rna39226	rna-XM_034642506.1, rna-XM_034642505.1, rna-XM_002924469.4
OG0001537	rna48531	rna-XM_034642541.1
OG0001538	rna37473	rna-XM_034642823.1, rna-XM_034647311.1
OG0001539	rna11122, rna14163	rna-XM_002921221.4
OG0001540	rna26468	rna-XM_034650789.1, rna-XM_034651085.1, rna-XM_034652835.1, rna-XM_034670945.1
OG0001541	rna36095, rna36097	rna-XM_034650119.1, rna-XM_034650183.1
OG0001542	rna53426	rna-XM_034652393.1, rna-XM_034647777.1
OG0001542	rna47893	rna-XM_034647691.1
OG0001543	rna36013	rna-XM_002918024.4
OG0001544	rna35676	rna-XM_019804200.2, rna-XM_034639801.1
OG0001545	rna46330	rna-XM_011225800.3
OG0001546	rna18991	rna-XM_034640534.1
OG0001547	rna18742	rna-XM_002918288.4
OG0001548	rna18624, rna18623	rna-XM_034641449.1
OG0001549	rna52970	rna-XM_011217236.3
OG0001550	rna31300	rna-XM_034650756.1, rna-XM_034650755.1, rna-XM_034651619.1, rna-XM_002915950.4
OG0001551	rna51973	rna-XM_019794057.2, rna-XM_034655706.1
OG0001552	rna39212	rna-XM_011237028.3
OG0001553	rna39310	rna-XM_019805111.2
OG0001554	rna51014	rna-XM_002930756.2
OG0001555	rna39550	rna-XM_011227048.3
OG0001556	rna37557	rna-XM_034647108.1
OG0001557	rna49446	rna-XM_034651763.1, rna-XM_002922697.3
OG0001559	rna17044	rna-XM_002930335.2
OG0001559	rna17043	rna-XM_034644793.1
OG0001560	rna49554	rna-XM_034652627.1, rna-XM_034651568.1, rna-XM_034650656.1, rna-XM_011232201.3
OG0001561	rna28991	rna-XM_002929024.4
OG0001561	rna28990	rna-XM_034651671.1, rna-XM_002929025.4
OG0001562	rna28983	rna-XM_002930383.4
OG0001562	rna28982	rna-XM_011217182.2
OG0001563	rna49292	rna-XM_002931160.4
OG0001564	rna49394	rna-XM_011229231.2
OG0001564	rna49393	rna-XM_002922682.2
OG0001565	rna54323, rna54324	rna-XM_034644820.1
OG0001566	rna45370	rna-XM_034646472.1
OG0001567	rna44969	rna-XM_034650976.1, rna-XM_034650975.1, rna-XM_034652600.1, rna-XM_019800582.2
OG0001568	rna33887	rna-XM_002925815.4
OG0001569	rna33510	rna-XM_002927364.4
OG0001570	rna38787	rna-XM_034670403.1
OG0001571	rna38916	rna-XM_034670503.1
OG0001572	rna47549	rna-XM_034670697.1
OG0001572	rna45896	rna-XM_011233840.3
OG0001573	rna47469	rna-XM_034670739.1, rna-XM_002920155.4
OG0001574	rna47450	rna-XM_034669604.1
OG0001575	rna20581	rna-XM_019803564.2
OG0001576	rna21598	rna-XM_019807389.2
OG0001577	rna21355	rna-XM_002928190.4
OG0001577	rna21359	rna-XM_002928192.2
OG0001578	rna21339	rna-XM_034667713.1
OG0001578	rna21335	rna-XM_002930001.3
OG0001579	rna21163	rna-XM_034666097.1
OG0001580	rna36410	rna-XM_002916270.4
OG0001581	rna36103, rna36102, rna36100	rna-XM_002930700.2
OG0001582	rna48391, rna48392	rna-XM_002916178.4, rna-XM_034665606.1
OG0001583	rna48403, rna17873	rna-XM_011220917.3
OG0001584	rna49930, rna49900	rna-XM_034667638.1, rna-XM_019798894.2
OG0001585	rna25895	rna-XM_002918578.4
OG0001586	rna25692	rna-XM_019805519.2
OG0001587	rna25603	rna-XM_011225199.3
OG0001587	rna25604	rna-XM_011225198.3
OG0001588	rna42783, rna42785	rna-XM_034666950.1
OG0001589	rna42635	rna-XM_034667660.1
OG0001590	rna42464	rna-XM_002928426.4
OG0001591	rna35250	rna-XM_034667243.1
OG0001592	rna49736	rna-XM_034667330.1
OG0001593	rna47106, rna47109	rna-XM_034667401.1
OG0001594	rna38111	rna-XM_034672076.1
OG0001595	rna26357	rna-XM_034672296.1
OG0001596	rna22282	rna-XM_034664030.1
OG0001597	rna31210	rna-XM_002915777.4
OG0001598	rna31337	rna-XM_011217582.2
OG0001598	rna31336	rna-XM_002930722.4
OG0001599	id581955	id-LOC117797297
OG0001600	rna27601	rna-XM_034660653.1, rna-XM_034652176.1, rna-XM_034655665.1
OG0001601	rna36115, rna36122	rna-XM_034638083.1
OG0001602	rna1765	rna-XM_034639906.1
OG0001602	rna24439	rna-XM_002912620.3
OG0001603	rna2664, rna2655	rna-XM_034644600.1, rna-XM_034644796.1
OG0001604	rna3259	rna-XM_002921830.2
OG0001604	rna3258	rna-XM_002921819.4
OG0001605	rna53476	rna-XM_034639434.1
OG0001607	rna53451, rna54233, rna53318, rna53390	rna-XM_034653295.1, rna-XM_034652807.1
OG0001608	id578900	id-LOC117797824
OG0001609	rna23969	rna-XM_019801723.2, rna-XM_034655859.1
OG0001610	rna27717, rna13330	rna-XM_019794976.2
OG0001611	rna40385	rna-XM_002920341.4
OG0001612	rna54401, rna54400, rna53952, rna53951	rna-XM_034643692.1
OG0001622	rna25377	rna-XM_034652060.1, rna-XM_034652509.1, rna-XM_034671754.1
OG0001623	rna44005	rna-XM_034651804.1, rna-XM_034652207.1, rna-XM_002923044.4
OG0001624	rna46627	rna-XM_034651020.1, rna-XM_034652767.1, rna-XM_002920916.4
OG0001625	rna44461	rna-XM_034652012.1, rna-XM_034652054.1, rna-XM_002925842.4
OG0001626	rna35179	rna-XM_002915631.4
OG0001627	rna35046	rna-NM_001304880.1
OG0001628	rna34980	rna-XM_002913285.4
OG0001628	rna34979	rna-XM_034645044.1
OG0001629	rna34974	rna-XM_034651232.1, rna-XM_034651471.1, rna-XM_034646871.1
OG0001630	rna34947	rna-XM_034653254.1, rna-XM_034653255.1, rna-XM_002913293.4
