Orthogroup	ursArc.longCDS.prots	homSap.longCDS.prots
OG0001102	rna237	ENST00000417133.6
OG0001103	rna36247	ENST00000409314.5
OG0001103	rna14146	ENST00000435817.6
OG0001105	rna25151	ENST00000508593.5
OG0001105	rna48329	ENST00000389906.6
OG0001106	rna48395, rna54377	ENST00000360759.3, ENST00000623991.1
OG0001107	rna48457	ENST00000256190.12
OG0001107	rna41151	ENST00000380817.7
OG0001108	rna25737	ENST00000361833.6
OG0001108	rna31236	ENST00000313400.8
OG0001109	rna25736	ENST00000361539.4
OG0001109	rna35424	ENST00000367462.4
OG0001110	rna25723	ENST00000367635.7
OG0001110	rna31424	ENST00000259351.9
OG0001111	rna25686	ENST00000367468.9
OG0001111	rna31311	ENST00000619306.4
OG0001112	rna25570	ENST00000263726.3
OG0001112	rna31837	ENST00000371746.7
OG0001113	rna31368	ENST00000446480.5
OG0001113	rna42742	ENST00000367387.5
OG0001114	rna31371	ENST00000373600.7
OG0001114	rna42741	ENST00000367385.8
OG0001115	rna15272	ENST00000552330.5
OG0001115	rna42677	ENST00000367306.5
OG0001116	rna35353	ENST00000366910.9
OG0001116	rna35355	ENST00000366913.7
OG0001117	rna49748	ENST00000368147.8
OG0001117	rna31549	ENST00000630866.1
OG0001118	rna47399	ENST00000368680.3
OG0001118	rna22162	ENST00000342694.6
OG0001119	rna38507	ENST00000354700.9
OG0001119	rna1226	ENST00000326793.10
OG0001120	rna12025	ENST00000340059.11
OG0001120	rna38426	ENST00000419816.6
OG0001121	rna1535	ENST00000471841.5
OG0001121	rna38177	ENST00000444836.5
OG0001122	rna24306	ENST00000398844.6
OG0001122	rna14240	ENST00000504968.6
OG0001123	rna23977	ENST00000308158.9
OG0001123	rna14227	ENST00000296486.7
OG0001124	rna26129	ENST00000296422.11
OG0001124	rna26126	ENST00000362026.7
OG0001125	rna23907	ENST00000261951.8
OG0001125	rna26462	ENST00000512485.5
OG0001126	rna6922	ENST00000282344.10
OG0001126	rna25275	ENST00000441222.7
OG0001127	rna25201	ENST00000295448.7
OG0001127	rna14126	ENST00000505689.5
OG0001128	rna25097	ENST00000308979.6
OG0001128	rna25098	ENST00000436693.6
OG0001129	rna48068, rna48074	ENST00000320848.6, ENST00000320912.8
OG0001130	rna7578	ENST00000261574.9
OG0001130	rna22570	ENST00000259569.5
OG0001131	rna21964	ENST00000374767.4
OG0001131	rna21959	ENST00000374762.3
OG0001132	rna31645	ENST00000351698.4
OG0001132	rna31644	ENST00000259339.6
OG0001133	rna7231	ENST00000430805.6
OG0001133	rna7198	ENST00000258646.3
OG0001134	rna7356	ENST00000379483.3
OG0001134	rna7357	ENST00000379485.1
OG0001135	rna7488	ENST00000377208.6
OG0001135	rna14074	ENST00000230732.4
OG0001137	rna48833	ENST00000216341.8
OG0001137	rna48831	ENST00000216338.8
OG0001138	id581361	ENST00000390437.2, ENST00000390433.1, ENST00000390442.3
OG0001139	rna24893, rna24894	ENST00000323319.6, ENST00000541814.1
OG0001140	rna25017	ENST00000403665.6
OG0001140	rna25015	ENST00000511608.5
OG0001142	rna207	ENST00000398600.6
OG0001142	rna210	ENST00000330714.7
OG0001143	rna1393	ENST00000296252.8
OG0001143	rna556	ENST00000344577.6
OG0001144	rna558	ENST00000332191.12
OG0001144	rna563	ENST00000464233.5
OG0001145	rna22708	ENST00000344204.8
OG0001145	rna1072	ENST00000360013.7
OG0001146	rna11977	ENST00000232892.11
OG0001146	rna11976	ENST00000356517.3
OG0001147	rna2629	ENST00000348438.8
OG0001147	rna29728	ENST00000398285.7, ENST00000634540.1
OG0001148	rna2680	ENST00000324472.8
OG0001148	rna2679	ENST00000638088.1
OG0001149	rna3210	ENST00000265310.5
OG0001149	rna3209	ENST00000359396.7
OG0001150	rna12170	ENST00000361355.8, ENST00000622339.4, ENST00000370079.3, ENST00000370080.7, ENST00000370083.8
OG0001151	rna23780	ENST00000317861.1
OG0001152	rna23783	ENST00000355728.2
OG0001152	rna23784	ENST00000366474.1
OG0001153	rna23796	ENST00000343414.5
OG0001153	rna51021	ENST00000320065.1
OG0001155	rna23833	ENST00000340184.8, ENST00000342868.6, ENST00000244519.6, ENST00000527422.5, ENST00000289361.10, ENST00000327705.13
OG0001156	rna24493	ENST00000230771.7
OG0001156	rna24492	ENST00000504156.5
OG0001157	rna53874, rna53297, rna53463	ENST00000457222.6, ENST00000451548.5, ENST00000320701.8, ENST00000428845.6, ENST00000287721.13, ENST00000426950.6
OG0001164	rna50433	ENST00000316448.9
OG0001165	rna34312	ENST00000523483.5
OG0001166	rna34695	ENST00000373586.1
OG0001167	rna34446	ENST00000617690.2
OG0001167	rna3466	ENST00000404666.6
OG0001168	rna13093	ENST00000262746.5
OG0001169	rna53918	ENST00000620131.1, ENST00000371904.8, ENST00000334194.3
OG0001170	rna13009	ENST00000236495.9
OG0001170	rna39635	ENST00000395647.6
OG0001171	rna17982	ENST00000320756.6
OG0001171	rna12913	ENST00000371470.7
OG0001172	rna12609	ENST00000357731.9
OG0001172	rna926	ENST00000333617.8
OG0001173	rna2932	ENST00000249344.6
OG0001173	rna46779	ENST00000369795.7
OG0001174	rna23632	ENST00000373025.7
OG0001175	rna43134	ENST00000327473.8
OG0001175	rna48938	ENST00000368910.3
OG0001176	rna48864	ENST00000388718.5
OG0001177	rna26648	ENST00000389484.7
OG0001177	rna15548	ENST00000243077.7
OG0001178	rna6490	ENST00000408978.8
OG0001178	rna40703	ENST00000265944.9
OG0001179	rna6242, rna39035	ENST00000424728.5
OG0001180	rna45508	ENST00000374694.2
OG0001180	rna5842	ENST00000295417.3
OG0001181	rna1689	ENST00000275493.6
OG0001181	rna5786	ENST00000342788.8
OG0001182	rna38051	ENST00000375375.7
OG0001182	rna5581	ENST00000392069.6
OG0001183	rna5420	ENST00000412128.1
OG0001184	rna46002	ENST00000331483.8
OG0001185	rna4554	ENST00000539945.5
OG0001187	rna37991	ENST00000553521.5
OG0001188	rna16859	ENST00000273223.10
OG0001189	rna27169	ENST00000268125.9
OG0001190	rna32146	ENST00000343948.8
OG0001190	rna32150	ENST00000434748.2
OG0001191	rna32195	ENST00000448750.7
OG0001192	rna15873	ENST00000596272.5
OG0001193	rna33908	ENST00000223167.4
OG0001193	rna32448	ENST00000228841.12
OG0001194	rna35877	ENST00000261716.7
OG0001194	rna32559	ENST00000419821.6
OG0001195	rna46865	ENST00000406486.8
OG0001196	rna46937	ENST00000216101.6
OG0001196	rna35689	ENST00000603017.1
OG0001198	rna39397	ENST00000316199.10
OG0001200	rna50918	ENST00000560055.5
OG0001202	rna50618	ENST00000270590.4, ENST00000339223.4, ENST00000340023.6, ENST00000595042.5
OG0001203	rna50675	ENST00000321424.7, ENST00000317643.10, ENST00000440804.7, ENST00000291707.7, ENST00000425629.7
OG0001204	rna44160	ENST00000391958.6
OG0001204	rna44161	ENST00000621083.4
OG0001205	rna43664	ENST00000476166.5
OG0001205	rna46509	ENST00000604255.5
OG0001206	rna8846	ENST00000311303.7
OG0001206	rna1450	ENST00000334444.10
OG0001207	rna8951	ENST00000219833.12
OG0001207	rna22623	ENST00000270349.11
OG0001208	rna28243	ENST00000259915.12, ENST00000465342.3
OG0001209	rna9508	ENST00000282849.9
OG0001209	rna22638	ENST00000274181.7
OG0001210	rna9590	ENST00000433866.6
OG0001211	rna8740	ENST00000309893.3
OG0001212	rna8676	ENST00000311528.9
OG0001213	rna39958	ENST00000300026.3
OG0001216	rna25599	ENST00000331872.10
OG0001217	rna23058	ENST00000237163.9
OG0001218	rna53824	ENST00000318749.7
OG0001219	rna40325	ENST00000267970.8
OG0001220	rna39791, rna53424	ENST00000383036.1, ENST00000380712.7
OG0001221	rna39753	ENST00000316715.8
OG0001222	rna42144	ENST00000429584.2
OG0001222	rna33017	ENST00000262238.8
OG0001223	rna42098, rna42099	ENST00000602297.1
OG0001224	rna30531	ENST00000357033.8
OG0001224	rna20754	ENST00000367545.7
OG0001225	rna30619	ENST00000625837.2
OG0001225	rna52372	ENST00000360160.8
OG0001226	rna30659	ENST00000611820.4
OG0001226	rna52373	ENST00000545955.5
OG0001227	rna30771	ENST00000337852.10
OG0001227	rna40860	ENST00000354919.10
OG0001228	rna30840	ENST00000374971.1, ENST00000374968.8, ENST00000289619.9, ENST00000376141.5, ENST00000374951.5
OG0001229	rna42044, rna42046	ENST00000544091.1
OG0001230	rna39210	ENST00000572383.1
OG0001231	rna53277	ENST00000372780.5, ENST00000372629.4
OG0001232	rna24285	ENST00000265339.6
OG0001232	rna40676	ENST00000371558.6
OG0001233	rna1819, rna38987	ENST00000415076.6
OG0001234	rna53357	ENST00000639893.1
OG0001234	rna7157	ENST00000311234.8
OG0001235	rna7618, rna41627	ENST00000376387.4
OG0001236	rna21057	ENST00000346299.9
OG0001236	rna49880	ENST00000445323.6
OG0001237	rna51680	ENST00000218104.5
OG0001237	rna17601	ENST00000308666.3
OG0001238	rna51647	ENST00000369951.8, ENST00000369929.8, ENST00000599405.3, ENST00000595290.5
OG0001239	rna841	ENST00000283290.9
OG0001241	rna6342, rna6341	ENST00000408939.3, ENST00000355689.5
OG0001242	rna34894	ENST00000619352.4
OG0001243	rna21188	ENST00000263574.9
OG0001244	rna54221, rna54219	ENST00000400752.5
OG0001247	rna28210, rna28207	ENST00000274764.4
OG0001248	rna28568	ENST00000379052.9
OG0001248	rna19433	ENST00000356208.9
OG0001249	rna28480, rna28481	ENST00000495262.5
OG0001250	rna28420	ENST00000426790.1, ENST00000544303.1, ENST00000306609.4, ENST00000306882.4, ENST00000328908.9
OG0001251	rna44741	ENST00000639725.1, ENST00000344700.7
OG0001252	rna41176	ENST00000330651.10
OG0001252	rna44812	ENST00000229795.7
OG0001253	rna39956	ENST00000325881.8
OG0001253	rna24103	ENST00000395451.8
OG0001254	rna47367	ENST00000368567.4
OG0001254	rna36885, rna50690	ENST00000462430.5
OG0001255	rna24056	ENST00000539542.5
OG0001255	rna36675	ENST00000543779.6
OG0001256	rna27624	ENST00000297109.10
OG0001256	rna37105	ENST00000296504.3
OG0001257	rna14793	ENST00000329314.5
OG0001258	rna35840	ENST00000394938.8
OG0001259	rna7101	ENST00000280481.8
OG0001259	rna14553	ENST00000329798.5
OG0001260	rna7343	ENST00000379406.7
OG0001260	rna14501	ENST00000296543.9
OG0001261	rna22234, rna22233	ENST00000378788.3
OG0001262	rna11934, rna11936	ENST00000264613.10
OG0001263	rna11528	ENST00000307839.9
OG0001264	rna32781	ENST00000555030.5
OG0001265	rna11206	ENST00000436261.5, ENST00000426540.5
OG0001266	rna45668	ENST00000415585.6
OG0001266	rna19754	ENST00000331173.5
OG0001267	rna19849	ENST00000366653.5
OG0001267	rna31116	ENST00000338969.9
OG0001268	rna4343	ENST00000634650.1
OG0001268	rna43727	ENST00000260762.10
OG0001269	rna24553	ENST00000424479.6
OG0001269	rna8328	ENST00000398250.5
OG0001270	rna8417	ENST00000494792.1, ENST00000368836.6
OG0001271	rna27436	ENST00000261751.7
OG0001271	rna47325	ENST00000636034.1
OG0001272	rna27402	ENST00000419573.7
OG0001272	rna13685	ENST00000265080.8
OG0001273	rna27302	ENST00000261721.8
OG0001273	rna42967	ENST00000255608.8
OG0001274	rna34122, rna27277	ENST00000558397.1
OG0001275	rna27041	ENST00000268070.8
OG0001275	rna24168	ENST00000274487.8
OG0001276	rna27020	ENST00000622483.4
OG0001276	rna37070	ENST00000545128.5
OG0001277	rna27016	ENST00000335968.7
OG0001277	rna22776	ENST00000455217.6
OG0001278	rna10234	ENST00000517490.5
OG0001279	rna10045, rna33846, rna3374	ENST00000521291.5
OG0001280	rna9966	ENST00000522368.5
OG0001280	rna3399	ENST00000360566.6
OG0001281	rna9939	ENST00000436393.6
OG0001281	rna23186	ENST00000521978.5
OG0001282	rna9793	ENST00000303924.4
OG0001282	rna9304	ENST00000569188.5
OG0001283	rna42987	ENST00000602676.6
OG0001285	rna15813	ENST00000222247.9
OG0001286	rna23625	ENST00000394253.7
OG0001286	rna15077	ENST00000258499.7
OG0001287	rna32716	ENST00000483017.7
OG0001287	rna23543	ENST00000274990.4
OG0001289	rna22517	ENST00000397581.6
OG0001290	rna43250	ENST00000329753.5, ENST00000381394.8, ENST00000333843.8, ENST00000381393.3, ENST00000636986.1
OG0001291	rna43251, rna54343	ENST00000324060.2
OG0001292	rna43415	ENST00000253107.11
OG0001293	rna1922	ENST00000265717.4
OG0001293	rna16132	ENST00000265563.12
OG0001294	rna18312	ENST00000546231.6
OG0001295	rna16763	ENST00000256460.7
OG0001295	rna40497	ENST00000619168.4
OG0001296	rna17018	ENST00000273450.7
OG0001296	rna14941	ENST00000258494.13
OG0001297	rna4893	ENST00000264972.9
OG0001297	rna37492	ENST00000375754.8
OG0001298	rna4877	ENST00000443120.5
OG0001299	rna42411	ENST00000247182.6
OG0001299	rna4789	ENST00000303077.6
OG0001300	rna4689	ENST00000356458.6
OG0001300	rna33257	ENST00000554922.5
OG0001301	rna33031	ENST00000357195.7
OG0001301	rna4630	ENST00000335712.10
OG0001302	rna18537	ENST00000217270.3
OG0001302	rna4485	ENST00000303786.4
OG0001303	rna4405	ENST00000303577.6
OG0001303	rna17172	ENST00000359462.9
OG0001304	rna4287	ENST00000346834.8
OG0001304	rna26573	ENST00000425175.5
OG0001305	rna4206, rna4207	ENST00000393897.6, ENST00000409839.7
OG0001306	rna32717	ENST00000331320.11
OG0001306	rna3954	ENST00000405094.1
OG0001307	rna3909	ENST00000395035.3
OG0001307	rna31087	ENST00000395834.5
OG0001308	rna3763	ENST00000295055.12
OG0001308	rna3771	ENST00000403897.3
OG0001309	rna3634	ENST00000302909.3
OG0001309	rna19173	ENST00000372861.4
OG0001310	rna25813	ENST00000340385.5
OG0001311	id585563	ENST00000390428.3, ENST00000390466.1, ENST00000390449.3, ENST00000390445.2
OG0001313	rna27828, rna40954	ENST00000519374.5
OG0001314	rna13653	ENST00000296674.12
OG0001315	rna54398	ENST00000238609.3
OG0001315	rna54388, rna54399	ENST00000616764.4
OG0001316	rna33041	ENST00000216277.12
OG0001316	rna34205	ENST00000404991.1
OG0001317	rna50290	ENST00000248923.8, ENST00000401924.5, ENST00000286890.8, ENST00000618722.4, ENST00000619998.1
OG0001318	rna48533	ENST00000332710.8
OG0001319	rna10423	ENST00000306084.6
OG0001319	rna21888	ENST00000374517.5
OG0001320	rna52751, rna52835	ENST00000612714.1
OG0001321	rna10655	ENST00000306851.9
OG0001321	rna19327	ENST00000371711.4
OG0001322	rna17351	ENST00000228468.8
OG0001322	rna35719	ENST00000225823.6
OG0001323	rna35499	ENST00000225275.3
OG0001323	rna35492	ENST00000225371.5
OG0001324	rna30477	ENST00000262065.7
OG0001324	rna34203	ENST00000404774.7
OG0001325	rna38621	ENST00000261381.6
OG0001325	rna30386	ENST00000017003.6
OG0001326	rna50977	ENST00000272164.5
OG0001327	rna29632	ENST00000392886.6, ENST00000309894.5, ENST00000332800.7, ENST00000329882.8, ENST00000323322.9
OG0001328	rna24884, rna29597	ENST00000330459.7
OG0001329	rna29444	ENST00000392650.7
OG0001329	rna34214	ENST00000404826.6
OG0001330	rna29415, rna29420	ENST00000330793.1, ENST00000360141.7
OG0001332	rna38835, rna46228	ENST00000327490.7
OG0001333	rna122	ENST00000620528.4, ENST00000291577.10
OG0001334	rna39258	ENST00000269299.7
OG0001334	rna39254	ENST00000254868.8
OG0001335	rna38322	ENST00000054666.10
OG0001335	rna39385	ENST00000488857.5
OG0001336	rna37627	ENST00000356521.8, ENST00000259199.8, ENST00000377391.7, ENST00000382405.7, ENST00000360171.10
OG0001337	rna37629	ENST00000306507.6, ENST00000382500.3, ENST00000377413.2, ENST00000377420.1, ENST00000622588.1, ENST00000342833.3
OG0001339	rna13855	ENST00000354833.7, ENST00000380750.7
OG0001340	rna42358	ENST00000395686.7
OG0001340	rna19635	ENST00000354619.9
OG0001341	rna31334, rna31335	ENST00000259466.1, ENST00000373684.1
OG0001342	rna18132	ENST00000229270.8
OG0001343	rna17846	ENST00000256958.2, ENST00000421593.6, ENST00000593147.5, ENST00000381545.7, ENST00000540229.1
OG0001344	rna54373, rna45634, rna17761	ENST00000458174.6
OG0001345	rna17542	ENST00000437801.6
OG0001345	rna29362	ENST00000298925.9
OG0001346	rna17472, rna17473	ENST00000310248.3
OG0001347	rna17085	ENST00000552218.5
OG0001347	rna30284	ENST00000621465.4
OG0001348	rna49536	ENST00000250018.6
OG0001348	rna15313	ENST00000333850.3
OG0001349	rna15263	ENST00000397909.6
OG0001349	rna29372	ENST00000527559.6
OG0001350	rna29347	ENST00000256737.7
OG0001350	rna15013	ENST00000392977.7
OG0001351	rna14896	ENST00000280758.9
OG0001351	rna29258	ENST00000435224.2
OG0001352	rna54448, rna49400	ENST00000326855.2
OG0001353	rna50083, rna53773	ENST00000525380.1, ENST00000244930.5
OG0001354	rna50082	ENST00000244926.3, ENST00000306238.3, ENST00000358585.2
OG0001355	rna30920	ENST00000362031.8
OG0001355	rna45263	ENST00000308342.6
OG0001356	rna53648, rna53667	ENST00000534030.1
OG0001357	rna53487	ENST00000223293.9
OG0001358	rna49445	ENST00000311591.3
OG0001358	rna49444	ENST00000335397.3
OG0001359	rna24274	ENST00000353411.10, ENST00000519718.1
OG0001360	rna33991, rna34005	ENST00000198536.6
OG0001361	rna33931	ENST00000379442.7
OG0001361	rna33930	ENST00000306151.8
OG0001362	rna47757	ENST00000262306.11
OG0001363	rna36549	ENST00000305447.4
OG0001363	rna20772	ENST00000361719.6
OG0001365	rna11312	ENST00000273179.9
OG0001365	rna5698	ENST00000428361.5
OG0001366	rna21557	ENST00000321322.6
OG0001366	rna213	ENST00000400454.5
OG0001367	rna21353	ENST00000357821.2
OG0001367	rna21352	ENST00000624618.1
OG0001368	rna21139	ENST00000534061.5
OG0001368	rna36563	ENST00000256999.6
OG0001369	rna25875, rna25877	ENST00000367755.8
OG0001370	rna25763	ENST00000251507.8
OG0001370	rna31350	ENST00000373647.8
OG0001371	rna25674	ENST00000271588.8
OG0001371	rna31664	ENST00000624552.3
OG0001372	rna54289	ENST00000367049.8, ENST00000508064.6
OG0001373	rna31416	ENST00000355497.9
OG0001373	rna35297	ENST00000342310.7
OG0001375	rna49755, rna49754	ENST00000368152.1
OG0001376	rna1253	ENST00000232424.3
OG0001376	rna38539	ENST00000428771.6
OG0001377	rna1623	ENST00000295797.4
OG0001377	rna38447	ENST00000378567.7
OG0001378	rna38071	ENST00000375448.4
OG0001378	rna38075	ENST00000375471.4
OG0001380	rna21977, rna21972	ENST00000334726.3
OG0001381	rna7132	ENST00000338625.8
OG0001381	rna24510	ENST00000239451.6
OG0001382	rna7475, rna24337	ENST00000355619.9
OG0001383	rna53420, rna53338	ENST00000315519.2
OG0001384	rna48749, rna48750	ENST00000344777.11
OG0001385	rna24847, rna24848	ENST00000396806.3
OG0001386	rna420	ENST00000334055.4
OG0001386	rna419	ENST00000334058.2, ENST00000334151.2, ENST00000334063.5, ENST00000390689.2, ENST00000334849.2
OG0001387	rna1054	ENST00000383657.9
OG0001387	rna40802	ENST00000361271.7
OG0001388	rna45715	ENST00000341189.8
OG0001388	rna45695	ENST00000423738.4
OG0001389	rna1265	ENST00000342695.8
OG0001389	rna1267	ENST00000342358.8
OG0001390	rna44454, rna44455	ENST00000378626.4, ENST00000314980.4
OG0001391	id35575	ENST00000633705.1, ENST00000466254.1
OG0001392	rna26752	ENST00000614681.1
OG0001392	rna41059	ENST00000340368.8
OG0001393	rna48067, rna53502	ENST00000334036.9, ENST00000595412.5
OG0001394	rna8612, rna51974	ENST00000302084.3
OG0001395	rna23820, rna51005	ENST00000472952.3
OG0001396	rna23699, rna23702, rna23703	ENST00000357627.1
OG0001397	rna41496, rna41497	ENST00000402255.5
OG0001398	rna54260, rna54261	ENST00000253255.6
OG0001400	rna37439	ENST00000429984.4, ENST00000429828.5, ENST00000381707.6, ENST00000381697.6, ENST00000253262.8, ENST00000372322.3
OG0001402	rna53760, rna53761, rna53347	ENST00000331723.1
OG0001403	rna52591, rna53392	ENST00000542433.1
OG0001403	rna52590	ENST00000303532.1
OG0001406	rna54505, rna54506, rna52223	ENST00000341449.3
OG0001407	rna53715	ENST00000248073.2
OG0001408	rna46932	ENST00000414183.6
OG0001409	rna11389	ENST00000405570.5
OG0001410	rna26418	ENST00000295470.9
OG0001411	rna35026	ENST00000492112.2
OG0001412	rna20054	ENST00000242465.3
OG0001413	rna22935	ENST00000196371.9
OG0001414	rna13238	ENST00000436427.1
OG0001415	rna20276	ENST00000440692.5
OG0001416	rna13132	ENST00000396651.7
OG0001417	rna12892	ENST00000234831.9
OG0001418	rna12638	ENST00000370950.7
OG0001419	rna45883	ENST00000369716.8, ENST00000241356.4
OG0001420	rna45858, rna45855	ENST00000369626.7
OG0001421	rna51539, rna25411	ENST00000226413.4
OG0001422	rna34086	ENST00000449683.5
OG0001423	rna26796	ENST00000426077.2
OG0001424	rna26674	ENST00000272643.7
OG0001424	rna2315	ENST00000423059.8
OG0001425	rna6377	ENST00000313173.5
OG0001426	rna6300	ENST00000589042.5
OG0001427	rna32590	ENST00000229379.2
OG0001428	rna6091	ENST00000335508.10
OG0001429	rna5965	ENST00000409368.5
OG0001430	rna5508, rna5506	ENST00000425817.5
OG0001431	rna5425	ENST00000322723.8
OG0001432	rna2391	ENST00000242261.5
OG0001432	rna5225	ENST00000448943.2
OG0001433	rna48397	ENST00000533626.5
OG0001434	rna38618	ENST00000567078.2, ENST00000304414.11
OG0001435	rna42896	ENST00000414651.3
OG0001436	rna50986	ENST00000435153.5
OG0001437	rna8783	ENST00000253452.6
OG0001438	rna16314	ENST00000355852.6
OG0001440	rna50877	ENST00000355524.7, ENST00000291890.8
