Orthogroup	homSap.longCDS.prots	ursMar.longCDS.prots
OG0003109	ENST00000380361.7, ENST00000262518.8	rna4948
OG0003110	ENST00000380412.6	rna4933
OG0003111	ENST00000395384.8, ENST00000449759.1	rna4915
OG0003112	ENST00000609618.2, ENST00000567659.3	rna4903
OG0003113	ENST00000320330.7, ENST00000562285.1	rna4902
OG0003114	ENST00000395353.5	rna4901
OG0003115	ENST00000308768.9	rna4888
OG0003116	ENST00000330181.9, ENST00000251303.10	rna4853
OG0003117	ENST00000635887.1, ENST00000636147.1	rna4844
OG0003118	ENST00000398944.7, ENST00000566501.5	rna4843
OG0003119	ENST00000320805.8	rna4832
OG0003120	ENST00000399069.7	rna4794
OG0003121	ENST00000256797.8	rna18674
OG0003122	ENST00000300087.6	rna18676
OG0003123	ENST00000543948.5	rna18733, rna32348
OG0003124	ENST00000261377.10	rna18751
OG0003125	ENST00000636554.1	rna32320
OG0003126	ENST00000311895.7	rna18568
OG0003127	ENST00000356957.7	rna18553
OG0003128	ENST00000575135.5	rna18537
OG0003129	ENST00000219478.10	rna18468
OG0003130	ENST00000572467.5, ENST00000251166.8	rna18450
OG0003131	ENST00000576985.5	rna18355
OG0003132	ENST00000396925.1	rna18345
OG0003133	ENST00000572006.1	rna18329
OG0003134	ENST00000564543.1, ENST00000293970.9	rna18307
OG0003135	ENST00000293973.1	rna8208, rna18306
OG0003136	ENST00000326181.10	rna18291
OG0003137	ENST00000399753.2	rna18269
OG0003138	ENST00000382666.5	rna23864, rna18265
OG0003139	ENST00000454337.1, ENST00000397412.7	rna18256
OG0003140	ENST00000402301.5	rna18239
OG0003141	ENST00000444498.5	rna18194
OG0003142	ENST00000399932.7, ENST00000600536.1	rna18182
OG0003143	ENST00000369562.8, ENST00000507897.5	rna736
OG0003144	ENST00000308807.11, ENST00000369329.7	rna776
OG0003145	ENST00000410073.1	rna21821
OG0003146	ENST00000369278.4	rna27473
OG0003147	ENST00000317357.9	rna27398
OG0003148	ENST00000193322.7	rna27390
OG0003149	ENST00000368662.9	rna28840
OG0003150	ENST00000606080.1	rna11967
OG0003151	ENST00000319550.8	rna11965
OG0003152	ENST00000243222.8	rna11966
OG0003153	ENST00000420283.2	rna11949
OG0003154	ENST00000452085.7	rna11940
OG0003155	ENST00000368602.3	rna11936
OG0003156	ENST00000368599.3	rna11937
OG0003157	ENST00000368596.3	rna11935
OG0003158	ENST00000466444.6	rna11932
OG0003159	ENST00000368576.7	rna11929
OG0003160	ENST00000368557.5	rna11927
OG0003161	ENST00000310357.7	rna11924
OG0003162	ENST00000467125.1, ENST00000368498.6	rna11919
OG0003163	ENST00000368468.3	rna11903
OG0003164	ENST00000275162.9	rna11885
OG0003165	ENST00000525778.5, ENST00000481848.6	rna11856
OG0003166	ENST00000296978.3	rna11838
OG0003167	ENST00000230050.3	rna11795
OG0003168	ENST00000440869.6, ENST00000545614.1	rna16294
OG0003169	ENST00000454207.2, ENST00000367576.5	rna16291
OG0003170	ENST00000355585.8	rna8729
OG0003171	ENST00000308192.13, ENST00000316300.9	rna8683
OG0003172	ENST00000366898.5	rna8672
OG0003173	ENST00000326446.9	rna6904
OG0003174	ENST00000361731.3	rna8664
OG0003175	ENST00000360961.10	rna8663
OG0003176	ENST00000620173.4, ENST00000507747.1	rna8654
OG0003177	ENST00000230256.7	rna8648
OG0003178	ENST00000400822.7	rna36067, rna8645
OG0003179	ENST00000283309.10	rna8638
OG0003180	ENST00000541970.5	rna8589
OG0003182	ENST00000377263.5	rna16139
OG0003183	ENST00000396020.7	rna1490
OG0003184	ENST00000296658.3	rna10387
OG0003185	ENST00000368033.7	rna22685
OG0003186	ENST00000371989.7	rna32416
OG0003187	ENST00000222481.8	rna28479
OG0003188	ENST00000264313.10	rna23551
OG0003189	ENST00000260227.4, ENST00000380390.5	rna10738
OG0003190	ENST00000302259.4, ENST00000480945.5	rna10720
OG0003191	ENST00000616540.4, ENST00000622211.4	rna10652
OG0003192	ENST00000527616.1, ENST00000304298.3	rna10644
OG0003193	ENST00000280362.7	rna10622
OG0003194	ENST00000615285.4	rna10616
OG0003195	ENST00000200135.7	rna10608
OG0003196	ENST00000355556.6	rna10601
OG0003197	ENST00000335953.8	rna10600
OG0003198	ENST00000544347.1, ENST00000375490.9	rna10595
OG0003199	ENST00000611665.4	rna10593
OG0003200	ENST00000292079.6, ENST00000614497.5	rna10560
OG0003201	ENST00000529335.6	rna10559
OG0003202	ENST00000264029.8	rna10528
OG0003203	ENST00000336702.7	rna32406, rna10495
OG0003204	ENST00000531945.1	rna10412
OG0003206	ENST00000278927.9	rna8382, rna8379
OG0003207	ENST00000529051.5	rna8388, rna8387
OG0003208	ENST00000278742.5	rna8482
OG0003209	ENST00000433060.2	rna8557
OG0003210	ENST00000243673.6	rna8547
OG0003211	ENST00000639724.1, ENST00000638767.1	rna8542
OG0003212	ENST00000400588.5, ENST00000361507.4	rna30240
OG0003213	ENST00000281030.2	rna30231
OG0003214	ENST00000260045.7	rna30199
OG0003215	ENST00000310473.7	rna30156, rna32392
OG0003216	ENST00000616714.4	rna30071
OG0003217	ENST00000450052.3, ENST00000312614.4	rna30052
OG0003220	ENST00000640959.1, ENST00000254616.10	rna34037
OG0003221	ENST00000338569.2, ENST00000307401.5	rna34026
OG0003222	ENST00000299459.2	rna34016, rna35886
OG0003223	ENST00000305253.8	rna35859
OG0003224	ENST00000272134.5, ENST00000366820.9	rna1691
OG0003225	ENST00000366542.5	rna1613
OG0003226	ENST00000536534.6	rna1609
OG0003227	ENST00000419583.2	rna1606
OG0003228	ENST00000366548.7	rna1605
OG0003229	ENST00000366559.8	rna1598
OG0003230	ENST00000366560.3	rna1597
OG0003231	ENST00000318160.4	rna1587
OG0003232	ENST00000367874.4	rna1584
OG0003233	ENST00000367818.3, ENST00000367819.2	rna1772
OG0003234	ENST00000367808.7	rna1781
OG0003235	ENST00000367511.3	rna1952
OG0003236	ENST00000367001.4	rna23261
OG0003237	ENST00000322875.8	rna23305, rna23310
OG0003238	ENST00000622580.4	rna4717
OG0003239	ENST00000391959.5	rna4748, rna4749
OG0003240	ENST00000367267.5	rna4750
OG0003242	ENST00000308302.3	rna4791
OG0003243	ENST00000367187.7	rna21314
OG0003244	ENST00000421743.6	rna5379
OG0003245	ENST00000531221.5, ENST00000367969.8	rna5416
OG0003246	ENST00000368003.5	rna22668
OG0003247	ENST00000368020.5	rna22678
OG0003248	ENST00000536779.5, ENST00000368099.8	rna22721
OG0003249	ENST00000368102.5, ENST00000368100.1	rna22723
OG0003250	ENST00000368194.7	rna17938, rna33270
OG0003251	ENST00000368206.5	rna17955
OG0003252	ENST00000368276.8, ENST00000368273.8	rna17986
OG0003253	ENST00000368339.9, ENST00000368331.5	rna18010
OG0003254	ENST00000368352.9	rna18015
OG0003255	ENST00000271857.6	rna18114
OG0003256	ENST00000338591.7	rna34788
OG0003257	ENST00000453464.2	rna34781
OG0003258	ENST00000360001.10	rna34774
OG0003259	ENST00000400809.7	rna34755
OG0003260	ENST00000482352.1	rna34756
OG0003261	ENST00000407249.7, ENST00000378633.5	rna34745
OG0003262	ENST00000617444.4, ENST00000246421.4	rna34740
OG0003263	ENST00000638771.1	rna30617
OG0003264	ENST00000303635.11	rna16182
OG0003265	ENST00000400906.1, ENST00000377424.8	rna16154
OG0003266	ENST00000302692.6	rna16145
OG0003267	ENST00000343090.10	rna16127
OG0003268	ENST00000240185.7, ENST00000614757.4	rna16112
OG0003269	ENST00000375949.4	rna16046
OG0003270	ENST00000331433.4, ENST00000375679.8	rna16027
OG0003271	ENST00000375592.7	rna16019
OG0003272	ENST00000375541.9	rna16011
OG0003273	ENST00000265164.6	rna9815
OG0003274	ENST00000296424.8	rna30043
OG0003275	ENST00000336904.7	rna29933
OG0003276	ENST00000302174.8	rna28811
OG0003277	ENST00000273920.7	rna14370
OG0003278	ENST00000311638.7	rna14296
OG0003279	ENST00000226524.3, ENST00000296029.3	rna14279
OG0003280	ENST00000254801.8	rna14237
OG0003282	ENST00000257290.9, ENST00000507166.5	rna23584
OG0003283	ENST00000226382.3	rna30116, rna23510
OG0003284	ENST00000316423.10	rna23491
OG0003285	ENST00000381897.5	rna23486
OG0003286	ENST00000381967.8	rna23448
OG0003287	ENST00000264864.7, ENST00000512921.4	rna5553
OG0003288	ENST00000330852.9	rna5467
OG0003289	ENST00000420658.5	rna2941
OG0003290	ENST00000344733.9	rna2919
OG0003291	ENST00000290902.9	rna2865
OG0003292	ENST00000297145.8	rna6413
OG0003294	ENST00000361611.10	rna33582
OG0003295	ENST00000263245.9	rna25210
OG0003296	ENST00000310677.8	rna31751
OG0003297	ENST00000380534.8	rna10287
OG0003298	ENST00000404796.2, ENST00000580900.5	rna16311
OG0003299	ENST00000360538.6	rna16362
OG0003300	ENST00000561882.1, ENST00000297988.5	rna16384
OG0003301	ENST00000556278.1, ENST00000555003.5	rna16422
OG0003302	ENST00000603640.6	rna16431
OG0003303	ENST00000377960.8	rna30662
OG0003304	ENST00000464497.5	rna30664
OG0003305	ENST00000269205.5, ENST00000377716.6	rna30698
OG0003306	ENST00000540557.1, ENST00000377707.3	rna30705
OG0003307	ENST00000262457.6	rna30753
OG0003308	ENST00000374879.4, ENST00000502978.1	rna30759
OG0003309	ENST00000361820.3	rna34279, rna30774
OG0003310	ENST00000286398.11	rna30777
OG0003311	ENST00000374530.7, ENST00000434623.6	rna30830
OG0003312	ENST00000374428.1	rna30844
OG0003313	ENST00000313525.3, ENST00000374294.3	rna30850
OG0003314	ENST00000356083.7	rna30919
OG0003315	ENST00000307564.8	rna32643, rna20711
OG0003316	ENST00000373371.7	rna20542
OG0003317	ENST00000342483.5, ENST00000619044.1	rna20538
OG0003318	ENST00000419060.5	rna20526
OG0003319	ENST00000373289.3	rna20525
OG0003320	ENST00000421699.6	rna20502
OG0003321	ENST00000308941.9	rna20475
OG0003322	ENST00000372577.2, ENST00000482796.1	rna20473
OG0003323	ENST00000372398.5	rna20443
OG0003324	ENST00000372264.3	rna20425
OG0003325	ENST00000393061.7	rna32423
OG0003326	ENST00000354753.7	rna26645
OG0003327	ENST00000371732.9	rna26646
OG0003328	ENST00000298532.2	rna26647
OG0003329	ENST00000357365.7	rna26648
OG0003330	ENST00000371717.7	rna26649
OG0003331	ENST00000371712.3	rna26652
OG0003332	ENST00000313050.11	rna26653
OG0003333	ENST00000277541.6	rna26655
OG0003334	ENST00000371699.5	rna26659
OG0003335	ENST00000371696.6	rna26661
OG0003336	ENST00000371692.8	rna26667
OG0003337	ENST00000290079.8	rna26674
OG0003338	ENST00000338005.6	rna26675
OG0003339	ENST00000371663.10	rna26676
OG0003340	ENST00000247665.11	rna26677
OG0003341	ENST00000247668.6	rna26680
OG0003342	ENST00000325285.7	rna26681
OG0003343	ENST00000224181.3	rna26682
OG0003344	ENST00000371620.3	rna26685
OG0003345	ENST00000494426.1	rna26686
OG0003346	ENST00000314412.6	rna26688
OG0003347	ENST00000355097.6	rna26695
OG0003348	ENST00000371546.8	rna26702
OG0003349	ENST00000413619.2	rna26703
OG0003350	ENST00000323927.2	rna26704
OG0003351	ENST00000322310.9	rna26705
OG0003352	ENST00000409012.4	rna26706
OG0003353	ENST00000343666.5	rna26707
OG0003354	ENST00000371521.8	rna26708
OG0003355	ENST00000391553.2	rna26709
OG0003356	ENST00000409414.1	rna26710
OG0003358	ENST00000538474.5	rna26711
OG0003359	ENST00000344774.5	rna26713
OG0003360	ENST00000388931.7	rna26715
OG0003361	ENST00000343053.4	rna26716
OG0003362	ENST00000340951.8	rna26717
OG0003363	ENST00000341349.6	rna26718
OG0003364	ENST00000371506.6	rna26719
OG0003365	ENST00000371475.7	rna26724
OG0003366	ENST00000371443.5	rna26726
OG0003367	ENST00000277540.6	rna26727
OG0003368	ENST00000298585.2	rna26728
OG0003369	ENST00000371421.8	rna26729
OG0003370	ENST00000460843.5	rna26732
OG0003371	ENST00000382141.4, ENST00000424834.6	rna12941
OG0003372	ENST00000311549.10	rna12974
OG0003373	ENST00000399396.7	rna13044
OG0003374	ENST00000618007.4, ENST00000400230.6	rna29668
OG0003375	ENST00000627615.1, ENST00000441843.5	rna29546
OG0003376	ENST00000379480.8	rna29509
OG0003377	ENST00000535286.5	rna29485
OG0003378	ENST00000409204.4, ENST00000409186.1	rna29483
OG0003379	ENST00000638147.1, ENST00000636183.1	rna6556
OG0003380	ENST00000376414.4	rna4586
OG0003381	ENST00000267294.4	rna4573
OG0003382	ENST00000400198.7	rna4552
OG0003383	ENST00000257347.8	rna4530
OG0003384	ENST00000267339.6	rna4528
OG0003385	ENST00000375559.7, ENST00000342783.4	rna4508
OG0003386	ENST00000375370.9, ENST00000310125.4	rna4479
OG0003387	ENST00000555283.1, ENST00000556526.1	rna35699
OG0003388	ENST00000320704.3, ENST00000540461.1	rna35708
OG0003389	ENST00000298690.4, ENST00000308227.2	rna34182
OG0003392	ENST00000206474.11, ENST00000555074.1	rna33576
OG0003393	ENST00000408907.3	rna33583
OG0003394	ENST00000553781.5, ENST00000250405.9	rna33596
OG0003395	ENST00000622501.4	rna33612
OG0003396	ENST00000559411.5, ENST00000313250.9	rna31711
OG0003397	ENST00000558325.2, ENST00000267426.5	rna31720
OG0003398	ENST00000615264.4	rna31723
OG0003399	ENST00000558468.1, ENST00000324103.10	rna31725
OG0003400	ENST00000288087.11, ENST00000534348.5	rna31739
OG0003401	ENST00000554411.5	rna31749
OG0003402	ENST00000555591.1, ENST00000216274.9	rna31752
OG0003403	ENST00000250378.7	rna31761
OG0003404	ENST00000216336.2	rna31763
OG0003405	ENST00000539826.6	rna33432
OG0003406	ENST00000557565.1, ENST00000534898.8	rna1569
OG0003407	ENST00000342213.2	rna1533
OG0003408	ENST00000298097.7	rna35628, rna1517
OG0003409	ENST00000361462.6	rna32356, rna1502
OG0003410	ENST00000297440.10	rna19987
OG0003411	ENST00000261047.7	rna29290
OG0003413	ENST00000314357.3, ENST00000318124.3	rna28767
OG0003414	ENST00000335186.2, ENST00000335479.2	rna28764
OG0003415	ENST00000334773.6, ENST00000335510.6	rna28763
OG0003416	ENST00000514827.1, ENST00000623183.1	rna31814
OG0003418	ENST00000199814.8	rna13397
OG0003419	ENST00000524591.6	rna33929
OG0003420	ENST00000523534.5	rna33992
OG0003421	ENST00000286479.3, ENST00000545197.2	rna28905
OG0003422	ENST00000265421.8	rna28942
OG0003423	ENST00000396987.7	rna28952
OG0003424	ENST00000379957.8	rna6495
OG0003425	ENST00000256261.8	rna33979
OG0003426	ENST00000633192.1	rna6070
OG0003427	ENST00000355680.7	rna33152
OG0003428	ENST00000349485.9	rna33178
OG0003429	ENST00000345496.6	rna33194
OG0003430	ENST00000270172.7, ENST00000624081.1	rna33208
OG0003431	ENST00000400379.7, ENST00000612610.4	rna33209
OG0003432	ENST00000291576.11, ENST00000617716.3	rna33212
OG0003433	ENST00000613488.2, ENST00000270162.6	rna33221
OG0003434	ENST00000624934.3, ENST00000398158.5	rna33227
OG0003435	ENST00000354250.6	rna33235
OG0003436	ENST00000291526.4	rna33246
OG0003437	ENST00000355666.5	rna24062
OG0003438	ENST00000618699.2, ENST00000432085.5	rna24013
OG0003439	ENST00000410005.1, ENST00000613894.3	rna24012
OG0003440	ENST00000290299.6, ENST00000429238.2	rna24002
OG0003441	ENST00000290200.6, ENST00000433395.6	rna23971
OG0003442	ENST00000394140.8	rna24151
OG0003443	ENST00000283285.9	rna29283
OG0003444	ENST00000317012.4	rna29284
OG0003445	ENST00000490594.1, ENST00000295622.5	rna31108
OG0003446	ENST00000621776.4	rna31067
OG0003447	ENST00000477892.5	rna31048
OG0003448	ENST00000464300.6	rna31038
OG0003449	ENST00000184183.8, ENST00000514116.5	rna31020
OG0003450	ENST00000311127.8	rna31011
OG0003451	ENST00000325318.9, ENST00000431391.1	rna31272
OG0003452	ENST00000409690.3	rna31244
OG0003453	ENST00000321256.9, ENST00000639756.1	rna31230
OG0003454	ENST00000372956.2, ENST00000331428.5	rna23808
OG0003455	ENST00000618156.4, ENST00000522232.2	rna31217
OG0003456	ENST00000392432.6	rna27594
OG0003457	ENST00000296280.10	rna27652, rna32375
OG0003458	ENST00000418776.1, ENST00000439351.5	rna27686
OG0003459	ENST00000265593.8	rna27729
OG0003460	ENST00000639401.1, ENST00000317096.8	rna27754
OG0003461	ENST00000478244.5, ENST00000292782.8	rna27783
OG0003462	ENST00000420517.6, ENST00000614557.1	rna27819
OG0003463	ENST00000326448.11, ENST00000483754.1	rna2976
OG0003464	ENST00000482804.1, ENST00000485419.7	rna2983
OG0003465	ENST00000480820.5	rna2995
OG0003466	ENST00000468694.5	rna25822
OG0003467	ENST00000345378.6	rna25816
OG0003468	ENST00000381083.8	rna25791
OG0003469	ENST00000331803.8, ENST00000605860.5	rna25781
OG0003470	ENST00000453200.5, ENST00000603700.1	rna25826
OG0003471	ENST00000403058.5	rna25862
OG0003472	ENST00000205402.9	rna25892
OG0003473	ENST00000440859.7, ENST00000323684.3	rna25897
OG0003474	ENST00000297205.6, ENST00000404369.8	rna5998
OG0003475	ENST00000620985.4, ENST00000318238.8	rna6036
OG0003476	ENST00000005178.5	rna6073
OG0003477	ENST00000637807.1, ENST00000242057.8	rna6167
OG0003478	ENST00000404625.5	rna6207
OG0003479	ENST00000409980.5	rna6296
OG0003480	ENST00000447769.1	rna6398
OG0003481	ENST00000249299.6	rna28372
OG0003482	ENST00000471770.5	rna28399
OG0003483	ENST00000223023.4	rna28402
OG0003484	ENST00000446477.6	rna28431
OG0003485	ENST00000332690.1	rna18858
OG0003486	ENST00000378115.2, ENST00000056217.9	rna18831
OG0003487	ENST00000376597.8	rna11732
OG0003488	ENST00000297375.4	rna8795
OG0003489	ENST00000407559.7	rna8772
OG0003490	ENST00000266719.3	rna7727
OG0003491	ENST00000257979.4	rna3643
OG0003492	ENST00000266718.4	rna7729
OG0003493	ENST00000398186.4	rna13221
OG0003494	ENST00000354546.9	rna13377
OG0003495	ENST00000614328.4	rna3652
OG0003496	ENST00000435202.5, ENST00000341206.8	rna26670
OG0003497	ENST00000619537.4, ENST00000291554.6	rna33225
OG0003498	ENST00000284551.10	rna31148, rna31149
OG0003499	ENST00000366738.5	rna31152
OG0003500	ENST00000292586.10	rna32525
OG0003501	ENST00000427199.2, ENST00000282382.8	rna32458
OG0003502	ENST00000601302.3, ENST00000634632.1	rna32450
OG0003503	ENST00000515256.5	rna20790
OG0003504	ENST00000379380.8	rna20731
OG0003505	ENST00000618155.2, ENST00000515823.2	rna12350
OG0003506	ENST00000360839.6, ENST00000532219.5	rna12332
OG0003507	ENST00000302014.10	rna12320
OG0003508	ENST00000506502.2, ENST00000265271.6	rna12208
OG0003509	ENST00000274400.9, ENST00000510979.5	rna12062
OG0003510	ENST00000380707.8, ENST00000380743.8	rna12059
OG0003511	ENST00000545377.5	rna12032
OG0003512	ENST00000247655.3	rna22820
OG0003513	ENST00000395965.7	rna22881
OG0003514	ENST00000513200.7	rna22888, rna22890
OG0003515	ENST00000380005.8	rna22913
OG0003516	ENST00000237853.8	rna22918
OG0003517	ENST00000296754.7	rna22928
OG0003518	ENST00000520401.1, ENST00000257430.8	rna27355
OG0003519	ENST00000311755.3, ENST00000274787.2	rna13159
OG0003520	ENST00000585477.1, ENST00000311086.8	rna13183
OG0003521	ENST00000523047.3	rna13225
OG0003522	ENST00000352433.9, ENST00000504686.1	rna13269
OG0003523	ENST00000518802.5	rna13294
OG0003524	ENST00000329271.7	rna13433
OG0003525	ENST00000230658.11	rna13487, rna35200
OG0003526	ENST00000618457.4	rna13612
OG0003527	ENST00000382038.6	rna13617
OG0003528	ENST00000382065.7, ENST00000382079.3	rna13622
OG0003529	ENST00000330120.4, ENST00000368318.4	rna13628
OG0003530	ENST00000283441.12, ENST00000508859.6	rna31696
OG0003531	ENST00000291592.5	rna33203
OG0003532	ENST00000434715.7	rna3706
OG0003533	ENST00000370378.5, ENST00000636805.1	rna19316
OG0003534	ENST00000381344.7, ENST00000277517.1	rna25069
OG0003535	ENST00000378937.7	rna27957
OG0003536	ENST00000378572.7, ENST00000601460.5	rna12767
OG0003537	ENST00000449193.6	rna12846
OG0003538	ENST00000376980.7	rna12848
OG0003539	ENST00000602390.5, ENST00000376663.7	rna12851
OG0003540	ENST00000376215.9	rna32660
OG0003541	ENST00000376142.6	rna32652
OG0003542	ENST00000375318.3, ENST00000375500.7	rna35937
OG0003543	ENST00000550412.5, ENST00000548925.5	rna3580
OG0003544	ENST00000546837.5, ENST00000317269.7	rna3587
OG0003545	ENST00000303305.10, ENST00000548861.1	rna3607
OG0003546	ENST00000549318.5, ENST00000273308.8	rna3625
OG0003547	ENST00000403821.6, ENST00000548184.1	rna3687
OG0003548	ENST00000300209.12, ENST00000471530.5	rna3726
OG0003549	ENST00000286424.12, ENST00000539652.1	rna3774
OG0003550	ENST00000344096.3	rna3786
OG0003551	ENST00000550536.5, ENST00000550437.1	rna3819
OG0003552	ENST00000308086.2, ENST00000548802.1	rna3842
OG0003553	ENST00000344636.4	rna7746
OG0003553	ENST00000397833.3	rna7745
OG0003554	ENST00000322209.4, ENST00000337179.9	rna7749
OG0003555	ENST00000188312.6	rna28339
OG0003556	ENST00000388887.6	rna28294
OG0003557	ENST00000549934.2	rna28266
OG0003558	ENST00000333437.4	rna32353
OG0003559	ENST00000392830.6	rna28236
OG0003560	ENST00000358763.6	rna28220
OG0003561	ENST00000216223.9	rna28142
OG0003562	ENST00000455236.4, ENST00000438329.5	rna28122
OG0003563	ENST00000381669.7	rna28097
OG0003564	ENST00000332509.7	rna28096
