Orthogroup	homSap.longCDS.prots	ursArc.longCDS.prots
OG0001365	ENST00000273179.9	rna11312
OG0001365	ENST00000428361.5	rna5698
OG0001366	ENST00000321322.6	rna21557
OG0001366	ENST00000400454.5	rna213
OG0001367	ENST00000357821.2	rna21353
OG0001367	ENST00000624618.1	rna21352
OG0001368	ENST00000534061.5	rna21139
OG0001368	ENST00000256999.6	rna36563
OG0001369	ENST00000367755.8	rna25875, rna25877
OG0001370	ENST00000251507.8	rna25763
OG0001370	ENST00000373647.8	rna31350
OG0001371	ENST00000271588.8	rna25674
OG0001371	ENST00000624552.3	rna31664
OG0001372	ENST00000367049.8, ENST00000508064.6	rna54289
OG0001373	ENST00000355497.9	rna31416
OG0001373	ENST00000342310.7	rna35297
OG0001375	ENST00000368152.1	rna49755, rna49754
OG0001376	ENST00000232424.3	rna1253
OG0001376	ENST00000428771.6	rna38539
OG0001377	ENST00000295797.4	rna1623
OG0001377	ENST00000378567.7	rna38447
OG0001378	ENST00000375448.4	rna38071
OG0001378	ENST00000375471.4	rna38075
OG0001380	ENST00000334726.3	rna21977, rna21972
OG0001381	ENST00000338625.8	rna7132
OG0001381	ENST00000239451.6	rna24510
OG0001382	ENST00000355619.9	rna7475, rna24337
OG0001383	ENST00000315519.2	rna53420, rna53338
OG0001384	ENST00000344777.11	rna48749, rna48750
OG0001385	ENST00000396806.3	rna24847, rna24848
OG0001386	ENST00000334055.4	rna420
OG0001386	ENST00000334058.2, ENST00000334151.2, ENST00000334063.5, ENST00000390689.2, ENST00000334849.2	rna419
OG0001387	ENST00000383657.9	rna1054
OG0001387	ENST00000361271.7	rna40802
OG0001388	ENST00000341189.8	rna45715
OG0001388	ENST00000423738.4	rna45695
OG0001389	ENST00000342695.8	rna1265
OG0001389	ENST00000342358.8	rna1267
OG0001390	ENST00000378626.4, ENST00000314980.4	rna44454, rna44455
OG0001391	ENST00000633705.1, ENST00000466254.1	id35575
OG0001392	ENST00000614681.1	rna26752
OG0001392	ENST00000340368.8	rna41059
OG0001393	ENST00000334036.9, ENST00000595412.5	rna48067, rna53502
OG0001394	ENST00000302084.3	rna8612, rna51974
OG0001395	ENST00000472952.3	rna23820, rna51005
OG0001396	ENST00000357627.1	rna23699, rna23702, rna23703
OG0001397	ENST00000402255.5	rna41496, rna41497
OG0001398	ENST00000253255.6	rna54260, rna54261
OG0001400	ENST00000429984.4, ENST00000429828.5, ENST00000381707.6, ENST00000381697.6, ENST00000253262.8, ENST00000372322.3	rna37439
OG0001402	ENST00000331723.1	rna53760, rna53761, rna53347
OG0001403	ENST00000542433.1	rna52591, rna53392
OG0001403	ENST00000303532.1	rna52590
OG0001406	ENST00000341449.3	rna54505, rna54506, rna52223
OG0001407	ENST00000248073.2	rna53715
OG0001408	ENST00000414183.6	rna46932
OG0001409	ENST00000405570.5	rna11389
OG0001410	ENST00000295470.9	rna26418
OG0001411	ENST00000492112.2	rna35026
OG0001412	ENST00000242465.3	rna20054
OG0001413	ENST00000196371.9	rna22935
OG0001414	ENST00000436427.1	rna13238
OG0001415	ENST00000440692.5	rna20276
OG0001416	ENST00000396651.7	rna13132
OG0001417	ENST00000234831.9	rna12892
OG0001418	ENST00000370950.7	rna12638
OG0001419	ENST00000369716.8, ENST00000241356.4	rna45883
OG0001420	ENST00000369626.7	rna45858, rna45855
OG0001421	ENST00000226413.4	rna51539, rna25411
OG0001422	ENST00000449683.5	rna34086
OG0001423	ENST00000426077.2	rna26796
OG0001424	ENST00000272643.7	rna26674
OG0001424	ENST00000423059.8	rna2315
OG0001425	ENST00000313173.5	rna6377
OG0001426	ENST00000589042.5	rna6300
OG0001427	ENST00000229379.2	rna32590
OG0001428	ENST00000335508.10	rna6091
OG0001429	ENST00000409368.5	rna5965
OG0001430	ENST00000425817.5	rna5508, rna5506
OG0001431	ENST00000322723.8	rna5425
OG0001432	ENST00000242261.5	rna2391
OG0001432	ENST00000448943.2	rna5225
OG0001433	ENST00000533626.5	rna48397
OG0001434	ENST00000567078.2, ENST00000304414.11	rna38618
OG0001435	ENST00000414651.3	rna42896
OG0001436	ENST00000435153.5	rna50986
OG0001437	ENST00000253452.6	rna8783
OG0001438	ENST00000355852.6	rna16314
OG0001440	ENST00000355524.7, ENST00000291890.8	rna50877
OG0001442	ENST00000598513.5	rna50584, rna50578
OG0001443	ENST00000307435.10, ENST00000512047.2	rna54223, rna54217, rna54224
OG0001445	ENST00000301420.2	rna50699
OG0001446	ENST00000467825.2	rna43826
OG0001447	ENST00000293190.9	rna46351
OG0001447	ENST00000263269.3	rna43931
OG0001448	ENST00000341415.2, ENST00000434646.6, ENST00000377697.1, ENST00000437936.1	rna44034
OG0001450	ENST00000333625.2	rna44418, rna19332
OG0001451	ENST00000447313.6	rna44492, rna44491
OG0001452	ENST00000268603.8	rna9096
OG0001453	ENST00000219313.8	rna9331
OG0001454	ENST00000288177.9, ENST00000561908.1, ENST00000292562.11	rna9377
OG0001455	ENST00000640345.1, ENST00000564536.2, ENST00000315467.8	rna9544
OG0001456	ENST00000502929.5	rna24406
OG0001458	ENST00000316144.5	rna52836, rna52752
OG0001459	ENST00000420846.7	rna15670
OG0001460	ENST00000368096.5	rna49704
OG0001461	ENST00000390665.8_PAR_Y, ENST00000390665.8	rna54326, rna54325, rna39902
OG0001462	ENST00000381297.9_PAR_Y, ENST00000381297.9	rna39892
OG0001463	ENST00000464506.1	rna39767, rna52366
OG0001464	ENST00000380122.9	rna53467, rna42221
OG0001465	ENST00000475892.5	rna7084
OG0001466	ENST00000370177.1	rna19558
OG0001467	ENST00000286824.6, ENST00000465127.1	rna30577
OG0001468	ENST00000291386.3	rna38477
OG0001469	ENST00000485287.5, ENST00000599522.6	rna53098
OG0001469	ENST00000173898.11	rna52889
OG0001470	ENST00000374080.7	rna48023
OG0001470	ENST00000474524.5	rna11966
OG0001471	ENST00000373719.7	rna48040
OG0001472	ENST00000600991.5	rna50564
OG0001473	ENST00000315660.8	rna40544
OG0001474	ENST00000217971.7	rna40663
OG0001475	ENST00000371410.4	rna40696
OG0001475	ENST00000343684.3	rna52123
OG0001476	ENST00000632600.1, ENST00000632372.2	rna38983, rna38980
OG0001477	ENST00000503173.5	rna39011, rna7063
OG0001478	ENST00000458587.6	rna51681
OG0001479	ENST00000296440.10	rna16087
OG0001479	ENST00000538966.5	rna51679
OG0001480	ENST00000257264.3	rna54050, rna54044
OG0001481	ENST00000304921.9	rna3304
OG0001482	ENST00000230381.6	rna23585
OG0001483	ENST00000401695.7	rna27538
OG0001484	ENST00000419065.6	rna28388
OG0001485	ENST00000299767.9	rna14966
OG0001486	ENST00000397457.6	rna28461
OG0001487	ENST00000373509.5	rna44870
OG0001487	ENST00000360612.4	rna41207
OG0001488	ENST00000221561.12	rna43043
OG0001489	ENST00000532972.5	rna36325
OG0001490	ENST00000261837.11	rna36695
OG0001491	ENST00000464167.5	rna1118
OG0001492	ENST00000305188.12	rna37202
OG0001493	ENST00000512596.5	rna14789, rna14792
OG0001494	ENST00000265342.11	rna24262
OG0001494	ENST00000306100.9	rna14776
OG0001495	ENST00000320254.5, ENST00000576629.5, ENST00000319651.9, ENST00000327564.11	rna29740
OG0001496	ENST00000388837.6	rna17215
OG0001498	ENST00000367816.5	rna25913
OG0001499	ENST00000619747.1	rna10050
OG0001500	ENST00000499247.2	rna30430
OG0001501	ENST00000265174.4	rna14205
OG0001501	ENST00000456849.1	rna19731
OG0001502	ENST00000327946.11	rna20359
OG0001502	ENST00000282020.8	rna26230
OG0001503	ENST00000328078.2, ENST00000277865.4	rna20384
OG0001504	ENST00000224807.9	rna7932
OG0001505	ENST00000481909.1	rna53739, rna8386
OG0001506	ENST00000241305.3	rna8398
OG0001507	ENST00000323851.11	rna9628
OG0001508	ENST00000371579.6	rna54172, rna54173, rna54170, rna54174
OG0001509	ENST00000224073.5	rna52844, rna52761
OG0001510	ENST00000504734.5	rna23927
OG0001511	ENST00000330062.7	rna27205
OG0001512	ENST00000397762.5	rna52584
OG0001512	ENST00000262646.11	rna34300
OG0001513	ENST00000554723.5, ENST00000553483.3	rna33104
OG0001514	ENST00000586277.5	rna29913
OG0001515	ENST00000520547.3, ENST00000572815.5	rna39277
OG0001516	ENST00000258091.9	rna4330
OG0001517	ENST00000304043.9	rna24173
OG0001518	ENST00000392485.2	rna46192
OG0001519	ENST00000361367.6	rna53263
OG0001520	ENST00000289968.10	rna33400
OG0001521	ENST00000579649.5	rna43186
OG0001522	ENST00000458379.6, ENST00000252675.6, ENST00000592563.1	rna54193, rna54187
OG0001523	ENST00000327064.8	rna43479, rna37588
OG0001524	ENST00000338148.7, ENST00000424491.5, ENST00000410042.1	rna4928
OG0001525	ENST00000282146.4	rna33230
OG0001525	ENST00000327876.4	rna4744
OG0001526	ENST00000414487.6	rna42575
OG0001527	ENST00000467789.5	rna12040
OG0001528	ENST00000359415.8	rna21511
OG0001529	ENST00000407071.6	rna26082, rna26081
OG0001530	ENST00000378565.9	rna7242
OG0001531	ENST00000231061.8	rna27599
OG0001532	ENST00000360028.3, ENST00000371126.2	rna38986, rna38985
OG0001534	ENST00000356464.9	rna15641
OG0001535	ENST00000557016.5	rna38001, rna14722
OG0001536	ENST00000270586.7	rna39226
OG0001537	ENST00000457347.6	rna35516
OG0001537	ENST00000455843.5	rna48531
OG0001538	ENST00000314355.6	rna37473
OG0001539	ENST00000340533.8	rna11122, rna14163
OG0001540	ENST00000237654.8	rna26468
OG0001543	ENST00000400359.4	rna32711
OG0001543	ENST00000268989.7	rna36013
OG0001544	ENST00000610751.4, ENST00000617897.1, ENST00000615050.1	rna35676
OG0001545	ENST00000322444.6	rna47739, rna46330
OG0001546	ENST00000558530.1, ENST00000342422.3	rna18991
OG0001547	ENST00000376309.3	rna18742
OG0001548	ENST00000217386.2	rna18624
OG0001548	ENST00000380293.3	rna18623
OG0001549	ENST00000626650.2, ENST00000302097.3	rna52970
OG0001550	ENST00000373768.3	rna31300
OG0001551	ENST00000359688.3	rna51973
OG0001552	ENST00000571816.5	rna39212
OG0001553	ENST00000588001.2, ENST00000382435.4, ENST00000297307.6, ENST00000412468.3	rna39310
OG0001554	ENST00000366487.3	rna51014
OG0001555	ENST00000545289.5, ENST00000421016.5, ENST00000413242.6	rna39550
OG0001556	ENST00000381809.7	rna37557
OG0001557	ENST00000624470.1, ENST00000302592.6, ENST00000619659.1	rna49446
OG0001558	ENST00000394349.7	rna17142
OG0001560	ENST00000323688.10	rna49554
OG0001562	ENST00000319856.4	rna28983, rna28982
OG0001565	ENST00000316770.2	rna54323, rna54324
OG0001566	ENST00000432175.5	rna45370
OG0001567	ENST00000397301.5	rna44969
OG0001568	ENST00000513506.5, ENST00000514917.2, ENST00000519541.1, ENST00000340457.8	rna33887
OG0001569	ENST00000335715.8, ENST00000569554.5, ENST00000563322.5, ENST00000565290.5	rna33510
OG0001570	ENST00000427587.8, ENST00000533852.6, ENST00000262365.8, ENST00000359244.8	rna38787
OG0001571	ENST00000574298.5	rna38916
OG0001572	ENST00000568223.6	rna47549
OG0001572	ENST00000320095.11	rna45896
OG0001573	ENST00000320868.9, ENST00000251595.10	rna47469
OG0001574	ENST00000244174.10, ENST00000244174.10_PAR_Y	rna37365, rna47450
OG0001575	ENST00000367928.4	rna20581
OG0001576	ENST00000375478.3	rna21598
OG0001579	ENST00000425719.6	rna21163
OG0001580	ENST00000624173.1, ENST00000518360.5, ENST00000289779.7, ENST00000533193.5	rna36410
OG0001583	ENST00000335790.7	rna48403, rna17873
OG0001584	ENST00000357246.3	rna49930, rna49900
OG0001585	ENST00000333360.11	rna25895
OG0001586	ENST00000367425.8, ENST00000367416.6, ENST00000367421.4, ENST00000367415.6, ENST00000320493.9	rna25692
OG0001587	ENST00000367565.1	rna25603, rna25604
OG0001588	ENST00000367070.7	rna42783, rna42785
OG0001589	ENST00000399788.6	rna18284
OG0001589	ENST00000367264.6	rna42635
OG0001590	ENST00000584486.5, ENST00000400889.2, ENST00000367128.7, ENST00000369390.7	rna42464
OG0001591	ENST00000361897.9, ENST00000431696.1, ENST00000426197.2	rna35250
OG0001592	ENST00000368130.8, ENST00000295809.11, ENST00000368140.5, ENST00000368141.4	rna49736
OG0001593	ENST00000338302.7	rna47106
OG0001593	ENST00000524377.5	rna47109
OG0001594	ENST00000375733.6	rna38111
OG0001595	ENST00000295886.4	rna26357
OG0001595	ENST00000368592.7	rna8553
OG0001596	ENST00000263228.3	rna22282
OG0001596	ENST00000215574.8	rna42810
OG0001597	ENST00000259396.8, ENST00000431067.2	rna31210
OG0001599	ENST00000390426.2, ENST00000390455.3, ENST00000390460.1	id581955
OG0001600	ENST00000521264.5	rna27601
OG0001601	ENST00000321543.1	rna36115, rna36122
OG0001602	ENST00000395699.3	rna1765
OG0001602	ENST00000331327.4	rna24439
OG0001603	ENST00000297157.7	rna2664, rna2655
OG0001605	ENST00000313543.4	rna53476
OG0001608	ENST00000390295.3, ENST00000390298.2, ENST00000390283.2	id578900
OG0001609	ENST00000335815.6, ENST00000322434.7	rna23969
OG0001610	ENST00000393980.8	rna27717, rna13330
OG0001611	ENST00000380448.5, ENST00000439082.7, ENST00000380753.8, ENST00000380872.8	rna40385
OG0001612	ENST00000422871.5	rna54401, rna54400, rna53952, rna53951
OG0001614	ENST00000359650.9	rna48847
OG0001614	ENST00000290722.1	rna48848
OG0001615	ENST00000616166.1	rna51967, rna54222
OG0001618	ENST00000341750.4, ENST00000434937.2, ENST00000248983.8, ENST00000249007.4, ENST00000354373.2	rna50959
OG0001622	ENST00000295666.6	rna25377
OG0001623	ENST00000601498.5	rna44005
OG0001624	ENST00000221855.7	rna46627
OG0001625	ENST00000248342.8	rna44461
OG0001626	ENST00000322753.6	rna35179
OG0001627	ENST00000374550.7	rna35046
OG0001628	ENST00000236273.8	rna34980, rna34979
OG0001629	ENST00000374358.4	rna34974
OG0001630	ENST00000426559.6	rna34947
OG0001631	ENST00000326279.10	rna34899
OG0001632	ENST00000373045.10	rna34499
OG0001633	ENST00000372684.7	rna13283
OG0001634	ENST00000262741.9	rna13077
OG0001635	ENST00000340281.8	rna12368
OG0001636	ENST00000358465.6	rna45809
OG0001637	ENST00000610726.4	rna45801
OG0001640	ENST00000290541.6	rna48910
OG0001641	ENST00000263636.4, ENST00000504764.5	rna6632
OG0001642	ENST00000375363.7	rna6526
OG0001643	ENST00000284727.8	rna6393
OG0001644	ENST00000392365.5	rna6231
OG0001645	ENST00000388968.7	rna6085
OG0001646	ENST00000237889.8	rna20617, rna6000
OG0001647	ENST00000409883.6	rna5984
OG0001648	ENST00000359429.10, ENST00000441178.2	rna5804
OG0001649	ENST00000392096.6	rna5670
OG0001650	ENST00000295463.3, ENST00000295453.7, ENST00000392027.2	rna5408
OG0001651	ENST00000258416.7	rna5400
OG0001652	ENST00000404914.7	rna5138
OG0001654	ENST00000598495.5	rna51874
OG0001655	ENST00000240285.9	rna10359
OG0001656	ENST00000322110.6	rna36137
OG0001657	ENST00000304874.13	rna33731
OG0001658	ENST00000610426.4	rna13794
OG0001659	ENST00000298569.8	rna27876
OG0001660	ENST00000331595.8	rna51693
OG0001661	ENST00000379638.8	rna13294
OG0001662	ENST00000358344.7	rna23982
OG0001663	ENST00000266560.7	rna18111
OG0001664	ENST00000245255.7	rna32204
OG0001665	ENST00000262225.7	rna32271
OG0001666	ENST00000621131.4	rna32439
OG0001667	ENST00000600006.5	rna51849
OG0001668	ENST00000370249.2	rna51701
OG0001669	ENST00000534327.5, ENST00000391713.5, ENST00000586855.6	rna52674
OG0001670	ENST00000316401.11	rna50664, rna50662
OG0001671	ENST00000370777.1	rna39092
OG0001672	ENST00000270625.6	rna43824
OG0001673	ENST00000222122.9	rna43920
OG0001674	ENST00000084795.9	rna43922
OG0001675	ENST00000323060.3	rna44075, rna44076
OG0001676	ENST00000303961.8	rna44318
OG0001677	ENST00000318438.6	rna44421, rna44420
OG0001678	ENST00000509137.6	rna44428
OG0001679	ENST00000301244.11	rna44483
OG0001680	ENST00000270001.11	rna46680
OG0001680	ENST00000392161.3	rna46679
OG0001681	ENST00000587718.5	rna46629
OG0001682	ENST00000219252.9	rna9026
OG0001683	ENST00000394282.8	rna9066
OG0001684	ENST00000540149.5	rna9197
OG0001685	ENST00000574481.5	rna9245
OG0001686	ENST00000562081.2, ENST00000563634.1, ENST00000306875.8	rna9310
OG0001687	ENST00000449317.6, ENST00000536907.2, ENST00000339953.9	rna9425
OG0001688	ENST00000585603.5	rna8813
OG0001689	ENST00000299575.4	rna9538
OG0001690	ENST00000567298.5	rna8742
OG0001691	ENST00000554087.5	rna52282, rna52252
OG0001692	ENST00000548577.5	rna39243
OG0001693	ENST00000298687.9	rna52543
OG0001694	ENST00000315957.4, ENST00000332663.3, ENST00000614722.1	rna53348
OG0001695	ENST00000220849.9	rna9899
OG0001696	ENST00000425368.6, ENST00000456570.5	rna44611
OG0001697	ENST00000286091.8	rna40917
OG0001698	ENST00000367721.2	rna25818
OG0001699	ENST00000371697.3	rna43700
OG0001700	ENST00000354185.8	rna20049
OG0001701	ENST00000335765.8	rna35816
OG0001702	ENST00000458511.6, ENST00000543226.1	rna39766
OG0001704	ENST00000505920.1, ENST00000300688.7	rna21531
OG0001705	ENST00000366607.4	rna19790
OG0001706	ENST00000437082.5, ENST00000287652.8	rna16796
OG0001707	ENST00000376327.5	rna30828
OG0001708	ENST00000263233.8	rna30830
OG0001709	ENST00000372728.3, ENST00000536889.1	rna52014
OG0001710	ENST00000262193.6	rna50318
OG0001711	ENST00000298556.7	rna39079
OG0001712	ENST00000367679.6	rna25759
OG0001713	ENST00000325307.11	rna49876
OG0001714	ENST00000445091.2, ENST00000436629.2	rna54362
OG0001715	ENST00000361891.8	rna47401
OG0001716	ENST00000367976.3	rna20558
OG0001717	ENST00000402285.7	rna4679
OG0001718	ENST00000534769.5	rna45262
OG0001719	ENST00000367249.8	rna42626
OG0001720	ENST00000376734.3, ENST00000376694.8, ENST00000449742.6	rna53136
OG0001721	ENST00000383640.3, ENST00000377136.5	rna54034, rna54035
OG0001722	ENST00000379170.8	rna28533
OG0001723	ENST00000480294.1, ENST00000467317.5, ENST00000541412.5	rna28484
OG0001724	ENST00000397456.2, ENST00000379715.9	rna28463
OG0001725	ENST00000389286.8	rna36742
OG0001727	ENST00000290374.4	rna41989
OG0001728	ENST00000260184.11, ENST00000393743.7	rna47813, rna47855
OG0001729	ENST00000402744.8	rna14799
OG0001730	ENST00000625323.2	rna14595
OG0001731	ENST00000366528.3	rna26093
OG0001732	ENST00000296511.9	rna14375
OG0001733	ENST00000371600.7	rna52783, rna52871
OG0001734	ENST00000396308.3	rna18182
OG0001736	ENST00000395066.7	rna40243
OG0001737	ENST00000267803.8	rna36576
OG0001738	ENST00000264741.9	rna11310
OG0001739	ENST00000368885.7	rna28695
OG0001740	ENST00000371804.3	rna19699
OG0001741	ENST00000307441.13, ENST00000613419.4, ENST00000437590.2	rna19673
OG0001742	ENST00000366639.8	rna19835
OG0001743	ENST00000319098.6	rna20132
OG0001744	ENST00000617224.2, ENST00000452267.1, ENST00000343959.4	rna20381
OG0001745	ENST00000374339.4	rna43556, rna43559
OG0001746	ENST00000368738.3	rna47444
OG0001747	ENST00000368725.2, ENST00000368722.5, ENST00000368729.8	rna47440
OG0001748	ENST00000374098.6, ENST00000580018.3	rna43601
OG0001749	ENST00000298299.3	rna43627
OG0001750	ENST00000374433.6	rna43645
OG0001751	ENST00000636965.1	rna7741
OG0001752	ENST00000376296.3, ENST00000561890.1	rna28259
OG0001753	ENST00000317502.10, ENST00000468317.2	rna8608
OG0001755	ENST00000368904.5	rna8385
OG0001756	ENST00000371793.7	rna31810
OG0001757	ENST00000423635.5	rna3004
OG0001758	ENST00000268150.12	rna27163
OG0001759	ENST00000388948.7	rna27028
OG0001760	ENST00000361742.7	rna40223
OG0001761	ENST00000317534.5	rna1811
OG0001762	ENST00000294189.10	rna16322
OG0001763	ENST00000522532.5	rna9725
OG0001764	ENST00000409038.5	rna4974, rna22674
OG0001765	ENST00000614491.1	rna51441, rna54029, rna54032
OG0001766	ENST00000301263.4	rna54031, rna54028
OG0001767	ENST00000313269.5	rna51361
OG0001768	ENST00000318911.4	rna51345
OG0001769	ENST00000380495.8	rna33528
OG0001770	ENST00000566955.1	rna33590
OG0001771	ENST00000311813.9	rna2633
OG0001772	ENST00000618691.4	rna15297
OG0001773	ENST00000256015.4	rna15149
OG0001774	ENST00000531120.5	rna29286
OG0001775	ENST00000321757.10	rna27753
OG0001776	ENST00000528395.1, ENST00000278422.8	rna49430
OG0001777	ENST00000360876.8	rna51454
OG0001778	ENST00000301785.5, ENST00000403734.2	rna50037
OG0001779	ENST00000537408.1	rna18108
OG0001780	ENST00000512788.1	rna25159
OG0001781	ENST00000252050.8	rna23557
OG0001782	ENST00000370651.5	rna23255
OG0001785	ENST00000525634.5	rna49566, rna14934
OG0001786	ENST00000332707.9	rna15436
OG0001787	ENST00000233997.3, ENST00000234347.9, ENST00000590230.5	rna42835
OG0001788	ENST00000589710.5	rna42887
OG0001789	ENST00000593052.5	rna42906
OG0001790	ENST00000381480.6	rna43228
OG0001791	ENST00000308682.3	rna43394
OG0001793	ENST00000253108.8	rna43420
OG0001794	ENST00000222120.7	rna43510
OG0001795	ENST00000597692.1, ENST00000597961.1, ENST00000456935.6	rna50409
OG0001796	ENST00000302754.5	rna53811, rna53807
OG0001797	ENST00000301522.2	rna53810, rna53806
OG0001798	ENST00000215567.9	rna50511
